url,first_image_url,highlights,location,table_data,error
https://housing.com/rent/17005745-1495-sqft-3-bhk-apartment-on-rent-in-sector-75-noida,https://housing-images.n7net.in/01c16c28/bcbe3ffa31c8439bb82af6b106fa0e0c/v0/large/3_bhk_apartment-for-rent-sector_75_noida-Noida-living_room.jpg,"[""24x7 Security"", ""Power Backup"", ""Metro Station Proximity"", ""Close to Mall""]","Panchsheel Pratishtha, Sector 75, Noida","{""Project Name"": ""Panchsheel Pratishtha"", ""Security"": ""76,000"", ""Brokerage"": ""19,000Access Zero Brokerage Properties"", ""Maintenance"": ""4,113"", ""Built up area"": ""1495 sq.ft"", ""Furnishing"": ""Semi Furnished"", ""Bathrooms"": ""2"", ""Balcony"": ""4"", ""Available from"": ""Available now"", ""Floor number"": ""9 of 17 floors"", ""Lease type"": ""Family"", ""Age of property"": ""5 years"", ""Main entrance facing"": ""North"", ""Gas Pipeline"": ""Yes"", ""Gate Community"": ""Yes"", ""Price Negotiable"": ""No""}",
https://housing.com/rent/16942931-1495-sqft-3-bhk-apartment-on-rent-in-sector-75-noida,https://housing-images.n7net.in/01c16c28/4597f4bb45084fc8b79fcb381ebf9ebc/v0/large/3_bhk_apartment-for-rent-sector_75_noida-Noida-living_room.jpg,"[""24x7 Security"", ""Power Backup"", ""Metro Station Proximity"", ""Close to Hospital""]","Panchsheel Pratishtha, Sector 75, Noida","{""Project Name"": ""Panchsheel Pratishtha"", ""Security"": ""80,002"", ""Brokerage"": ""20,001Access Zero Brokerage Properties"", ""Maintenance"": ""4,113"", ""Built up area"": ""1495 sq.ft"", ""Furnishing"": ""Semi Furnished"", ""Bathrooms"": ""3"", ""Balcony"": ""4"", ""Available from"": ""Available now"", ""Floor number"": ""5 of 17 floors"", ""Lease type"": ""Family"", ""Age of property"": ""3 years"", ""Main entrance facing"": ""West"", ""Gas Pipeline"": ""Yes"", ""Gate Community"": ""Yes"", ""Price Negotiable"": ""No""}",
https://housing.com/rent/16953625-950-sqft-2-bhk-apartment-on-rent-in-sector-143-noida,https://housing-images.n7net.in/01c16c28/e29232da5adf4cceb876169834438fcd/v0/large/2_bhk_apartment-for-rent-sector_143-Noida-living_room.jpg,[],"Sikka Kaamna Greens, Sector 143, Noida","{""Project Name"": ""Sikka Kaamna Greens"", ""Security"": ""23,000"", ""Brokerage"": ""11,500Access Zero Brokerage Properties"", ""Built up area"": ""950 sq.ft"", ""Furnishing"": ""Semi Furnished"", ""Bathrooms"": ""2"", ""Balcony"": ""3"", ""Available from"": ""Available now"", ""Floor number"": ""8 of 16 floors"", ""Lease type"": ""Family / Bachelor"", ""Age of property"": ""2 years"", ""Gas Pipeline"": ""Yes"", ""Gate Community"": ""Yes"", ""Carpet area"": ""900 sq.ft"", ""Price Negotiable"": ""No""}",
https://housing.com/rent/16953932-1234-sqft-2-bhk-apartment-on-rent-in-sector-143-noida,https://housing-images.n7net.in/01c16c28/1e06375b57bf47d69a3d76aa05b2f535/v0/large/2_bhk_apartment-for-rent-sector_143-Noida-living_room.jpg,[],"Logix Blossom Greens, Sector 143, Noida","{""Project Name"": ""Logix Blossom Greens"", ""Security"": ""27,000"", ""Brokerage"": ""13,500Access Zero Brokerage Properties"", ""Built up area"": ""1234 sq.ft"", ""Furnishing"": ""Fully Furnished"", ""Bathrooms"": ""2"", ""Balcony"": ""3"", ""Available from"": ""Available now"", ""Floor number"": ""3 of 16 floors"", ""Lease type"": ""Family"", ""Age of property"": ""3 years"", ""Gas Pipeline"": ""Yes"", ""Gate Community"": ""Yes"", ""Carpet area"": ""785 sq.ft"", ""Price Negotiable"": ""No""}",
https://housing.com/rent/16953984-1234-sqft-2.5-bhk-apartment-on-rent-in-sector-143-noida,https://housing-images.n7net.in/01c16c28/08f98f4d08204a08b2515b2453bcffe3/v0/large/2.5_bhk_apartment-for-rent-sector_143-Noida-living_room.jpg,[],"Logix Blossom Greens, Sector 143, Noida","{""Project Name"": ""Logix Blossom Greens"", ""Security"": ""25,000"", ""Brokerage"": ""12,500Access Zero Brokerage Properties"", ""Built up area"": ""1234 sq.ft"", ""Furnishing"": ""Semi Furnished"", ""Bathrooms"": ""4"", ""Balcony"": ""3"", ""Available from"": ""Available now"", ""Floor number"": ""16 of 17 floors"", ""Lease type"": ""Family / Bachelor"", ""Age of property"": ""3 years"", ""Gas Pipeline"": ""No"", ""Gate Community"": ""Yes"", ""Carpet area"": ""1050 sq.ft"", ""Price Negotiable"": ""No""}",
https://housing.com/rent/16951323-550-sqft-1-rk-apartment-on-rent-in-sector-137-noida,https://housing-images.n7net.in/01c16c28/2802f372d81549458a079748de401e42/v0/large/1_rk_apartment-for-rent-sector_137-Noida-bedroom.jpg,[],"Supertech Eco Suites, Sector 137, Noida","{""Project Name"": ""Supertech Eco Suites"", ""Security"": ""19,000"", ""Brokerage"": ""9,500Access Zero Brokerage Properties"", ""Maintenance"": ""1,300"", ""Built up area"": ""550 sq.ft"", ""Furnishing"": ""Fully Furnished"", ""Bathrooms"": ""1"", ""Balcony"": ""1"", ""Available from"": ""Available now"", ""Floor number"": ""2 of 20 floors"", ""Lease type"": ""Family / Bachelor"", ""Age of property"": ""8 years"", ""Gas Pipeline"": ""No"", ""Gate Community"": ""No"", ""Carpet area"": ""450 sq.ft"", ""Price Negotiable"": ""No""}",
https://housing.com/rent/16944839-1255-sqft-3-bhk-apartment-on-rent-in-sector-143b-noida,https://housing-images.n7net.in/01c16c28/45d750e1faca4670bedff40ef5c641bd/v0/large/3_bhk_apartment-for-rent-sector_143b-Noida-living_room.jpg,[],"Sikka Karnam Greens, Sector 143B, Noida","{""Project Name"": ""Sikka Karnam Greens"", ""Security"": ""27,000"", ""Brokerage"": ""13,500Access Zero Brokerage Properties"", ""Built up area"": ""1255 sq.ft"", ""Furnishing"": ""Semi Furnished"", ""Bathrooms"": ""2"", ""Balcony"": ""4"", ""Available from"": ""Available now"", ""Floor number"": ""12 of 16 floors"", ""Lease type"": ""Family / Bachelor"", ""Age of property"": ""2 years"", ""Gas Pipeline"": ""Yes"", ""Gate Community"": ""Yes"", ""Carpet area"": ""1050 sq.ft"", ""Price Negotiable"": ""No""}",
https://housing.com/rent/16891772-953-sqft-2-bhk-apartment-on-rent-in-sector-151-noida,https://housing-images.n7net.in/01c16c28/1477acd0b45e6e7d51fca77e95d615d7/v0/large/2_bhk_apartment-for-rent-sector_151-Aurangabad-living_room.jpg,[],"Jaypee Aman, Sector 151, Aurangabad","{""Project Name"": ""Jaypee Aman"", ""Security"": ""44,000"", ""Brokerage"": ""11,000Access Zero Brokerage Properties"", ""Maintenance"": ""2,800"", ""Built up area"": ""953 sq.ft"", ""Furnishing"": ""Fully Furnished"", ""Bathrooms"": ""2"", ""Balcony"": ""3"", ""Available from"": ""Available now"", ""Floor number"": ""4 of 22 floors"", ""Lease type"": ""Family"", ""Age of property"": ""10 years"", ""Main entrance facing"": ""West"", ""Gas Pipeline"": ""No"", ""Gate Community"": ""No"", ""Carpet area"": ""700 sq.ft"", ""Price Negotiable"": ""No""}",
https://housing.com/rent/16885725-953-sqft-2-bhk-apartment-on-rent-in-sector-151-noida,https://housing-images.n7net.in/01c16c28/6b4b3e0b731264361a47b66996bba1cf/v0/large/2_bhk_apartment-for-rent-sector_151-Aurangabad-living_room.jpg,[],"Jaypee Aman, Sector 151, Aurangabad","{""Project Name"": ""Jaypee Aman"", ""Security"": ""34,000"", ""Brokerage"": ""8,500Access Zero Brokerage Properties"", ""Maintenance"": ""2,800"", ""Built up area"": ""953 sq.ft"", ""Furnishing"": ""Semi Furnished"", ""Bathrooms"": ""2"", ""Balcony"": ""3"", ""Available from"": ""Available now"", ""Floor number"": ""6 of 22 floors"", ""Lease type"": ""Family"", ""Age of property"": ""10 years"", ""Main entrance facing"": ""North"", ""Gas Pipeline"": ""No"", ""Gate Community"": ""No"", ""Carpet area"": ""700 sq.ft"", ""Price Negotiable"": ""No""}",
https://housing.com/rent/16943002-1495-sqft-3-bhk-apartment-on-rent-in-sector-75-noida,https://housing-images.n7net.in/01c16c28/78c3122cfac241d1b4a00b360ce425ae/v0/large/3_bhk_apartment-for-rent-sector_75_noida-Noida-living_room.jpg,"[""24x7 Security"", ""Power Backup"", ""Metro Station Proximity"", ""Close to Hospital""]","Panchsheel Pratishtha, Sector 75, Noida","{""Project Name"": ""Panchsheel Pratishtha"", ""Security"": ""69,000"", ""Brokerage"": ""17,250Access Zero Brokerage Properties"", ""Maintenance"": ""4,113"", ""Built up area"": ""1495 sq.ft"", ""Furnishing"": ""Semi Furnished"", ""Bathrooms"": ""2"", ""Balcony"": ""4"", ""Available from"": ""Available now"", ""Floor number"": ""17 of 17 floors"", ""Lease type"": ""Family"", ""Age of property"": ""3 years"", ""Main entrance facing"": ""West"", ""Gas Pipeline"": ""Yes"", ""Gate Community"": ""Yes"", ""Price Negotiable"": ""No""}",
https://housing.com/rent/16887133-1347-sqft-3-bhk-apartment-on-rent-in-sector-151-noida,https://housing-images.n7net.in/01c16c28/67d21c72200bc0ef165a9fc6d26cbc6a/v0/large/3_bhk_apartment-for-rent-sector_151-Aurangabad-living_room.jpg,[],"Jaypee Aman, Sector 151, Aurangabad","{""Project Name"": ""Jaypee Aman"", ""Security"": ""34,000"", ""Brokerage"": ""8,500Access Zero Brokerage Properties"", ""Maintenance"": ""3,600"", ""Built up area"": ""1347 sq.ft"", ""Furnishing"": ""Semi Furnished"", ""Bathrooms"": ""3"", ""Balcony"": ""2"", ""Available from"": ""Available now"", ""Floor number"": ""6 of 22 floors"", ""Lease type"": ""Family"", ""Age of property"": ""5 years"", ""Main entrance facing"": ""East"", ""Gas Pipeline"": ""No"", ""Gate Community"": ""No"", ""Carpet area"": ""1150 sq.ft"", ""Price Negotiable"": ""No""}",
https://housing.com/rent/16956471-1285-sqft-3-bhk-apartment-on-rent-in-sector-150-noida,https://housing-images.n7net.in/01c16c28/be2f124224a34b1d9505044a450dbd9a/v0/large/3_bhk_apartment-for-rent-sector_150-Noida-living_room.jpg,[],"Tata Eureka Park, Sector 150, Noida","{""Project Name"": ""Tata Eureka Park"", ""Security"": ""22,999"", ""Brokerage"": ""11,500Access Zero Brokerage Properties"", ""Built up area"": ""1285 sq.ft"", ""Furnishing"": ""Semi Furnished"", ""Bathrooms"": ""2"", ""Balcony"": ""3"", ""Available from"": ""Available now"", ""Floor number"": ""14 of 28 floors"", ""Lease type"": ""Family / Bachelor / Company"", ""Age of property"": ""1 year"", ""Main entrance facing"": ""West"", ""Gas Pipeline"": ""No"", ""Gate Community"": ""No"", ""Carpet area"": ""783 sq.ft"", ""Price Negotiable"": ""No""}",
https://housing.com/rent/16943279-1100-sqft-2-bhk-apartment-on-rent-in-sector-150-noida,https://housing-images.n7net.in/01c16c28/c83d6765f5100499627b0afc733423c7/v0/large/2_bhk_apartment-for-rent-sector_150-Noida-hall.jpg,[],"Tata Eureka Park, Sector 150, Noida","{""Project Name"": ""Tata Eureka Park"", ""Security"": ""22,999"", ""Brokerage"": ""11,500Access Zero Brokerage Properties"", ""Built up area"": ""1100 sq.ft"", ""Furnishing"": ""Semi Furnished"", ""Bathrooms"": ""2"", ""Balcony"": ""2"", ""Available from"": ""Available now"", ""Floor number"": ""7 of 28 floors"", ""Lease type"": ""Family / Bachelor / Company"", ""Age of property"": ""1 year"", ""Main entrance facing"": ""West"", ""Gas Pipeline"": ""Yes"", ""Gate Community"": ""Yes"", ""Carpet area"": ""648 sq.ft"", ""Price Negotiable"": ""No""}",
https://housing.com/rent/16895394-3000-sqft-4-bhk-apartment-on-rent-in-sector-143b-noida,https://housing-images.n7net.in/01c16c28/4b6a46f5a1194bb081b5bb389c08127f/v0/large/4_bhk_apartment-for-rent-sector_143b-Noida-living_room.jpg,[],"Rani Akriti Shantiniketan, Sector 143B, Noida","{""Project Name"": ""Rani Akriti Shantiniketan"", ""Security"": ""60,000"", ""Brokerage"": ""30,000Access Zero Brokerage Properties"", ""Built up area"": ""3000 sq.ft"", ""Furnishing"": ""Semi Furnished"", ""Bathrooms"": ""5"", ""Balcony"": ""5"", ""Available from"": ""Available now"", ""Floor number"": ""4 of 20 floors"", ""Lease type"": ""Family"", ""Age of property"": ""7 years"", ""Gas Pipeline"": ""Yes"", ""Gate Community"": ""Yes"", ""Carpet area"": ""2750 sq.ft"", ""Price Negotiable"": ""No""}",
https://housing.com/rent/16895922-1175-sqft-3-bhk-apartment-on-rent-in-sector-137-noida,https://housing-images.n7net.in/01c16c28/2c209fa7f10c40278c92d8b860e0e379/v0/large/3_bhk_apartment-for-rent-sector_137-Kulesara-living_room.jpg,[],"Gulshan Vivante, Sector 137, Kulesara","{""Project Name"": ""Gulshan Vivante"", ""Security"": ""68,000"", ""Brokerage"": ""34,000Access Zero Brokerage Properties"", ""Built up area"": ""1175 sq.ft"", ""Furnishing"": ""Semi Furnished"", ""Bathrooms"": ""2"", ""Balcony"": ""4"", ""Available from"": ""Available now"", ""Floor number"": ""1 of 14 floors"", ""Lease type"": ""Family"", ""Age of property"": ""9 years"", ""Gas Pipeline"": ""Yes"", ""Gate Community"": ""Yes"", ""Carpet area"": ""1100 sq.ft"", ""Price Negotiable"": ""No""}",
https://housing.com/rent/16945043-1100-sqft-2-bhk-apartment-on-rent-in-sector-150-noida,https://housing-images.n7net.in/01c16c28/03714FA85BDF423EAB639CDC2431D178/v0/large/2_bhk_apartment-for-rent-sector_150-Noida-living_room.jpg,[],"Eureka Park By Tata Value Homes, Sector 150, Noida","{""Project Name"": ""Eureka Park By Tata Value Homes"", ""Security"": ""22,000"", ""Brokerage"": ""11,000Access Zero Brokerage Properties"", ""Built up area"": ""1100 sq.ft"", ""Furnishing"": ""Semi Furnished"", ""Bathrooms"": ""2"", ""Balcony"": ""3"", ""Available from"": ""Available now"", ""Floor number"": ""8 of 28 floors"", ""Lease type"": ""Family / Bachelor / Company"", ""Age of property"": ""1 year"", ""Gas Pipeline"": ""No"", ""Gate Community"": ""No"", ""Price Negotiable"": ""No""}",
https://housing.com/rent/16775203-1575-sqft-3-bhk-apartment-on-rent-in-sector-150-noida,https://housing-images.n7net.in/01c16c28/4ae545b52f0189f3b45d133033e78e0b/v0/large/3_bhk_apartment-for-rent-sector_150-Noida-hall.jpg,[],"Tata Eureka Park, Sector 150, Noida","{""Project Name"": ""Tata Eureka Park"", ""Security"": ""80,000"", ""Brokerage"": ""20,000Access Zero Brokerage Properties"", ""Built up area"": ""1575 sq.ft"", ""Furnishing"": ""Fully Furnished"", ""Bathrooms"": ""3"", ""Balcony"": ""4"", ""Available from"": ""Available now"", ""Floor number"": ""19 of 24 floors"", ""Lease type"": ""Family / Bachelor / Company"", ""Age of property"": ""1 year"", ""Main entrance facing"": ""South"", ""Gas Pipeline"": ""Yes"", ""Gate Community"": ""Yes"", ""Carpet area"": ""1390 sq.ft"", ""Price Negotiable"": ""No""}",
https://housing.com/rent/16802447-825-sqft-2-bhk-apartment-on-rent-in-sector-137-noida,https://housing-images.n7net.in/01c16c28/8147cf5d89ccff161fdfe99bb8a58611/v0/large/2_bhk_apartment-for-rent-sector_137-Kulesara-living_room.jpg,[],"Paras Tierea, Sector 137, Kulesara","{""Project Name"": ""Paras Tierea"", ""Security"": ""56,002"", ""Brokerage"": ""14,001(Negotiable)Access Zero Brokerage Properties"", ""Maintenance"": ""2,200"", ""Built up area"": ""825 sq.ft"", ""Furnishing"": ""Fully Furnished"", ""Bathrooms"": ""2"", ""Balcony"": ""1"", ""Available from"": ""Available now"", ""Floor number"": ""16 of 19 floors"", ""Lease type"": ""Family / Bachelor"", ""Age of property"": ""8 years"", ""Main entrance facing"": ""South-East"", ""Gas Pipeline"": ""Yes"", ""Gate Community"": ""Yes"", ""Carpet area"": ""600 sq.ft"", ""Price Negotiable"": ""No""}",
https://housing.com/rent/16802473-925-sqft-2-bhk-apartment-on-rent-in-sector-137-noida,https://housing-images.n7net.in/01c16c28/a0ff0301a3986a6741bbb272265d5315/v0/large/2_bhk_apartment-for-rent-sector_137-Noida-living_room.jpg,[],"Paras Tierea, Sector 137, Noida","{""Project Name"": ""Paras Tierea"", ""Security"": ""29,000"", ""Brokerage"": ""14,500Access Zero Brokerage Properties"", ""Maintenance"": ""1,800"", ""Built up area"": ""925 sq.ft"", ""Furnishing"": ""Fully Furnished"", ""Bathrooms"": ""2"", ""Balcony"": ""2"", ""Available from"": ""Available now"", ""Floor number"": ""14 of 28 floors"", ""Lease type"": ""Family / Bachelor"", ""Age of property"": ""8 years"", ""Main entrance facing"": ""West"", ""Gas Pipeline"": ""Yes"", ""Gate Community"": ""Yes"", ""Carpet area"": ""825 sq.ft"", ""Price Negotiable"": ""No""}",
https://housing.com/rent/16802492-960-sqft-2-bhk-apartment-on-rent-in-sector-137-noida,https://housing-images.n7net.in/01c16c28/18de59ab03e19fabd4a580eaa00ff1fb/v0/large/2_bhk_apartment-for-rent-sector_137-Noida-living_room.jpg,[],"Paras Tierea, Sector 137, Noida","{""Project Name"": ""Paras Tierea"", ""Security"": ""28,000"", ""Brokerage"": ""14,000Access Zero Brokerage Properties"", ""Maintenance"": ""1,800"", ""Built up area"": ""960 sq.ft"", ""Furnishing"": ""Fully Furnished"", ""Bathrooms"": ""2"", ""Balcony"": ""2"", ""Available from"": ""Available now"", ""Floor number"": ""8 of 28 floors"", ""Lease type"": ""Family / Bachelor"", ""Age of property"": ""8 years"", ""Main entrance facing"": ""South-East"", ""Gas Pipeline"": ""Yes"", ""Gate Community"": ""Yes"", ""Carpet area"": ""860 sq.ft"", ""Price Negotiable"": ""No""}",
https://housing.com/rent/16802514-1265-sqft-3-bhk-apartment-on-rent-in-sector-137-noida,https://housing-images.n7net.in/01c16c28/451c5af02a329746488d7410d4be35a5/v0/large/3_bhk_apartment-for-rent-sector_137-Noida-living_room.jpg,[],"Paras Tierea, Sector 137, Noida","{""Project Name"": ""Paras Tierea"", ""Security"": ""26,000"", ""Brokerage"": ""13,000Access Zero Brokerage Properties"", ""Maintenance"": ""3,800"", ""Built up area"": ""1265 sq.ft"", ""Furnishing"": ""Semi Furnished"", ""Bathrooms"": ""2"", ""Balcony"": ""3"", ""Available from"": ""Available now"", ""Floor number"": ""4 of 20 floors"", ""Lease type"": ""Family / Bachelor"", ""Age of property"": ""8 years"", ""Main entrance facing"": ""West"", ""Gas Pipeline"": ""Yes"", ""Gate Community"": ""Yes"", ""Carpet area"": ""900 sq.ft"", ""Price Negotiable"": ""No""}",
https://housing.com/rent/16866564-1495-sqft-3-bhk-apartment-on-rent-in-sector-75-noida,https://housing-images.n7net.in/01c16c28/d32a0a7f222bfa7f0ca83e26977f6c4b/v0/large/3_bhk_apartment-for-rent-sector_75_noida-Noida-hall.jpg,[],"Panchsheel Pratishtha, Sector 75, Noida","{""Project Name"": ""Panchsheel Pratishtha"", ""Security"": ""80,000"", ""Brokerage"": ""20,000Access Zero Brokerage Properties"", ""Maintenance"": ""4,113"", ""Built up area"": ""1495 sq.ft"", ""Furnishing"": ""Semi Furnished"", ""Bathrooms"": ""3"", ""Balcony"": ""4"", ""Available from"": ""Available now"", ""Floor number"": ""5 of 17 floors"", ""Lease type"": ""Family"", ""Age of property"": ""6 years"", ""Main entrance facing"": ""West"", ""Gas Pipeline"": ""Yes"", ""Gate Community"": ""Yes"", ""Price Negotiable"": ""No""}",
https://housing.com/rent/16864307-953-sqft-2-bhk-apartment-on-rent-in-sector-151-noida,https://housing-images.n7net.in/01c16c28/896eec2b37834a452f5184e7face53df/v0/large/2_bhk_apartment-for-rent-sector_151-Aurangabad-living_room.jpg,[],"Jaypee Aman, Sector 151, Aurangabad","{""Project Name"": ""Jaypee Aman"", ""Security"": ""16,200"", ""Brokerage"": ""8,100Access Zero Brokerage Properties"", ""Maintenance"": ""2,500"", ""Built up area"": ""953 sq.ft"", ""Furnishing"": ""Semi Furnished"", ""Bathrooms"": ""2"", ""Balcony"": ""3"", ""Available from"": ""Available now"", ""Floor number"": ""9 of 22 floors"", ""Lease type"": ""Family"", ""Age of property"": ""5 years"", ""Main entrance facing"": ""East"", ""Gas Pipeline"": ""No"", ""Gate Community"": ""No"", ""Carpet area"": ""700 sq.ft"", ""Price Negotiable"": ""No""}",
https://housing.com/rent/16864423-1347-sqft-3-bhk-apartment-on-rent-in-sector-151-noida,https://housing-images.n7net.in/01c16c28/57f3f8e0f4ce84fca09cbc09d85a06d0/v0/large/3_bhk_apartment-for-rent-sector_151-Aurangabad-living_room.jpg,[],"Jaypee Aman, Sector 151, Aurangabad","{""Project Name"": ""Jaypee Aman"", ""Security"": ""18,200"", ""Brokerage"": ""9,100Access Zero Brokerage Properties"", ""Maintenance"": ""3,500"", ""Built up area"": ""1347 sq.ft"", ""Furnishing"": ""Semi Furnished"", ""Bathrooms"": ""3"", ""Balcony"": ""3"", ""Available from"": ""Available now"", ""Floor number"": ""11 of 22 floors"", ""Lease type"": ""Family"", ""Age of property"": ""5 years"", ""Main entrance facing"": ""South-West"", ""Gas Pipeline"": ""Yes"", ""Gate Community"": ""Yes"", ""Carpet area"": ""1100 sq.ft"", ""Price Negotiable"": ""No""}",
https://housing.com/rent/16839910-1347-sqft-3-bhk-apartment-on-rent-in-sector-151-noida,https://housing-images.n7net.in/01c16c28/4f9c3b386f67901b8404d7ac7db82c91/v0/large/3_bhk_apartment-for-rent-sector_151-Aurangabad-living_room.jpg,[],"Jaypee Aman, Sector 151, Aurangabad","{""Project Name"": ""Jaypee Aman"", ""Security"": ""17,300"", ""Brokerage"": ""8,650Access Zero Brokerage Properties"", ""Maintenance"": ""3,200"", ""Built up area"": ""1347 sq.ft"", ""Furnishing"": ""Semi Furnished"", ""Bathrooms"": ""3"", ""Balcony"": ""3"", ""Available from"": ""Available now"", ""Floor number"": ""7 of 22 floors"", ""Lease type"": ""Family"", ""Age of property"": ""5 years"", ""Main entrance facing"": ""North"", ""Gas Pipeline"": ""Yes"", ""Gate Community"": ""Yes"", ""Carpet area"": ""1100 sq.ft"", ""Price Negotiable"": ""No""}",
https://housing.com/rent/16847734-920-sqft-2-bhk-apartment-on-rent-in-sector-143-noida,https://housing-images.n7net.in/01c16c28/f36797044e74424aae360ede4ec2914d/v0/large/2_bhk_apartment-for-rent-sector_143-Noida-living_room.jpg,[],"Logix Blossom Zest, Sector 143, Noida","{""Project Name"": ""Logix Blossom Zest"", ""Security"": ""20,000"", ""Brokerage"": ""10,000Access Zero Brokerage Properties"", ""Built up area"": ""920 sq.ft"", ""Furnishing"": ""Semi Furnished"", ""Bathrooms"": ""2"", ""Balcony"": ""3"", ""Available from"": ""Available now"", ""Floor number"": ""7 of 20 floors"", ""Lease type"": ""Family / Bachelor"", ""Age of property"": ""6 years"", ""Gas Pipeline"": ""Yes"", ""Gate Community"": ""Yes"", ""Carpet area"": ""850 sq.ft"", ""Price Negotiable"": ""No""}",
https://housing.com/rent/16815537-1347-sqft-3-bhk-apartment-on-rent-in-sector-151-noida,https://housing-images.n7net.in/01c16c28/1f907a74cf587a1d6f9874bfcf785ccd/v0/large/3_bhk_apartment-for-rent-sector_151-Aurangabad-living_room.jpg,[],"Jaypee Aman, Sector 151, Aurangabad","{""Project Name"": ""Jaypee Aman"", ""Security"": ""16,700"", ""Brokerage"": ""8,350Access Zero Brokerage Properties"", ""Maintenance"": ""3,500"", ""Built up area"": ""1347 sq.ft"", ""Furnishing"": ""Semi Furnished"", ""Bathrooms"": ""3"", ""Balcony"": ""3"", ""Available from"": ""Available now"", ""Floor number"": ""10 of 22 floors"", ""Lease type"": ""Family"", ""Age of property"": ""5 years"", ""Main entrance facing"": ""West"", ""Gas Pipeline"": ""No"", ""Gate Community"": ""No"", ""Carpet area"": ""1100 sq.ft"", ""Price Negotiable"": ""No""}",
https://housing.com/rent/15691824-953-sqft-2-bhk-apartment-on-rent-in-sector-151-noida-v2,https://housing-images.n7net.in/01c16c28/96d9cc285fa974c2599e3fb76d330703/v0/large/2_bhk_apartment-for-rent-sector_151-Aurangabad-living_room.jpg,[],"Jaypee Aman, Sector 151, Aurangabad","{""Project Name"": ""Jaypee Aman"", ""Security"": ""16,200"", ""Brokerage"": ""8,100Access Zero Brokerage Properties"", ""Maintenance"": ""2,800"", ""Built up area"": ""953 sq.ft"", ""Furnishing"": ""Semi Furnished"", ""Bathrooms"": ""2"", ""Balcony"": ""2"", ""Available from"": ""Available now"", ""Floor number"": ""2 of 17 floors"", ""Lease type"": ""Family"", ""Age of property"": ""12 years"", ""Main entrance facing"": ""South-East"", ""Gas Pipeline"": ""No"", ""Gate Community"": ""No"", ""Carpet area"": ""700 sq.ft"", ""Price Negotiable"": ""No""}",
https://housing.com/rent/16845807-940-sqft-2-bhk-apartment-on-rent-in-sector-143b-noida,https://housing-images.n7net.in/01c16c28/ae7f0073851a47e8a50845164125e437/v0/large/2_bhk_apartment-for-rent-sector_143b-Noida-living_room.jpg,[],"Sikka Karnam Greens, Sector 143B, Noida","{""Project Name"": ""Sikka Karnam Greens"", ""Security"": ""64,000"", ""Brokerage"": ""16,000Access Zero Brokerage Properties"", ""Built up area"": ""940 sq.ft"", ""Furnishing"": ""Fully Furnished"", ""Bathrooms"": ""2"", ""Balcony"": ""3"", ""Available from"": ""Available now"", ""Floor number"": ""14 of 18 floors"", ""Lease type"": ""Family / Bachelor"", ""Age of property"": ""2 years"", ""Gas Pipeline"": ""Yes"", ""Gate Community"": ""Yes"", ""Carpet area"": ""840 sq.ft"", ""Price Negotiable"": ""No""}",
https://housing.com/rent/16835771-840-sqft-2-bhk-apartment-on-rent-in-sector-143b-noida,https://housing-images.n7net.in/01c16c28/ad3457c0300845b39f03b21fa17334b3/v0/large/2_bhk_apartment-for-rent-sector_143b-Noida-living_room.jpg,[],"Sikka Karnam Greens, Sector 143B, Noida","{""Project Name"": ""Sikka Karnam Greens"", ""Security"": ""25,000"", ""Brokerage"": ""12,500Access Zero Brokerage Properties"", ""Built up area"": ""840 sq.ft"", ""Furnishing"": ""Semi Furnished"", ""Bathrooms"": ""2"", ""Balcony"": ""3"", ""Available from"": ""Available now"", ""Floor number"": ""11 of 16 floors"", ""Lease type"": ""Family / Bachelor"", ""Age of property"": ""2 years"", ""Gas Pipeline"": ""No"", ""Gate Community"": ""No"", ""Carpet area"": ""800 sq.ft"", ""Price Negotiable"": ""No""}",
https://housing.com/rent/16847518-990-sqft-2-bhk-apartment-on-rent-in-sector-143-noida,https://housing-images.n7net.in/01c16c28/d3a3a4f9b02c4c33a78f487fe5cc708e/v0/large/2_bhk_apartment-for-rent-sector_143-Noida-living_room.jpg,[],"Logix Blossom Zest, Sector 143, Noida","{""Project Name"": ""Logix Blossom Zest"", ""Security"": ""20,000"", ""Brokerage"": ""10,000Access Zero Brokerage Properties"", ""Built up area"": ""990 sq.ft"", ""Furnishing"": ""Semi Furnished"", ""Bathrooms"": ""2"", ""Balcony"": ""3"", ""Available from"": ""Available now"", ""Floor number"": ""6 of 20 floors"", ""Lease type"": ""Family / Bachelor"", ""Age of property"": ""6 years"", ""Gas Pipeline"": ""Yes"", ""Gate Community"": ""Yes"", ""Carpet area"": ""850 sq.ft"", ""Price Negotiable"": ""No""}",
