url,first_image_url,highlights,location,table_data,error
https://housing.com/rent/15486684-1200-sqft-3-bhk-villa-on-rent-in-vrindavan-yojna-lucknow-v2,https://housing-images.n7net.in/01c16c28/25f7680e88cdb404f61af40c70ad516f/v0/large/3_bhk_villa-for-rent-vrindavan_yojna-Lucknow-hall.jpg,[],"Surya Shyam, New Defence Colony, Vrindavan Yojana, Lucknow","{""Project Name"": ""Surya Shyam"", ""Security"": ""15,000"", ""Brokerage"": ""No ChargeAccess Zero Brokerage Properties"", ""Built up area"": ""1200 sq.ft"", ""Furnishing"": ""Fully Furnished"", ""Bathrooms"": ""1"", ""Balcony"": ""1"", ""Available from"": ""Available now"", ""Lease type"": ""Family"", ""Age of property"": ""null year"", ""Gas Pipeline"": ""No"", ""Gate Community"": ""Yes"", ""Price Negotiable"": ""No""}",
https://housing.com/rent/16861041-2000-sqft-3-bhk-independent-house-on-rent-in-bijnor-lucknow,https://housing-images.n7net.in/01c16c28/0793ba39d0791aa6339ec3016f9c33ff/v0/large/3_bhk_independent_house-for-rent-bijnor_3-Lucknow-others.jpg,[],"Bijnor, Lucknow","{""Security"": ""15,000"", ""Brokerage"": ""No ChargeAccess Zero Brokerage Properties"", ""Built up area"": ""2000 sq.ft"", ""Furnishing"": ""Semi Furnished"", ""Bathrooms"": ""3"", ""Balcony"": ""-"", ""Available from"": ""Available now"", ""Age of property"": ""null year"", ""Gas Pipeline"": ""No"", ""Gate Community"": ""No"", ""Price Negotiable"": ""No""}",
https://housing.com/rent/16862688-500-sqft-1-bhk-independent-house-on-rent-in-alambagh-lucknow,https://housing-images.n7net.in/01c16c28/29d1f4afd7e610d2e214368ad43f4108/v0/large/1_bhk_independent_house-for-rent-alambagh_1-Lucknow-others.jpg,[],"Muslim Nagar, Alambagh, Lucknow","{""Security"": ""None"", ""Brokerage"": ""No ChargeAccess Zero Brokerage Properties"", ""Built up area"": ""500 sq.ft"", ""Furnishing"": ""Semi Furnished"", ""Bathrooms"": ""1"", ""Balcony"": ""-"", ""Available from"": ""Available now"", ""Age of property"": ""null year"", ""Gas Pipeline"": ""No"", ""Gate Community"": ""No"", ""Price Negotiable"": ""No""}",
https://housing.com/rent/16919060-1080-sqft-3-bhk-apartment-on-rent-in-sultanpur-road-lucknow,https://img.youtube.com/vi/pTmk1MIxe6E/hqdefault.jpg,[],"Excella Kutumb, Bakkas, Sultanpur Road, Lucknow","{""Project Name"": ""Excella Kutumb"", ""Security"": ""24,000"", ""Brokerage"": ""No ChargeAccess Zero Brokerage Properties"", ""Built up area"": ""1080 sq.ft"", ""Furnishing"": ""Unfurnished"", ""Bathrooms"": ""2"", ""Balcony"": ""-"", ""Available from"": ""Available now"", ""Age of property"": ""1 year"", ""Gas Pipeline"": ""No"", ""Gate Community"": ""No"", ""Price Negotiable"": ""No""}",
https://housing.com/rent/11118260-1100-sqft-2-bhk-independent-house-on-rent-in-mubarakpur-lucknow-v2,https://housing-images.n7net.in/01c16c28/eb1abff1ec8d9324ddb0cbfd9c1fa428/v0/large/2_bhk_independent_house-for-rent-mubarakpur-Lucknow-building_view.jpg,[],"Mubarakpur, Lucknow","{""Security"": ""11,000"", ""Brokerage"": ""No ChargeAccess Zero Brokerage Properties"", ""Built up area"": ""1100 sq.ft"", ""Furnishing"": ""Semi Furnished"", ""Bathrooms"": ""1"", ""Balcony"": ""1"", ""Available from"": ""Available now"", ""Lease type"": ""Family"", ""Age of property"": ""0 year"", ""Gas Pipeline"": ""No"", ""Gate Community"": ""No"", ""Price Negotiable"": ""No""}",
https://housing.com/rent/6106992-2450-sqft-6-bhk-independent-house-on-rent-in-daulatganj-lucknow,https://housing-images.n7net.in/01c16c28/729f04aa1926c7de5743fab8202162e3/v0/large/6_bhk_independent_house-for-rent-daulatganj-Lucknow-hall.jpg,[],"Thakurganj, Daulatganj, Lucknow","{""Security"": ""5 Lacs"", ""Brokerage"": ""No ChargeAccess Zero Brokerage Properties"", ""Maintenance"": ""2,000"", ""Built up area"": ""2450 sq.ft"", ""Furnishing"": ""Semi Furnished"", ""Bathrooms"": ""4"", ""Balcony"": ""3"", ""Available from"": ""Available now"", ""Lease type"": ""Family / Company / Bachelor"", ""Age of property"": ""3 years"", ""Gas Pipeline"": ""No"", ""Gate Community"": ""No"", ""Carpet area"": ""2450 sq.ft"", ""Price Negotiable"": ""No""}",
https://housing.com/rent/12759629-1100-sqft-2-bhk-independent-house-on-rent-in-rajajipuram-lucknow,https://housing-images.n7net.in/01c16c28/b9ced6fbacdd8028b3b8503233148896/v0/large/2_bhk_independent_house-for-rent-rajajipuram-Lucknow-living_room.jpg,[],"Devpur, Rajajipuram, Lucknow","{""Security"": ""36,000"", ""Brokerage"": ""No ChargeAccess Zero Brokerage Properties"", ""Built up area"": ""1100 sq.ft"", ""Furnishing"": ""Semi Furnished"", ""Bathrooms"": ""2"", ""Balcony"": ""-"", ""Available from"": ""Available now"", ""Lease type"": ""Family"", ""Age of property"": ""null year"", ""Gas Pipeline"": ""No"", ""Gate Community"": ""No"", ""Price Negotiable"": ""No""}",
https://housing.com/rent/16950746-1350-sqft-1-rk-independent-floor-on-rent-in-indira-nagar-lucknow,https://housing-images.n7net.in/4f2250e8/c034999a69a74827e2ac0ae517597829/v5/large.jpg,[],"Mayur Residency, Faridi Nagar, Indira Nagar, Lucknow","{""Project Name"": ""Mayur Residency"", ""Security"": ""8,000"", ""Brokerage"": ""No ChargeAccess Zero Brokerage Properties"", ""Maintenance"": ""500"", ""Built up area"": ""1350 sq.ft"", ""Furnishing"": ""Fully Furnished"", ""Bathrooms"": ""1"", ""Balcony"": ""1"", ""Available from"": ""Available now"", ""Lease type"": ""Bachelor"", ""Age of property"": ""null year"", ""Gas Pipeline"": ""No"", ""Gate Community"": ""Yes"", ""Carpet area"": ""1335 sq.ft"", ""Price Negotiable"": ""No""}",
https://housing.com/rent/14789743-1800-sqft-3-bhk-independent-house-on-rent-in-gomti-nagar-lucknow,https://housing-images.n7net.in/01c16c28/1413252b0f1c257abe34da63d4358736/v0/large/3_bhk_independent_house-for-rent-gomti_nagar_1-Lucknow-hall.jpg,[],"Viram Khand 1, Gomti Nagar, Lucknow","{""Security"": ""27,000"", ""Brokerage"": ""No ChargeAccess Zero Brokerage Properties"", ""Maintenance"": ""2,000"", ""Built up area"": ""1800 sq.ft"", ""Furnishing"": ""Unfurnished"", ""Bathrooms"": ""2"", ""Balcony"": ""1"", ""Available from"": ""Available now"", ""Lease type"": ""Family / Company"", ""Age of property"": ""null year"", ""Main entrance facing"": ""East"", ""Gas Pipeline"": ""No"", ""Gate Community"": ""No"", ""Carpet area"": ""1500 sq.ft"", ""Price Negotiable"": ""No""}",
https://housing.com/rent/16858469-1500-sqft-4-bhk-apartment-on-rent-in-krishna-nagar-lucknow,https://housing-images.n7net.in/01c16c28/8d108fd989c76bd4f6ef33dca2ae2bfa/v0/large/4_bhk_apartment-for-rent-krishna_nagar_alambagh-Lucknow-hall.jpg,[],"Krishna Nagar Lucknow, Krishna Nagar, Lucknow","{""Security"": ""25,000"", ""Brokerage"": ""12,500(Negotiable)Access Zero Brokerage Properties"", ""Built up area"": ""1500 sq.ft"", ""Furnishing"": ""Fully Furnished"", ""Bathrooms"": ""3"", ""Balcony"": ""3"", ""Available from"": ""Available now"", ""Floor number"": ""4 of 5 floors"", ""Lease type"": ""Family / Bachelor / Company"", ""Age of property"": ""5 years"", ""Main entrance facing"": ""East"", ""Gas Pipeline"": ""No"", ""Gate Community"": ""No"", ""Carpet area"": ""1350 sq.ft"", ""Price Negotiable"": ""No""}",
https://housing.com/rent/16850600-1792-sqft-4-bhk-independent-floor-on-rent-in-chinhat-lucknow,https://housing-images.n7net.in/01c16c28/557d51608a3603af0679c246922fb871/v1/large/4_bhk_independent_builder_floor-for-rent-chinhat-Lucknow-hall.jpg,[],"Chinhat, Lucknow","{""Security"": ""40,000"", ""Brokerage"": ""No ChargeAccess Zero Brokerage Properties"", ""Built up area"": ""1792 sq.ft"", ""Furnishing"": ""Semi Furnished"", ""Bathrooms"": ""4"", ""Balcony"": ""-"", ""Available from"": ""Available now"", ""Age of property"": ""null year"", ""Gas Pipeline"": ""No"", ""Gate Community"": ""No"", ""Price Negotiable"": ""No""}",
https://housing.com/rent/16940372-600-sqft-2-bhk-independent-house-on-rent-in-bakshi-ka-talab-lucknow,https://housing-images.n7net.in/01c16c28/303e2537e9bb47b78673c550a04474af/v0/large/2_bhk_independent_house-for-rent-bakshi_ka_talab-Lucknow-bedroom_one.jpg,[],"Bakshi Ka Talab, Lucknow","{""Security"": ""None"", ""Brokerage"": ""No ChargeAccess Zero Brokerage Properties"", ""Built up area"": ""600 sq.ft"", ""Furnishing"": ""Unfurnished"", ""Bathrooms"": ""2"", ""Balcony"": ""-"", ""Available from"": ""Available now"", ""Age of property"": ""null year"", ""Gas Pipeline"": ""No"", ""Gate Community"": ""No"", ""Price Negotiable"": ""No""}",
https://housing.com/rent/13804954-880-sqft-2-bhk-independent-floor-on-rent-in-vikas-nagar-lucknow,https://housing-images.n7net.in/01c16c28/364b23c012965580f848d4990a934ad7/v0/large/2_bhk_independent_builder_floor-for-rent-vikas_nagar_lucknow-Lucknow-hall.jpg,[],"Vikas nagar sec 7 near ceamap colony gate no 2, Sector 7, Vikas Nagar, Lucknow","{""Security"": ""12,000"", ""Brokerage"": ""No ChargeAccess Zero Brokerage Properties"", ""Built up area"": ""880 sq.ft"", ""Furnishing"": ""Unfurnished"", ""Bathrooms"": ""2"", ""Balcony"": ""1"", ""Available from"": ""Available now"", ""Floor number"": ""null of 2 floors"", ""Lease type"": ""Family"", ""Age of property"": ""20 years"", ""Gas Pipeline"": ""No"", ""Gate Community"": ""No"", ""Carpet area"": ""880 sq.ft"", ""Price Negotiable"": ""No""}",
https://housing.com/rent/14683279-1100-sqft-3-bhk-apartment-on-rent-in-kalyanpur-(west)-lucknow,https://housing-images.n7net.in/01c16c28/53d285d4d324cbd66221d98626c788ce/v0/large/3_bhk_apartment-for-rent-kalyanpur_west-Lucknow-bedroom.jpg,[],"SM construction, Kalyanpur (West), Lucknow","{""Security"": ""13,000"", ""Brokerage"": ""No ChargeAccess Zero Brokerage Properties"", ""Built up area"": ""1100 sq.ft"", ""Furnishing"": ""Semi Furnished"", ""Bathrooms"": ""2"", ""Balcony"": ""1"", ""Available from"": ""Available now"", ""Floor number"": ""1 of 2 floors"", ""Lease type"": ""Family"", ""Age of property"": ""2 years"", ""Main entrance facing"": ""East"", ""Gas Pipeline"": ""No"", ""Gate Community"": ""Yes"", ""Price Negotiable"": ""No""}",
https://housing.com/rent/7180373-1600-sqft-2-bhk-independent-house-on-rent-in-ashiyana-lucknow,https://housing-images.n7net.in/01c16c28/e8cebd80ad6f73b18cfe322b764446dc/v0/large/2_bhk_independent_house-for-rent-ashiyana-Lucknow-hall.jpg,[],"Ashiyana, Lucknow","{""Security"": ""14,000"", ""Brokerage"": ""No ChargeAccess Zero Brokerage Properties"", ""Maintenance"": ""100"", ""Built up area"": ""1600 sq.ft"", ""Furnishing"": ""Semi Furnished"", ""Bathrooms"": ""2"", ""Balcony"": ""2"", ""Available from"": ""Available now"", ""Lease type"": ""Family / Company / Bachelor"", ""Age of property"": ""6 years"", ""Gas Pipeline"": ""No"", ""Gate Community"": ""No"", ""Carpet area"": ""1450 sq.ft"", ""Price Negotiable"": ""No""}",
https://housing.com/rent/14177163-1250-sqft-2-bhk-independent-house-on-rent-in-gomti-nagar-lucknow-v2,https://housing-images.n7net.in/01c16c28/304f79e87d62f43cd9c97293c2c1f772/v0/large/2_bhk_independent_house-for-rent-gomti_nagar_1-Lucknow-hall.jpg,[],"Viraj Khand, Gomti Nagar, Lucknow","{""Security"": ""30,000"", ""Brokerage"": ""No ChargeAccess Zero Brokerage Properties"", ""Built up area"": ""1250 sq.ft"", ""Furnishing"": ""Fully Furnished"", ""Bathrooms"": ""2"", ""Balcony"": ""-"", ""Available from"": ""Available now"", ""Lease type"": ""Family"", ""Age of property"": ""null year"", ""Main entrance facing"": ""North"", ""Gas Pipeline"": ""No"", ""Gate Community"": ""No"", ""Price Negotiable"": ""No""}",
https://housing.com/rent/16950522-1200-sqft-2-bhk-independent-house-on-rent-in-jankipuram-extension-lucknow,https://housing-images.n7net.in/01c16c28/03ec14463ec1bfef5c80acc51d12bcc8/v0/large/2_bhk_independent_house-for-rent-jankipuram_extension-Lucknow-hall.jpg,[],"Sector-6, Jankipuram Extension, Lucknow","{""Security"": ""12,000"", ""Brokerage"": ""No ChargeAccess Zero Brokerage Properties"", ""Built up area"": ""1200 sq.ft"", ""Furnishing"": ""Semi Furnished"", ""Bathrooms"": ""2"", ""Balcony"": ""2"", ""Available from"": ""Available now"", ""Lease type"": ""Family / Bachelor / Company"", ""Age of property"": ""null year"", ""Main entrance facing"": ""East"", ""Gas Pipeline"": ""No"", ""Gate Community"": ""Yes"", ""Carpet area"": ""1105 sq.ft"", ""Price Negotiable"": ""No""}",
https://housing.com/rent/16945452-800-sqft-1.5-bhk-independent-house-on-rent-in-gomti-nagar-lucknow,https://housing-images.n7net.in/01c16c28/e6d0fb040d1737e09288ca6e721d1b2c/v0/large/1.5_bhk_independent_house-for-rent-gomti_nagar_1-Lucknow-hall.jpg,[],"Viram khand, Viram Khand-2, Gomti Nagar, Lucknow","{""Security"": ""12,000"", ""Brokerage"": ""No ChargeAccess Zero Brokerage Properties"", ""Built up area"": ""800 sq.ft"", ""Furnishing"": ""Semi Furnished"", ""Bathrooms"": ""2"", ""Balcony"": ""-"", ""Available from"": ""Available now"", ""Age of property"": ""null year"", ""Gas Pipeline"": ""No"", ""Gate Community"": ""No"", ""Price Negotiable"": ""No""}",
https://housing.com/rent/16884300-994-sqft-3-bhk-apartment-on-rent-in-gomti-nagar-lucknow,https://housing-images.n7net.in/01c16c28/07f218a0279b30cd5c5c908a4747460a/v0/large/3_bhk_apartment-for-rent-gomti_nagar_1-Lucknow-hall.jpg,[],"Omaxe The Palace, Gomti Nagar, Lucknow","{""Project Name"": ""Omaxe The Palace"", ""Security"": ""1 Lac"", ""Brokerage"": ""No ChargeAccess Zero Brokerage Properties"", ""Built up area"": ""994 sq.ft"", ""Furnishing"": ""Fully Furnished"", ""Bathrooms"": ""3"", ""Balcony"": ""-"", ""Available from"": ""Available now"", ""Age of property"": ""1 year"", ""Gas Pipeline"": ""No"", ""Gate Community"": ""No"", ""Carpet area"": ""994 sq.ft"", ""Price Negotiable"": ""No""}",
https://housing.com/rent/13286166-1500-sqft-2-bhk-independent-floor-on-rent-in-south-city-lucknow-v2,https://housing-images.n7net.in/01c16c28/c2d3881174f23ae7527728b94bbd8c26/v0/large/2_bhk_independent_builder_floor-for-rent-south_city_lucknow-Lucknow-living_room.jpg,[],"South City, Lucknow","{""Security"": ""30,000"", ""Brokerage"": ""No ChargeAccess Zero Brokerage Properties"", ""Built up area"": ""1500 sq.ft"", ""Furnishing"": ""Unfurnished"", ""Bathrooms"": ""2"", ""Balcony"": ""1"", ""Available from"": ""Available now"", ""Lease type"": ""Family"", ""Age of property"": ""null year"", ""Main entrance facing"": ""South"", ""Gas Pipeline"": ""No"", ""Gate Community"": ""No"", ""Carpet area"": ""1200 sq.ft"", ""Price Negotiable"": ""No""}",
https://housing.com/rent/6373814-1600-sqft-4-bhk-independent-floor-on-rent-in-lda-colony-lucknow,https://housing-images.n7net.in/01c16c28/8afd333981a7efbd855167ff3662147c/v0/large/4_bhk_independent_builder_floor-for-rent-lda_colony_lucknow-Lucknow-hall.jpg,[],"Sector H, LDA Colony, Lucknow","{""Security"": ""17,000"", ""Brokerage"": ""No ChargeAccess Zero Brokerage Properties"", ""Built up area"": ""1600 sq.ft"", ""Furnishing"": ""Unfurnished"", ""Bathrooms"": ""1"", ""Balcony"": ""2"", ""Available from"": ""Available now"", ""Floor number"": ""2 of 3 floors"", ""Lease type"": ""Family"", ""Age of property"": ""5 years"", ""Main entrance facing"": ""North-East"", ""Gas Pipeline"": ""No"", ""Gate Community"": ""No"", ""Carpet area"": ""1500 sq.ft"", ""Price Negotiable"": ""No""}",
https://housing.com/rent/9495732-1250-sqft-3-bhk-independent-floor-on-rent-in-indira-nagar-lucknow-v2,https://housing-images.n7net.in/01c16c28/22ebe25104c45bc6dfec465edf843341/v0/large/3_bhk_independent_builder_floor-for-rent-indira_nagar_5-Lucknow-hall.jpg,[],"Manas Enclave , Sector 16, Indira Nagar, Lucknow","{""Security"": ""6,000"", ""Brokerage"": ""No ChargeAccess Zero Brokerage Properties"", ""Maintenance"": ""100"", ""Built up area"": ""1250 sq.ft"", ""Furnishing"": ""Semi Furnished"", ""Bathrooms"": ""2"", ""Balcony"": ""1"", ""Available from"": ""Available now"", ""Floor number"": ""1 of 2 floors"", ""Lease type"": ""Family / Bachelor"", ""Age of property"": ""1 year"", ""Gas Pipeline"": ""No"", ""Gate Community"": ""No"", ""Price Negotiable"": ""No""}",
https://housing.com/rent/16843730-1090-sqft-3-bhk-apartment-on-rent-in-jankipuram-lucknow,https://img.youtube.com/vi/kKSa8Aq_-RM/hqdefault.jpg,[],"Oro Elements, Jankipuram, Lucknow","{""Project Name"": ""Oro Elements"", ""Security"": ""18,000"", ""Brokerage"": ""No ChargeAccess Zero Brokerage Properties"", ""Built up area"": ""1090 sq.ft"", ""Furnishing"": ""Semi Furnished"", ""Bathrooms"": ""3"", ""Balcony"": ""4"", ""Available from"": ""Available now"", ""Floor number"": ""11 of 12 floors"", ""Lease type"": ""Family / Company"", ""Age of property"": ""null year"", ""Gas Pipeline"": ""No"", ""Gate Community"": ""No"", ""Carpet area"": ""700 sq.ft"", ""Price Negotiable"": ""No""}",
https://housing.com/rent/16846371-1200-sqft-1.5-bhk-independent-floor-on-rent-in-indira-nagar-lucknow,https://housing-images.n7net.in/01c16c28/50dc8974826c0094ff4ca88eff5bcac1/v0/large/1.5_bhk_independent_builder_floor-for-rent-indira_nagar_5-Lucknow-hall.jpg,[],"Indira Nagar Lucknow Munshi puliya And bhootnath Metro station ke ass pass, Faridi Nagar, Indira Nagar, Lucknow","{""Security"": ""13,000"", ""Brokerage"": ""6,500(Negotiable)Access Zero Brokerage Properties"", ""Maintenance"": ""100"", ""Built up area"": ""1200 sq.ft"", ""Furnishing"": ""Semi Furnished"", ""Bathrooms"": ""1"", ""Balcony"": ""1"", ""Available from"": ""Available now"", ""Floor number"": ""1 of 2 floors"", ""Lease type"": ""Family / Bachelor / Company"", ""Age of property"": ""5 years"", ""Main entrance facing"": ""East"", ""Gas Pipeline"": ""No"", ""Gate Community"": ""No"", ""Carpet area"": ""1000 sq.ft"", ""Price Negotiable"": ""No""}",
https://housing.com/rent/16847346-2200-sqft-2.5-bhk-independent-floor-on-rent-in-indira-nagar-lucknow,https://housing-images.n7net.in/01c16c28/0cf3ff3fce23e41efae2d9f5dbd603e8/v0/large/2.5_bhk_independent_builder_floor-for-rent-indira_nagar_5-Lucknow-hall.jpg,[],"Faridi Nagar, Indira Nagar, Lucknow","{""Security"": ""18,000"", ""Brokerage"": ""9,000(Negotiable)Access Zero Brokerage Properties"", ""Maintenance"": ""100"", ""Built up area"": ""2200 sq.ft"", ""Furnishing"": ""Semi Furnished"", ""Bathrooms"": ""2"", ""Balcony"": ""No Balcony"", ""Available from"": ""Available now"", ""Floor number"": ""Ground Floor of 2 floors"", ""Lease type"": ""Family"", ""Age of property"": ""8 years"", ""Main entrance facing"": ""East"", ""Gas Pipeline"": ""No"", ""Gate Community"": ""No"", ""Carpet area"": ""2000 sq.ft"", ""Price Negotiable"": ""No""}",
https://housing.com/rent/16847556-1300-sqft-2-bhk-independent-floor-on-rent-in-jankipuram-vistar-lucknow,https://housing-images.n7net.in/01c16c28/78af3dd7d3bf508619c065b58b890886/v0/large/2_bhk_independent_builder_floor-for-rent-jankipuram_extension-Lucknow-hall.jpg,[],"Jankipuram Extension, Lucknow","{""Security"": ""None"", ""Brokerage"": ""No ChargeAccess Zero Brokerage Properties"", ""Built up area"": ""1300 sq.ft"", ""Furnishing"": ""Semi Furnished"", ""Bathrooms"": ""2"", ""Balcony"": ""No Balcony"", ""Available from"": ""Available now"", ""Floor number"": ""Ground Floor of 3 floors"", ""Lease type"": ""Family"", ""Age of property"": ""9 years"", ""Main entrance facing"": ""West"", ""Gas Pipeline"": ""No"", ""Gate Community"": ""No"", ""Carpet area"": ""1299 sq.ft"", ""Price Negotiable"": ""No""}",
https://housing.com/rent/16844940-400-sqft-2-bhk-independent-house-on-rent-in-jankipuram-lucknow,https://housing-images.n7net.in/01c16c28/7a8c703081c2e169b6ea8434af8c930e/v0/large/2_bhk_independent_house-for-rent-jankipuram-Lucknow-bedroom.jpg,[],"Janki Vihar Colony, Jankipuram, Lucknow","{""Security"": ""None"", ""Brokerage"": ""No ChargeAccess Zero Brokerage Properties"", ""Built up area"": ""400 sq.ft"", ""Furnishing"": ""Semi Furnished"", ""Bathrooms"": ""1"", ""Balcony"": ""1"", ""Available from"": ""Available now"", ""Lease type"": ""Family"", ""Age of property"": ""null year"", ""Main entrance facing"": ""East"", ""Gas Pipeline"": ""No"", ""Gate Community"": ""No"", ""Price Negotiable"": ""No""}",
https://housing.com/rent/16860182-1500-sqft-1.5-bhk-independent-floor-on-rent-in-indira-nagar-lucknow,https://housing-images.n7net.in/01c16c28/7d3e5f9f124bf0190d1732e1abdc457c/v0/large/1.5_bhk_independent_builder_floor-for-rent-indira_nagar_5-Lucknow-balcony.jpg,[],"Munshi puliya, Faridi Nagar, Indira Nagar, Lucknow","{""Security"": ""11,000"", ""Brokerage"": ""5,500(Negotiable)Access Zero Brokerage Properties"", ""Built up area"": ""1500 sq.ft"", ""Furnishing"": ""Semi Furnished"", ""Bathrooms"": ""2"", ""Balcony"": ""1"", ""Available from"": ""Available now"", ""Floor number"": ""1 of 2 floors"", ""Lease type"": ""Family / Bachelor / Company"", ""Age of property"": ""5 years"", ""Main entrance facing"": ""North"", ""Gas Pipeline"": ""No"", ""Gate Community"": ""No"", ""Carpet area"": ""1200 sq.ft"", ""Price Negotiable"": ""No""}",
https://housing.com/rent/16926522-1000-sqft-2-bhk-independent-house-on-rent-in-adil-nagar-lucknow,https://housing-images.n7net.in/01c16c28/20183a58177b9bf1e1d7404288d2250e/v0/large/2_bhk_independent_house-for-rent-adil_nagar-Lucknow-bedroom.jpg,[],"Adil Nagar, Lucknow","{""Security"": ""19,000"", ""Brokerage"": ""No ChargeAccess Zero Brokerage Properties"", ""Built up area"": ""1000 sq.ft"", ""Furnishing"": ""Unfurnished"", ""Bathrooms"": ""2"", ""Balcony"": ""-"", ""Available from"": ""Available now"", ""Age of property"": ""null year"", ""Gas Pipeline"": ""No"", ""Gate Community"": ""No"", ""Price Negotiable"": ""No""}",
https://housing.com/rent/16602086-950-sqft-2-bhk-independent-house-on-rent-in-fazullaganj-lucknow,https://housing-images.n7net.in/01c16c28/d75e623c6492f30d2a2eee9eb7b6fad9/v0/large/2_bhk_independent_house-for-rent-fazullaganj-Lucknow-living_room.jpg,[],"Keshav Nagar, Fazullaganj, Lucknow","{""Security"": ""14,000"", ""Brokerage"": ""No ChargeAccess Zero Brokerage Properties"", ""Built up area"": ""950 sq.ft"", ""Furnishing"": ""Unfurnished"", ""Bathrooms"": ""2"", ""Balcony"": ""-"", ""Available from"": ""May, 2025"", ""Age of property"": ""null year"", ""Gas Pipeline"": ""No"", ""Gate Community"": ""No"", ""Price Negotiable"": ""No""}",
https://housing.com/rent/12856944-1600-sqft-2-bhk-independent-house-on-rent-in-para-lucknow-v2,https://housing-images.n7net.in/01c16c28/220ef919767a63e670f2263313217dc2/v0/large/2_bhk_independent_house-for-rent-para_1-Lucknow-hall.jpg,[],"Para, Lucknow","{""Security"": ""32,000"", ""Brokerage"": ""No ChargeAccess Zero Brokerage Properties"", ""Built up area"": ""1600 sq.ft"", ""Furnishing"": ""Semi Furnished"", ""Bathrooms"": ""2"", ""Balcony"": ""1"", ""Available from"": ""Available now"", ""Lease type"": ""Family"", ""Age of property"": ""0 year"", ""Main entrance facing"": ""East"", ""Gas Pipeline"": ""No"", ""Gate Community"": ""Yes"", ""Price Negotiable"": ""No""}",
https://housing.com/rent/5886634-1488-sqft-3-bhk-apartment-on-rent-in-arjunganj-lucknow-2,https://housing-images.n7net.in/01c16c28/2f0223e5a26f0f0d3177fa2787b77c47/v0/large/3_bhk_apartment-for-rent-arjunganj-Lucknow-hall.jpg,[],"Omaxe Residency, Arjunganj, Lucknow","{""Project Name"": ""Omaxe Residency"", ""Security"": ""22,000"", ""Brokerage"": ""No ChargeAccess Zero Brokerage Properties"", ""Maintenance"": ""3,000"", ""Built up area"": ""1488 sq.ft"", ""Furnishing"": ""Semi Furnished"", ""Bathrooms"": ""3"", ""Balcony"": ""3"", ""Available from"": ""Available now"", ""Floor number"": ""11 of 12 floors"", ""Lease type"": ""Family / Company"", ""Age of property"": ""5 years"", ""Gas Pipeline"": ""No"", ""Gate Community"": ""No"", ""Carpet area"": ""1350 sq.ft"", ""Price Negotiable"": ""No""}",
https://housing.com/rent/13943863-700-sqft-2-bhk-independent-floor-on-rent-in-krishna-nagar-lucknow,https://housing-images.n7net.in/01c16c28/45cf47797911de22cbf3857f26bda0c6/v0/large/2_bhk_independent_builder_floor-for-rent-krishna_nagar_alambagh-Lucknow-hall.jpg,[],"Krishna Nagar, Lucknow","{""Security"": ""16,000"", ""Brokerage"": ""No ChargeAccess Zero Brokerage Properties"", ""Maintenance"": ""200"", ""Built up area"": ""700 sq.ft"", ""Furnishing"": ""Semi Furnished"", ""Bathrooms"": ""1"", ""Balcony"": ""1"", ""Available from"": ""Available now"", ""Lease type"": ""Family / Company / Bachelor"", ""Age of property"": ""null year"", ""Main entrance facing"": ""East"", ""Gas Pipeline"": ""No"", ""Gate Community"": ""No"", ""Price Negotiable"": ""No""}",
https://housing.com/rent/13892804-600-sqft-2-bhk-independent-house-on-rent-in-alambagh-lucknow,https://housing-images.n7net.in/01c16c28/940fbb6faa9aff07b97f4177a980e92c/v0/large/2_bhk_independent_house-for-rent-alambagh_1-Lucknow-hall.jpg,[],"Manak Nagar, Alambagh, Lucknow","{""Security"": ""14,000"", ""Brokerage"": ""No ChargeAccess Zero Brokerage Properties"", ""Built up area"": ""600 sq.ft"", ""Furnishing"": ""Unfurnished"", ""Bathrooms"": ""1"", ""Balcony"": ""1"", ""Available from"": ""Available now"", ""Lease type"": ""Family / Bachelor / Company"", ""Age of property"": ""2 years"", ""Main entrance facing"": ""East"", ""Gas Pipeline"": ""No"", ""Gate Community"": ""No"", ""Carpet area"": ""15 sq.ft"", ""Price Negotiable"": ""No""}",
https://housing.com/rent/14648256-1000-sqft-3-bhk-independent-house-on-rent-in-anora-kala-lucknow,https://housing-images.n7net.in/01c16c28/35aa2a7ee8d58d174d6484663719df4a/v0/large/3_bhk_independent_house-for-rent-anora_kala-Lucknow-hall.jpg,[],"Mayfair Villas, Anora Kala, Lucknow","{""Project Name"": ""Mayfair Villas"", ""Security"": ""60,000"", ""Brokerage"": ""No ChargeAccess Zero Brokerage Properties"", ""Built up area"": ""1000 sq.ft"", ""Furnishing"": ""Unfurnished"", ""Bathrooms"": ""3"", ""Balcony"": ""1"", ""Available from"": ""Available now"", ""Lease type"": ""Family"", ""Age of property"": ""0 year"", ""Main entrance facing"": ""North"", ""Gas Pipeline"": ""No"", ""Gate Community"": ""Yes"", ""Carpet area"": ""900 sq.ft"", ""Price Negotiable"": ""No""}",
