title,link,subtitle,price,area,property_details,city,location,first_image_url,latitude,longitude,price_per_sqft
2 BHK Independent House for rent in Arjunganj,,Not Found,10000,750.0,Un-furnished,Lucknow,Arjunganj,https://housing-images.n7net.in/01c16c28/404687d7bb50b00b24d5bb22df64d94f/v0/large/2_bhk_independent_house-for-rent-arjunganj-Lucknow-hall.jpg,26.8090913,80.9899168,13.333333333333334
2 BHK Independent Builder Floor for rent in Omaxe City,,Not Found,15000,1500.0,Semi furnished,Lucknow,Omaxe City,https://housing-images.n7net.in/01c16c28/258943cb27c3fe4ff04c0cb72fe38b0f/v0/large/2_bhk_independent_builder_floor-for-rent-omaxe_city_lucknow-Lucknow-hall.jpg,,,10.0
2.5 BHK Independent Builder Floor for rent in Baraulikhalilabad,,Kahlon Sehkari Awas Samiti Garden City II,14000,1500.0,Semi furnished,Lucknow,Baraulikhalilabad,https://housing-images.n7net.in/01c16c28/7d9b14611d6cd9306ef7aa99ce2d7e1a/v0/large/2.5_bhk_independent_builder_floor-for-rent-baraulikhalilabad-Lucknow-bedroom.jpg,,,9.333333333333334
3 BHK Independent Builder Floor for rent in Ashiyana,,Not Found,18500,2000.0,Semi furnished,Lucknow,Ashiyana,https://housing-images.n7net.in/01c16c28/1bf935af81a55a08caa1daab736ea6c5/v0/large/3_bhk_independent_builder_floor-for-rent-ashiyana-Lucknow-hall.jpg,26.8668883,80.9106565,9.25
3 BHK Flat for rent in Vrindavan Yojana,,AWHO Vay Sector 8B G,24000,1000.0,Un-furnished,Lucknow,Vrindavan Yojana,https://housing-images.n7net.in/01c16c28/0c98cc1fac809d151ae61583b3725945/v0/large/3_bhk_apartment-for-rent-vrindavan_yojna-Lucknow-hall.jpg,,,24.0
3 BHK Independent House for rent in Ashiyana,,Not Found,25000,3000.0,Semi furnished,Lucknow,Ashiyana,https://housing-images.n7net.in/01c16c28/3da14e6c492ac2d326b3de998da40556/v0/large/3_bhk_independent_house-for-rent-ashiyana-Lucknow-hall.jpg,26.8668883,80.9106565,8.333333333333334
1 BHK Independent Builder Floor for rent in Gomti Nagar,,Not Found,11000,800.0,Fully furnished,Lucknow,Gomti Nagar,https://housing-images.n7net.in/01c16c28/2c964282b3675fb9c397a589dcc00dd0/v0/large/1_bhk_independent_builder_floor-for-rent-gomti_nagar_1-Lucknow-hall.jpg,26.8605833,81.0029055,13.75
3 BHK Flat for rent in Vrindavan Yojana,,Not Found,24000,910.0,Semi furnished,Lucknow,Vrindavan Yojana,https://housing-images.n7net.in/01c16c28/2b9ad190ac446f5d558c6cccf9d01e86/v1/large/3_bhk_apartment-for-rent-vrindavan_yojna-Lucknow-hall.jpg,,,26.373626373626372
2 BHK Independent Builder Floor for rent in Amrai Gaon,,Not Found,8500,600.0,Fully furnished,Lucknow,Amrai Gaon,https://housing-images.n7net.in/01c16c28/01bd152cd5eedbda2c984a9819da71e1/v0/large/2_bhk_independent_builder_floor-for-rent-amrai_gaon-Lucknow-bedroom.jpg,,,14.166666666666666
1 BHK Independent House for rent in Amausi,,Not Found,8500,550.0,Semi furnished,Lucknow,Amausi,https://housing-images.n7net.in/01c16c28/6d008636df92127f44e9ebbabbb358ac/v0/large/1_bhk_independent_house-for-rent-amausi-Lucknow-hall.jpg,26.7742875,80.8414257,15.454545454545455
3 BHK Flat for rent in Baraulikhalilabad,,UPAVP Kailash Enclave,12000,1200.0,Semi furnished,Lucknow,Baraulikhalilabad,https://housing-images.n7net.in/01c16c28/bbc4b4efe9bd333e40c2c680b57ec168/v0/large/3_bhk_apartment-for-rent-baraulikhalilabad-Lucknow-kitchen.jpg,,,10.0
3 BHK Flat for rent in Ahmamau,,Paarth Aadyant,22500,1500.0,Semi furnished,Lucknow,Ahmamau,https://img.youtube.com/vi/uKFLmiYLl00/hqdefault.jpg,26.8010161,81.004746,15.0
3 BHK Flat for rent in Vrindavan Yojana,,Eldeco Saubhagyam Phase 2,45000,1540.0,Fully furnished,Lucknow,Vrindavan Yojana,https://housing-images.n7net.in/01c16c28/6ed8d9942db3e47e4f3b719214082835/v0/large/3_bhk_apartment-for-rent-vrindavan_yojna-Lucknow-bedroom.jpg,,,29.22077922077922
2 BHK Flat for rent in Vrindavan Yojana,,Tejas Greenberry Signatures,16000,796.0,Semi furnished,Lucknow,Vrindavan Yojana,https://housing-images.n7net.in/01c16c28/0a2d77308e323f69adbb7c6b454c5149/v0/large/2_bhk_apartment-for-rent-vrindavan_yojna-Lucknow-hall.jpg,,,20.100502512562816
3 BHK Independent Builder Floor for rent in LDA Colony,,Not Found,16000,1400.0,Un-furnished,Lucknow,LDA Colony,https://housing-images.n7net.in/01c16c28/3672fc87325eb0234abbe838960d2862/v0/large/3_bhk_independent_builder_floor-for-rent-lda_colony_lucknow-Lucknow-living_room.jpg,26.7845433,80.8905154,11.428571428571429
2 BHK Flat for rent in Jankipuram,,Not Found,16000,1147.0,Fully furnished,Lucknow,Jankipuram,https://housing-images.n7net.in/01c16c28/6aaaf9c8548ccc4868ccc8a85b28545a/v0/large/2_bhk_apartment-for-rent-jankipuram-Lucknow-hall.jpg,26.9326839,80.9396394,13.949433304272015
3 BHK Flat for rent in Jankipuram,,Not Found,20000,1595.0,Fully furnished,Lucknow,Jankipuram,https://housing-images.n7net.in/01c16c28/6aaaf9c8548ccc4868ccc8a85b28545a/v0/large/3_bhk_apartment-for-rent-jankipuram-Lucknow-hall.jpg,,,12.539184952978056
3 BHK Flat for rent in Vrindavan Yojana,,Gandharva Imperial Crest,22000,1840.0,Semi furnished,Lucknow,Vrindavan Yojana,https://housing-images.n7net.in/4f2250e8/5d49665755256c08103435a10e76b2dd/v5/large.jpg,,,11.956521739130435
2 BHK Independent Builder Floor for rent in Vrindavan Yojana,,Not Found,14000,1350.0,Un-furnished,Lucknow,Vrindavan Yojana,https://housing-images.n7net.in/01c16c28/53f420fb324c5f2f8beccf80a2c4f1df/v0/large/2_bhk_independent_builder_floor-for-rent-vrindavan_yojna-Lucknow-others.jpg,,,10.37037037037037
3 BHK Independent Builder Floor for rent in Ashiyana,,Not Found,19500,2475.0,Semi furnished,Lucknow,Ashiyana,https://housing-images.n7net.in/01c16c28/7ac642190042843a7b5142fb09ea842c/v0/large/3_bhk_independent_builder_floor-for-rent-ashiyana-Lucknow-hall.jpg,26.8668883,80.9106565,7.878787878787879
1 BHK Independent Builder Floor for rent in Ashiyana,,Not Found,16000,1000.0,Semi furnished,Lucknow,Ashiyana,https://housing-images.n7net.in/01c16c28/577e9f47c404503f69f79fc3c74c62ff/v0/large/1_bhk_independent_builder_floor-for-rent-ashiyana-Lucknow-bedroom.jpg,26.8668883,80.9106565,16.0
3 BHK Independent Builder Floor for rent in Ashiyana,,Not Found,21500,3000.0,Semi furnished,Lucknow,Ashiyana,https://housing-images.n7net.in/01c16c28/04beb700beac751834b0086253308d15/v0/large/3_bhk_independent_builder_floor-for-rent-ashiyana-Lucknow-hall.jpg,26.8668883,80.9106565,7.166666666666667
2 BHK Independent Builder Floor for rent in Ashiyana,,Not Found,16200,2000.0,Semi furnished,Lucknow,Ashiyana,https://housing-images.n7net.in/01c16c28/487b9148e66739f6feb1fc9191262c93/v0/large/2_bhk_independent_builder_floor-for-rent-ashiyana-Lucknow-bedroom.jpg,26.8668883,80.9106565,8.1
3 BHK Independent Builder Floor for rent in Ashiyana,,Not Found,21000,2500.0,Semi furnished,Lucknow,Ashiyana,https://housing-images.n7net.in/01c16c28/0d5c0efa83def6c7f272ceafa4b0561e/v0/large/3_bhk_independent_builder_floor-for-rent-ashiyana-Lucknow-hall.jpg,26.8668883,80.9106565,8.4
2 BHK Flat for rent in Vrindavan Yojana,,AWHO Vay Sector 8B G,17000,1240.0,Semi furnished,Lucknow,Vrindavan Yojana,https://housing-images.n7net.in/01c16c28/37dac7995a30cfe1e5d2971355b64f80/v0/large/2_bhk_apartment-for-rent-vrindavan_yojna-Lucknow-hall.jpg,,,13.709677419354838
2 BHK Independent Builder Floor for rent in Ashiyana,,Not Found,17000,2000.0,Semi furnished,Lucknow,Ashiyana,https://housing-images.n7net.in/01c16c28/70097e47d14d1c0e488b4325ac1d4298/v0/large/2_bhk_independent_builder_floor-for-rent-ashiyana-Lucknow-hall.jpg,26.8668883,80.9106565,8.5
2 BHK Independent Builder Floor for rent in Vrindavan Yojana,,Not Found,26000,2000.0,Semi furnished,Lucknow,Vrindavan Yojana,https://housing-images.n7net.in/01c16c28/d93922694182a54d940edc6ddbd9fcc6/v0/large/2_bhk_independent_builder_floor-for-rent-vrindavan_yojna-Lucknow-others.jpg,,,13.0
2 BHK Independent Builder Floor for rent in Vrindavan Yojana,,Not Found,25000,2000.0,Un-furnished,Lucknow,Vrindavan Yojana,https://housing-images.n7net.in/01c16c28/3e8f7929338dce2602b446013d98a275/v0/large/2_bhk_independent_builder_floor-for-rent-vrindavan_yojna-Lucknow-others.jpg,,,12.5
2 BHK Independent Builder Floor for rent in Ashiyana,,Not Found,25000,2000.0,Semi furnished,Lucknow,Ashiyana,https://housing-images.n7net.in/01c16c28/d42c4123df69e6713e7e28fb506d995d/v0/large/2_bhk_independent_builder_floor-for-rent-ashiyana-Lucknow-hall.jpg,26.8668883,80.9106565,12.5
2 BHK Independent Builder Floor for rent in Ashiyana,,Not Found,15000,1200.0,Semi furnished,Lucknow,Ashiyana,https://housing-images.n7net.in/01c16c28/4eaf5645cd960215210541e6e8a77009/v0/large/2_bhk_independent_builder_floor-for-rent-ashiyana-Lucknow-hall.jpg,26.8668883,80.9106565,12.5
2 BHK Independent House for rent in Vrindavan Yojana,,Not Found,16000,1200.0,Un-furnished,Lucknow,Vrindavan Yojana,https://housing-images.n7net.in/01c16c28/2d11497584426c59fbce55ee7ac4d535/v0/large/2_bhk_independent_house-for-rent-vrindavan_yojna-Lucknow-hall.jpg,,,13.333333333333334
2 BHK Independent Builder Floor for rent in Vrindavan Yojana,,Not Found,10000,1000.0,Semi furnished,Lucknow,Vrindavan Yojana,https://housing-images.n7net.in/01c16c28/0d872c4579cc8446d818089234e967e0/v0/large/2_bhk_independent_builder_floor-for-rent-vrindavan_yojna-Lucknow-hall.jpg,,,10.0
1 RK Independent House for rent in Bhitauli,,Not Found,3500,2100.0,Un-furnished,Lucknow,Bhitauli,https://housing-images.n7net.in/01c16c28/ed9227acbc3c585f5a7b818c62c7e00d/v0/large/1_rk_independent_house-for-rent-bhitauli-Lucknow-hall.jpg,26.9330713,80.9344416,1.6666666666666667
3 BHK Flat for rent in Vrindavan Yojana,,Azeagaia Azea Botanica,25000,1600.0,Un-furnished,Lucknow,Vrindavan Yojana,https://img.youtube.com/vi/5SxoDxdWoZE/hqdefault.jpg,,,15.625
2 BHK Independent Builder Floor for rent in Indira Nagar,,Not Found,13000,900.0,Un-furnished,Lucknow,Indira Nagar,https://housing-images.n7net.in/01c16c28/4739c03cccef817f0acd947dab50925c/v0/large/2_bhk_independent_builder_floor-for-rent-indira_nagar_5-Lucknow-hall.jpg,26.8823182,80.9900344,14.444444444444445
2 BHK Independent Builder Floor for rent in Vrindavan Yojana,,Not Found,25000,2000.0,Un-furnished,Lucknow,Vrindavan Yojana,https://housing-images.n7net.in/01c16c28/68795325e24de639fdd07049d1072c2d/v0/large/2_bhk_independent_builder_floor-for-rent-vrindavan_yojna-Lucknow-others.jpg,,,12.5
2 BHK Independent House for rent in Vrindavan Yojana,,Not Found,25000,2100.0,Un-furnished,Lucknow,Vrindavan Yojana,https://housing-images.n7net.in/01c16c28/3ba734c1194862b6a063fbb65782109a/v0/large/2_bhk_independent_house-for-rent-vrindavan_yojna-Lucknow-hall.jpg,,,11.904761904761905
3 BHK Independent House for rent in Vrindavan Yojana,,Not Found,18000,2000.0,Un-furnished,Lucknow,Vrindavan Yojana,https://housing-images.n7net.in/01c16c28/17fc49fd2c1cc121dc5c60399f7af1cf/v0/large/3_bhk_independent_house-for-rent-vrindavan_yojna-Lucknow-hall.jpg,,,9.0
2 BHK Independent Builder Floor for rent in Sharda Nagar,,Not Found,11000,800.0,Semi furnished,Lucknow,Sharda Nagar,https://housing-images.n7net.in/01c16c28/2c69461601f8d502ced931e1475c5e46/v0/large/2_bhk_independent_builder_floor-for-rent-sharda_nagar_lucknow-Lucknow-hall.jpg,,,13.75
2 BHK Independent Builder Floor for rent in Ashiyana,,Not Found,16000,2000.0,Semi furnished,Lucknow,Ashiyana,https://housing-images.n7net.in/01c16c28/0837701e8032b89ef1981cd8687ed3ec/v0/large/2_bhk_independent_builder_floor-for-rent-ashiyana-Lucknow-hall.jpg,26.8668883,80.9106565,8.0
2 BHK Independent Builder Floor for rent in Ashiyana,,Not Found,20000,2000.0,Fully furnished,Lucknow,Ashiyana,https://housing-images.n7net.in/01c16c28/0837701e8032b89ef1981cd8687ed3ec/v0/large/2_bhk_independent_builder_floor-for-rent-ashiyana-Lucknow-hall.jpg,26.8668883,80.9106565,10.0
1 BHK Independent Builder Floor for rent in Ashiyana,,Not Found,10500,1400.0,Fully furnished,Lucknow,Ashiyana,https://housing-images.n7net.in/01c16c28/b7951b3ca4657dfda6aed3aa0ace77d3/v0/large/1_bhk_independent_builder_floor-for-rent-ashiyana-Lucknow-hall.jpg,,,7.5
3 BHK Independent House for rent in Vrindavan Yojana,,Not Found,27000,4000.0,Semi furnished,Lucknow,Vrindavan Yojana,https://housing-images.n7net.in/01c16c28/c638f10e85bebc89436070b9917f0ff2/v0/large/3_bhk_independent_house-for-rent-vrindavan_yojna-Lucknow-hall.jpg,,,6.75
2 BHK Independent House for rent in Vrindavan Yojana,,Not Found,15000,1500.0,Un-furnished,Lucknow,Vrindavan Yojana,https://housing-images.n7net.in/01c16c28/76f3ea3077de987779dc0bc4219d3499/v0/large/2_bhk_independent_house-for-rent-vrindavan_yojna-Lucknow-hall.jpg,,,10.0
2 BHK Independent House for rent in Roberts Lines,,UP Awas Evam Vikas Parishad UPAVP Vrindavan Yojna,16000,2000.0,Un-furnished,Lucknow,Roberts Lines,https://housing-images.n7net.in/01c16c28/1c8c39f7e3835bb96e7707dfcce4796f/v0/large/2_bhk_independent_house-for-rent-roberts_lines-Lucknow-hall.jpg,,,8.0
2 BHK Flat for rent in Vrindavan Yojana,,AWHO Vay Sector 8B G,14500,1000.0,Semi furnished,Lucknow,Vrindavan Yojana,https://housing-images.n7net.in/01c16c28/31c7f68666c3be6b6e0f29a082df5051/v0/large/2_bhk_apartment-for-rent-vrindavan_yojna-Lucknow-hall.jpg,,,14.5
2 BHK Independent House for rent in Vrindavan Yojana,,Not Found,14500,1500.0,Un-furnished,Lucknow,Vrindavan Yojana,https://housing-images.n7net.in/01c16c28/04e8e9c30b0c42ba5498fd2dc6d0769b/v0/large/2_bhk_independent_house-for-rent-vrindavan_yojna-Lucknow-others.jpg,,,9.666666666666666
1 BHK Independent Builder Floor for rent in Ashiyana,,Not Found,16000,1500.0,Fully furnished,Lucknow,Ashiyana,https://housing-images.n7net.in/01c16c28/2ff97ee5f15328e42d6941e663c150ee/v0/large/1_bhk_independent_builder_floor-for-rent-ashiyana-Lucknow-bathroom.jpg,26.8668883,80.9106565,10.666666666666666
2 BHK Independent Builder Floor for rent in Alambagh,,Not Found,7500,800.0,Un-furnished,Lucknow,Alambagh,https://housing-images.n7net.in/01c16c28/ee59575f79cec85d0fd1a70880dccf48/v0/large/2_bhk_independent_builder_floor-for-rent-alambagh_1-Lucknow-kitchen.jpg,26.8140101,80.9025123,9.375
3 BHK Flat for rent in Vrindavan Yojana,,Tejas Greenberry Signatures,25000,1200.0,Semi furnished,Lucknow,Vrindavan Yojana,https://housing-images.n7net.in/4f2250e8/053956acd36aad35cd5df44ea3b1eaed/v0/large.jpeg,,,20.833333333333332
3.5 BHK Flat for rent in Vrindavan Yojana,,Ratan Galaxy,18000,1917.0,Semi furnished,Lucknow,Vrindavan Yojana,https://img.youtube.com/vi/4j_QGdKkdgo/hqdefault.jpg,,,9.389671361502348
3.5 BHK Flat for rent in Vrindavan Yojana,,Ratan Galaxy,18000,1786.0,Semi furnished,Lucknow,Vrindavan Yojana,https://img.youtube.com/vi/4j_QGdKkdgo/hqdefault.jpg,,,10.078387458006718
4 BHK Flat for rent in Vrindavan Yojana,,Ratan Galaxy,20000,2450.0,Semi furnished,Lucknow,Vrindavan Yojana,https://img.youtube.com/vi/4j_QGdKkdgo/hqdefault.jpg,,,8.16326530612245
2 BHK Independent Builder Floor for rent in Omaxe City,,Not Found,10500,1100.0,Semi furnished,Lucknow,Omaxe City,https://housing-images.n7net.in/01c16c28/59f37176b307fc2ee792bf1ab3e19553/v0/large/2_bhk_independent_builder_floor-for-rent-omaxe_city_lucknow-Lucknow-hall.jpg,,,9.545454545454545
3 BHK Flat for rent in Baraulikhalilabad,,Euphoria,18000,1485.0,Semi furnished,Lucknow,Baraulikhalilabad,https://housing-images.n7net.in/4f2250e8/40995fc822032fd3cd4c27420a09113c/v5/large.jpg,,,12.121212121212121
1 BHK Independent Builder Floor for rent in Ashiyana,,Not Found,9000,900.0,Semi furnished,Lucknow,Ashiyana,https://housing-images.n7net.in/01c16c28/6f0e92e2c6b6973f3bcd2712ffde01ca/v0/large/1_bhk_independent_builder_floor-for-rent-ashiyana-Lucknow-hall.jpg,26.8668883,80.9106565,10.0
3 BHK Independent House for rent in Ashiyana,,Not Found,20000,1800.0,Semi furnished,Lucknow,Ashiyana,https://housing-images.n7net.in/01c16c28/166708a5f6a849c92cda108be9eef04f/v0/large/3_bhk_independent_house-for-rent-ashiyana-Lucknow-bedroom.jpg,26.8668883,80.9106565,11.11111111111111
2 BHK Independent Builder Floor for rent in Ashiyana,,Not Found,25000,1800.0,Fully furnished,Lucknow,Ashiyana,https://housing-images.n7net.in/01c16c28/14ea41937ec83d713c50589e14c6865d/v0/large/2_bhk_independent_builder_floor-for-rent-ashiyana-Lucknow-hall.jpg,26.8668883,80.9106565,13.88888888888889
2 BHK Independent Builder Floor for rent in Ashiyana,,Not Found,16000,1700.0,Semi furnished,Lucknow,Ashiyana,https://housing-images.n7net.in/01c16c28/ac94174d7418471105abfa0a67e2e284/v0/large/2_bhk_independent_builder_floor-for-rent-ashiyana-Lucknow-hall.jpg,26.8668883,80.9106565,9.411764705882353
2 BHK Independent Builder Floor for rent in Ashiyana,,Not Found,9000,1000.0,Semi furnished,Lucknow,Ashiyana,https://housing-images.n7net.in/01c16c28/bac9b686ec9d7faf8cfa438380c6041e/v0/large/2_bhk_independent_builder_floor-for-rent-ashiyana-Lucknow-hall.jpg,26.8668883,80.9106565,9.0
2 BHK Flat for rent in Vrindavan Yojana,,Gold Star Homes Phase II,15000,1150.0,Semi furnished,Lucknow,Vrindavan Yojana,https://housing-images.n7net.in/4f2250e8/9ccf50a58e7521c9321f14875dec350c/v0/large.jpg,,,13.043478260869565
3 BHK Flat for rent in Vrindavan Yojana,,Gold Star Homes Phase II,22000,1650.0,Semi furnished,Lucknow,Vrindavan Yojana,https://housing-images.n7net.in/4f2250e8/9ccf50a58e7521c9321f14875dec350c/v0/large.jpg,,,13.333333333333334
2 BHK Independent House for rent in Ashiyana,,Not Found,20000,2100.0,Semi furnished,Lucknow,Ashiyana,https://housing-images.n7net.in/01c16c28/1780d0f00f4f2990547d3a50bf59d186/v0/large/2_bhk_independent_house-for-rent-ashiyana-Lucknow-hall.jpg,26.8668883,80.9106565,9.523809523809524
2 BHK Independent Builder Floor for rent in Sharda Nagar,,Not Found,15000,1500.0,Semi furnished,Lucknow,Sharda Nagar,https://housing-images.n7net.in/01c16c28/6134ad93b7b87fdfacb912f00df009e2/v0/large/2_bhk_independent_builder_floor-for-rent-sharda_nagar_lucknow-Lucknow-others.jpg,,,10.0
2 BHK Independent Builder Floor for rent in Ashiyana,,Not Found,11000,1000.0,Semi furnished,Lucknow,Ashiyana,https://housing-images.n7net.in/01c16c28/04483d03b542f4da96f0ada0770d28d5/v0/large/2_bhk_independent_builder_floor-for-rent-ashiyana-Lucknow-hall.jpg,26.8668883,80.9106565,11.0
2 BHK Flat for rent in Baraulikhalilabad,,Euphoria,20000,1176.0,Semi furnished,Lucknow,Baraulikhalilabad,https://housing-images.n7net.in/4f2250e8/40995fc822032fd3cd4c27420a09113c/v5/large.jpg,,,17.006802721088434
2 BHK Flat for rent in Vrindavan Yojana,,Tejas Greenberry Signatures,15000,800.0,Semi furnished,Lucknow,Vrindavan Yojana,https://housing-images.n7net.in/4f2250e8/053956acd36aad35cd5df44ea3b1eaed/v0/large.jpeg,,,18.75
2 BHK Flat for rent in Vrindavan Yojana,,Ratan Galaxy,15000,1200.0,Un-furnished,Lucknow,Vrindavan Yojana,https://img.youtube.com/vi/4j_QGdKkdgo/hqdefault.jpg,,,12.5
2 BHK Independent House for rent in Vrindavan Yojana,,AWHO Vay Sector 8B G,40000,1700.0,Semi furnished,Lucknow,Vrindavan Yojana,https://housing-images.n7net.in/01c16c28/a3fd0dceaf47018ace254ffb85bcc241/v0/large/2_bhk_independent_house-for-rent-vrindavan_yojna-Lucknow-others.jpg,,,23.529411764705884
2 BHK Independent Builder Floor for rent in Sharda Nagar,,Not Found,13000,1900.0,Semi furnished,Lucknow,Sharda Nagar,https://housing-images.n7net.in/01c16c28/d2319a6d7d984051fa93706dd6bd1494/v0/large/2_bhk_independent_builder_floor-for-rent-sharda_nagar_lucknow-Lucknow-hall.jpg,,,6.842105263157895
2 BHK Flat for rent in Vrindavan Yojana,,Not Found,14000,900.0,Semi furnished,Lucknow,Vrindavan Yojana,https://housing-images.n7net.in/01c16c28/31c7f68666c3be6b6e0f29a082df5051/v0/large/2_bhk_apartment-for-rent-vrindavan_yojna-Lucknow-hall.jpg,,,15.555555555555555
2 BHK Independent Builder Floor for rent in Ashiyana,,Not Found,13000,1500.0,Semi furnished,Lucknow,Ashiyana,https://housing-images.n7net.in/01c16c28/4e98e48dcf554113cc192e952169f556/v0/large/2_bhk_independent_builder_floor-for-rent-ashiyana-Lucknow-hall.jpg,26.8668883,80.9106565,8.666666666666666
3 BHK Independent Builder Floor for rent in Ashiyana,,Not Found,18000,2000.0,Semi furnished,Lucknow,Ashiyana,https://housing-images.n7net.in/01c16c28/0655228cac86d085fdda864d45681f27/v0/large/3_bhk_independent_builder_floor-for-rent-ashiyana-Lucknow-hall.jpg,26.8668883,80.9106565,9.0
2 BHK Independent Builder Floor for rent in Ashiyana,,Not Found,12000,1500.0,Semi furnished,Lucknow,Ashiyana,https://housing-images.n7net.in/01c16c28/36214885590774373c0c03e27d2830f9/v0/large/2_bhk_independent_builder_floor-for-rent-ashiyana-Lucknow-bedroom.jpg,26.8668883,80.9106565,8.0
2 BHK Independent Builder Floor for rent in Ashiyana,,Not Found,15000,1700.0,Semi furnished,Lucknow,Ashiyana,https://housing-images.n7net.in/01c16c28/831739db17374e65b1b9222b64e2a7be/v0/large/2_bhk_independent_builder_floor-for-rent-ashiyana-Lucknow-hall.jpg,26.8668883,80.9106565,8.823529411764707
2 BHK Independent Builder Floor for rent in Ashiyana,,Not Found,20000,2000.0,Semi furnished,Lucknow,Ashiyana,https://housing-images.n7net.in/01c16c28/81c6b39377dcf2025eac2ea5fb4951e5/v0/large/2_bhk_independent_builder_floor-for-rent-ashiyana-Lucknow-hall.jpg,26.8668883,80.9106565,10.0
2 BHK Flat for rent in Sushant Golf City,,Kiara Residency,17000,1250.0,Semi furnished,Lucknow,Sushant Golf City,https://housing-images.n7net.in/01c16c28/659f37313d144508d35d0497cd6b149f/v0/large/2_bhk_apartment-for-rent-yusufnagar-Lucknow-others.jpg,26.7801794,81.0247541,13.6
2 BHK Flat for rent in Vrindavan Yojana,,AWHO Vay Sector 8B G,16000,1050.0,Semi furnished,Lucknow,Vrindavan Yojana,https://housing-images.n7net.in/01c16c28/31c7f68666c3be6b6e0f29a082df5051/v0/large/2_bhk_apartment-for-rent-vrindavan_yojna-Lucknow-hall.jpg,,,15.238095238095237
3 BHK Independent House for rent in Vrindavan Yojana,,Not Found,20000,2400.0,Semi furnished,Lucknow,Vrindavan Yojana,https://housing-images.n7net.in/01c16c28/028d62be84b0a50675721b909af4fff0/v0/large/3_bhk_independent_house-for-rent-vrindavan_yojna-Lucknow-bedroom.jpg,,,8.333333333333334
2 BHK Flat for rent in Vrindavan Yojana,,AWHO Vay Sector 8B G,15000,1050.0,Semi furnished,Lucknow,Vrindavan Yojana,https://housing-images.n7net.in/01c16c28/23e3fb41cc197dbd55988af1ed0aa81a/v0/large/2_bhk_apartment-for-rent-vrindavan_yojna-Lucknow-hall.jpg,,,14.285714285714286
2 BHK Independent Builder Floor for rent in Ashiyana,,Not Found,18000,2000.0,Semi furnished,Lucknow,Ashiyana,https://housing-images.n7net.in/01c16c28/05e6d4882a658e755dfa34ac6fbdd64e/v0/large/2_bhk_independent_builder_floor-for-rent-ashiyana-Lucknow-hall.jpg,26.8668883,80.9106565,9.0
3 BHK Independent Builder Floor for rent in Ashiyana,,Not Found,23000,2200.0,Semi furnished,Lucknow,Ashiyana,https://housing-images.n7net.in/01c16c28/790c3031dbe80167b65e21501d011ac5/v0/large/3_bhk_independent_builder_floor-for-rent-ashiyana-Lucknow-hall.jpg,26.8668883,80.9106565,10.454545454545455
2 BHK Independent Builder Floor for rent in Ashiyana,,Not Found,13500,2000.0,Semi furnished,Lucknow,Ashiyana,https://housing-images.n7net.in/01c16c28/74e115c1b04048401ec37d24cdf0a7f6/v0/large/2_bhk_independent_builder_floor-for-rent-ashiyana-Lucknow-hall.jpg,26.8668883,80.9106565,6.75
3 BHK Independent Builder Floor for rent in Ashiyana,,Not Found,23000,2500.0,Semi furnished,Lucknow,Ashiyana,https://housing-images.n7net.in/01c16c28/adb075c86c86b4418bbdd35e9b4c2d8f/v0/large/3_bhk_independent_builder_floor-for-rent-ashiyana-Lucknow-bathroom.jpg,26.8668883,80.9106565,9.2
3 BHK Independent Builder Floor for rent in Gomti Nagar,,Not Found,14000,1800.0,Semi furnished,Lucknow,Gomti Nagar,https://housing-images.n7net.in/01c16c28/475b0c4bdfaacd7e289b1ece4a7af1d3/v0/large/3_bhk_independent_builder_floor-for-rent-gomti_nagar_1-Lucknow-hall.jpg,26.8605833,81.0029055,7.777777777777778
3 BHK Independent House for rent in Lolai,,Not Found,12000,1250.0,Fully furnished,Lucknow,Lolai,https://housing-images.n7net.in/01c16c28/28297320f332a120a2b17557d9c273a4/v0/large/3_bhk_independent_house-for-rent-lolai-Lucknow-living_room.jpg,,,9.6
1 RK Independent Builder Floor for rent in Gomti Nagar,,Not Found,12000,1100.0,Fully furnished,Lucknow,Gomti Nagar,https://housing-images.n7net.in/01c16c28/77568fb42affd9c13782d8ce8fa91a70/v0/large/1_rk_independent_builder_floor-for-rent-gomti_nagar_1-Lucknow-bedroom.jpg,26.8605833,81.0029055,10.909090909090908
2 BHK Flat for rent in Sushant Golf City,,Pardos Okas Residency,17000,1276.0,Semi furnished,Lucknow,Sushant Golf City,https://housing-images.n7net.in/01c16c28/3399f2cebbf2a78b995f55df1609025d/v0/large/2_bhk_apartment-for-rent-yusufnagar-Lucknow-hall.jpg,26.7801794,81.0247541,13.322884012539184
2 BHK Independent Builder Floor for rent in Gomti Nagar Extension,,Not Found,15000,1220.0,Semi furnished,Lucknow,Gomti Nagar Extension,https://housing-images.n7net.in/01c16c28/0d9b7e7fde672e36f030433079dbc6da/v0/large/2_bhk_independent_builder_floor-for-rent-gomti_nagar_extension_1-Lucknow-living_room.jpg,,,12.295081967213115
2 BHK Independent House for rent in Chinhat,,Not Found,9000,900.0,Un-furnished,Lucknow,Chinhat,https://housing-images.n7net.in/01c16c28/328b577b3f972760ea6ecf4914bc3786/v0/large/2_bhk_independent_house-for-rent-chinhat-Lucknow-bedroom.jpg,26.8751435,81.0355588,10.0
