title,link,subtitle,price,area,property_details,city,location,first_image_url,latitude,longitude,price_per_sqft
2 BHK Flat for rent in Sector 150,https://housing.com/rent/16811782-1100-sqft-2-bhk-apartment-on-rent-in-sector-150-noida,Tata Eureka Park,25000,1100.0,Semi furnished,Noida,Sector 150,https://housing-images.n7net.in/01c16c28/1ca9f976fa9d05a096d42dcdfb1abc5c/v0/large/2_bhk_apartment-for-rent-sector_150-Noida-hall.jpg,,,22.727272727272727
3.5 BHK Flat for rent in Sector 110,https://housing.com/rent/16881949-2538-sqft-3.5-bhk-apartment-on-rent-in-sector-110-noida,The 3C Lotus Panache,49000,2538.0,Semi furnished,Noida,Sector 110,https://housing-images.n7net.in/01c16c28/15112f2a3a1137415b5d6777d9b9daa7/v0/large/3.5_bhk_apartment-for-rent-sector_110-Noida-hall.jpg,,,19.30654058313633
2 BHK Flat for rent in Sector 110,https://housing.com/rent/16882123-1220-sqft-2-bhk-apartment-on-rent-in-sector-110-noida,The 3C Lotus Panache,23500,1220.0,Semi furnished,Noida,Sector 110,https://housing-images.n7net.in/01c16c28/5d21632949b7d1ee354fd521ed39b957/v0/large/2_bhk_apartment-for-rent-sector_110-Noida-hall.jpg,,,19.262295081967213
4 BHK Flat for rent in Sector 107,https://housing.com/rent/15283366-2650-sqft-4-bhk-apartment-on-rent-in-sector-107-noida,Sunworld Vanalika,65000,2650.0,Semi furnished,Noida,Sector 107,https://housing-images.n7net.in/01c16c28/9449c5e0e3fe24306bf31a33e23b088e/v0/large/4_bhk_apartment-for-rent-sector_107_noida-Noida-hall.jpg,,,24.528301886792452
3 BHK Flat for rent in Sector 74,https://housing.com/rent/16875437-1440-sqft-3-bhk-apartment-on-rent-in-sector-74-noida,Ajnara Grand Heritage,31000,1440.0,Semi furnished,Noida,Sector 74,https://housing-images.n7net.in/01c16c28/36915a38fd8d15577a70b4cecff2369d/v0/large/3_bhk_apartment-for-rent-sector_74_noida-Noida-hall.jpg,,,21.52777777777778
4 BHK Flat for rent in Sector 168,https://housing.com/rent/11683367-2700-sqft-4-bhk-apartment-on-rent-in-sector-168-noida-2,Sunworld Arista,60000,2700.0,Semi furnished,Noida,Sector 168,https://housing-images.n7net.in/01c16c28/799fbc54fd6764b7ec495a52928f6478/v0/large/4_bhk_apartment-for-rent-sector_168-Noida-hall.jpg,,,22.22222222222222
2 BHK Flat for rent in Sector 137,https://housing.com/rent/16873604-1131-sqft-2-bhk-apartment-on-rent-in-sector-137-noida,Logix Blossom County,24000,1131.0,Un-furnished,Noida,Sector 137,https://housing-images.n7net.in/01c16c28/7bb133db8ef981b12ea1d48c8651a6cc/v0/large/2_bhk_apartment-for-rent-sector_137-Noida-hall.jpg,,,21.220159151193634
3 BHK Flat for rent in Sector 79,https://housing.com/rent/16730351-1495-sqft-3-bhk-apartment-on-rent-in-sector-79-noida,Civitech Stadia,41000,1495.0,Semi furnished,Noida,Sector 79,https://housing-images.n7net.in/01c16c28/540b4ec76bdc17cd3a49aaa2c3fae1a8/v0/large/3_bhk_apartment-for-rent-sector_79_noida-Noida-hall.jpg,,,27.4247491638796
3.5 BHK Flat for rent in Sector 121,https://housing.com/rent/16730423-2070-sqft-3.5-bhk-apartment-on-rent-in-sector-121-noida,ABA Cleo County Phase 1,70000,2070.0,Semi furnished,Noida,Sector 121,https://housing-images.n7net.in/01c16c28/56bce8ed8e0023e88c81e2badf6650b0/v0/large/3.5_bhk_apartment-for-rent-sector_121-Noida-balcony.jpg,,,33.81642512077295
3 BHK Flat for rent in Sector 121,https://housing.com/rent/16727394-1620-sqft-3-bhk-apartment-on-rent-in-sector-121-noida,ABA Cleo County Phase 1,55000,1620.0,Semi furnished,Noida,Sector 121,https://housing-images.n7net.in/01c16c28/2efb3d3ae14f816af07374eb398f3cd2/v0/large/3_bhk_apartment-for-rent-sector_121-Noida-hall.jpg,,,33.95061728395062
3 BHK Flat for rent in Sector 150,https://housing.com/rent/16790973-1575-sqft-3-bhk-apartment-on-rent-in-sector-150-noida,Tata Eureka Park,30000,1575.0,Semi furnished,Noida,Sector 150,https://housing-images.n7net.in/01c16c28/1d7ec0f109d9eac03e99231bbde2e997/v0/large/3_bhk_apartment-for-rent-sector_150-Noida-hall.jpg,,,19.047619047619047
3 BHK Flat for rent in Sector 150,https://housing.com/rent/16792873-2300-sqft-3-bhk-apartment-on-rent-in-sector-150-noida,ATS Le Grandiose,43000,2300.0,Semi furnished,Noida,Sector 150,https://housing-images.n7net.in/01c16c28/5311500bb7d8df264d5ea8634daaa1a1/v0/large/3_bhk_apartment-for-rent-sector_150-Noida-hall.jpg,,,18.695652173913043
3 BHK Flat for rent in Sector 150,https://housing.com/rent/16793255-1700-sqft-3-bhk-apartment-on-rent-in-sector-150-noida,ATS Le Grandiose,32000,1700.0,Semi furnished,Noida,Sector 150,https://housing-images.n7net.in/01c16c28/21bcca5c41cc518a69f2e721fd20df78/v0/large/3_bhk_apartment-for-rent-sector_150-Noida-hall.jpg,,,18.823529411764707
2 BHK Flat for rent in Sector 150,https://housing.com/rent/16791699-1100-sqft-2-bhk-apartment-on-rent-in-sector-150-noida,Tata Eureka Park,25000,1100.0,Semi furnished,Noida,Sector 150,https://housing-images.n7net.in/01c16c28/1ca9f976fa9d05a096d42dcdfb1abc5c/v0/large/2_bhk_apartment-for-rent-sector_150-Noida-hall.jpg,28.4289092,77.4776416,22.727272727272727
3 BHK Flat for rent in Sector 135,https://housing.com/rent/16261882-1665-sqft-3-bhk-apartment-on-rent-in-sector-135-noida,Today Ridge Residency,40000,1665.0,Fully furnished,Noida,Sector 135,https://housing-images.n7net.in/01c16c28/802f648b9b8f18f8a1aef82832d7e913/v0/large/3_bhk_apartment-for-rent-sector_135-Bajidpur-hall.jpg,,,24.024024024024023
3.5 BHK Flat for rent in Sector 150,https://housing.com/rent/16236689-2190-sqft-3.5-bhk-apartment-on-rent-in-sector-150-noida,ACE Group Parkway,45000,2190.0,Semi furnished,Noida,Sector 150,https://housing-images.n7net.in/01c16c28/163e6da9d45a60016ce0e7a9a90e3a65/v0/large/3.5_bhk_apartment-for-rent-sector_150-Noida-bedroom.jpg,,,20.54794520547945
3 BHK Flat for rent in Sector 78,https://housing.com/rent/16866235-2500-sqft-3-bhk-apartment-on-rent-in-sector-78-noida,Mahagun Mezzaria,80000,2500.0,Semi furnished,Noida,Sector 78,https://housing-images.n7net.in/01c16c28/2a4807ceec967aa7b23bc3c95e9e0b3c/v0/large/3_bhk_apartment-for-rent-sector_78_noida-Noida-hall.jpg,,,32.0
3 BHK Flat for rent in Sector 137,https://housing.com/rent/16451952-1410-sqft-3-bhk-apartment-on-rent-in-sector-137-noida,Paras Tierea,25000,1410.0,Semi furnished,Noida,Sector 137,https://housing-images.n7net.in/01c16c28/b5605119c81f3b06499dcd0d08ef896b/v0/large/3_bhk_apartment-for-rent-sector_137-Noida-living_room.jpg,,,17.73049645390071
3 BHK Flat for rent in Sector 137,https://housing.com/rent/16429893-1725-sqft-3-bhk-apartment-on-rent-in-sector-137-noida,Paras Tierea,35000,1725.0,Semi furnished,Noida,Sector 137,https://housing-images.n7net.in/01c16c28/1c2d06d3fafdfdbb951beca0e8b44876/v1/large/3_bhk_apartment-for-rent-sector_137-Noida-hall.jpg,,,20.28985507246377
5 BHK Villa for rent in Sector 128,https://housing.com/rent/16857618-5200-sqft-5-bhk-villa-on-rent-in-sector-128-noida,Jaypee Kingswood Oriental,200000,5200.0,Semi furnished,Noida,Sector 128,https://housing-images.n7net.in/01c16c28/181a19def9e208b01f4b11af10b7f640/v0/large/5_bhk_villa-for-rent-sector_128-Noida-hall.jpg,,,38.46153846153846
4.5 BHK Villa for rent in Sector 128,https://housing.com/rent/16857226-4250-sqft-4.5-bhk-villa-on-rent-in-sector-128-noida,Jaypee Kingswood Oriental,150000,4250.0,Semi furnished,Noida,Sector 128,https://housing-images.n7net.in/01c16c28/5a1ad854682ffe7626f6a89cfc94c878/v0/large/4.5_bhk_villa-for-rent-sector_128-Noida-hall.jpg,,,35.294117647058826
2 BHK Flat for rent in Sector 137,https://housing.com/rent/16853425-960-sqft-2-bhk-apartment-on-rent-in-sector-137-noida,Paras Tierea,22000,960.0,Semi furnished,Noida,Sector 137,https://housing-images.n7net.in/01c16c28/72a08ed5c5b0df2c8a38f6c3730b03b6/v0/large/2_bhk_apartment-for-rent-sector_137-Noida-hall.jpg,,,22.916666666666668
2 BHK Flat for rent in Sector 137,https://housing.com/rent/16853883-1040-sqft-2-bhk-apartment-on-rent-in-sector-137-noida,Logix Blossom County,40000,1040.0,Fully furnished,Noida,Sector 137,https://housing-images.n7net.in/01c16c28/8ed38c5844f969a67b3db6db4e3ebbf9/v0/large/2_bhk_apartment-for-rent-sector_137-Noida-hall.jpg,,,38.46153846153846
2.5 BHK Flat for rent in Sector 74,https://housing.com/rent/16790843-1230-sqft-2.5-bhk-apartment-on-rent-in-sector-74-noida,Ajnara Grand Heritage,28000,1230.0,Semi furnished,Noida,Sector 74,https://housing-images.n7net.in/01c16c28/c21a292ed2858bc0ed7fceace021ba42/v0/large/2.5_bhk_apartment-for-rent-sector_74_noida-Noida-bedroom.jpg,,,22.764227642276424
3 BHK Flat for rent in Sector 131,https://housing.com/rent/16380695-2300-sqft-3-bhk-apartment-on-rent-in-sector-131-noida,Jaypee Knights Court,60000,2300.0,Semi furnished,Noida,Sector 131,https://housing-images.n7net.in/01c16c28/fee697ce88c649c2385893a4865d2415/v0/large/3_bhk_apartment-for-rent-sector_131-Noida-hall.jpg,,,26.08695652173913
3 BHK Flat for rent in Sector 168,https://housing.com/rent/16844499-1130-sqft-3-bhk-apartment-on-rent-in-sector-168-noida,Paras Seasons,38000,1130.0,Fully furnished,Noida,Sector 168,https://housing-images.n7net.in/01c16c28/ed0e0bf01645bedf3a12951cf440daca/v0/large/3_bhk_apartment-for-rent-sector_168-Noida-hall.jpg,,,33.6283185840708
3 BHK Flat for rent in Sector 168,https://housing.com/rent/16844586-985-sqft-3-bhk-apartment-on-rent-in-sector-168-noida,Paras Seasons,30000,985.0,Fully furnished,Noida,Sector 168,https://housing-images.n7net.in/01c16c28/04dc073b77ffcddb8652627f66a84a21/v0/large/3_bhk_apartment-for-rent-sector_168-Noida-hall.jpg,,,30.456852791878173
2 BHK Flat for rent in Sector 43,https://housing.com/rent/16843024-1053-sqft-2-bhk-apartment-on-rent-in-sector-43-noida,Godrej Woods,50000,1053.0,Semi furnished,Noida,Sector 43,https://img.youtube.com/vi/g4LDnKTIjWQ/hqdefault.jpg,,,47.48338081671415
2 BHK Flat for rent in Sector 168,https://housing.com/rent/16844180-795-sqft-2-bhk-apartment-on-rent-in-sector-168-noida,Paras Seasons,20000,795.0,Semi furnished,Noida,Sector 168,https://housing-images.n7net.in/01c16c28/51e5248242ad991bf100deb4732c82e0/v0/large/2_bhk_apartment-for-rent-sector_168-Noida-bedroom.jpg,,,25.157232704402517
2 BHK Flat for rent in Sector 168,https://housing.com/rent/16844240-830-sqft-2-bhk-apartment-on-rent-in-sector-168-noida,Paras Seasons,30000,830.0,Fully furnished,Noida,Sector 168,https://housing-images.n7net.in/01c16c28/6df04530d40bffab11e9a9124d4f5a2a/v0/large/2_bhk_apartment-for-rent-sector_168-Noida-hall.jpg,,,36.144578313253014
3 BHK Flat for rent in Sector 168,https://housing.com/rent/16844385-1165-sqft-3-bhk-apartment-on-rent-in-sector-168-noida,Paras Seasons,30000,1165.0,Semi furnished,Noida,Sector 168,https://housing-images.n7net.in/01c16c28/6ecf2ee91f09c2f4f82557b3bf76d50b/v0/large/3_bhk_apartment-for-rent-sector_168-Noida-hall.jpg,,,25.751072961373392
3 BHK Flat for rent in Sector 143,https://housing.com/rent/16846402-1495-sqft-3-bhk-apartment-on-rent-in-sector-143-noida,Gulshan Ikebana,35000,1495.0,Semi furnished,Noida,Sector 143,https://housing-images.n7net.in/01c16c28/4c8e6a508c5d8b77e1c8ad670226771e/v0/large/3_bhk_apartment-for-rent-sector_143-Noida-hall.jpg,,,23.411371237458194
2 BHK Flat for rent in Sector 43,https://housing.com/rent/16843074-1111-sqft-2-bhk-apartment-on-rent-in-sector-43-noida,Godrej Woods,48000,1111.0,Semi furnished,Noida,Sector 43,https://housing-images.n7net.in/01c16c28/16eee69f6b4f4d96df39edfae4dfbaa5/v0/large/2_bhk_apartment-for-rent-sector_43_noida-Noida-bedroom.jpg,,,43.204320432043204
3 BHK Flat for rent in Sector 43,https://housing.com/rent/16843124-1525-sqft-3-bhk-apartment-on-rent-in-sector-43-noida,Godrej Woods,70000,1525.0,Semi furnished,Noida,Sector 43,https://housing-images.n7net.in/01c16c28/265f87a8ccad508d8886220744155d22/v0/large/3_bhk_apartment-for-rent-sector_43_noida-Noida-hall.jpg,,,45.90163934426229
4 BHK Flat for rent in Sector 43,https://housing.com/rent/16843181-2259-sqft-4-bhk-apartment-on-rent-in-sector-43-noida,Godrej Woods,90000,2259.0,Semi furnished,Noida,Sector 43,https://housing-images.n7net.in/01c16c28/265f87a8ccad508d8886220744155d22/v0/large/4_bhk_apartment-for-rent-sector_43_noida-Noida-hall.jpg,,,39.8406374501992
5 BHK Flat for rent in Sector 107,https://housing.com/rent/16843677-6570-sqft-5-bhk-apartment-on-rent-in-sector-107-noida,County 107,350000,6570.0,Semi furnished,Noida,Sector 107,https://housing-images.n7net.in/01c16c28/995141e47b8c369730ea04207ffe1f3a/v0/large/5_bhk_apartment-for-rent-sector_107_noida-Noida-hall.jpg,,,53.272450532724505
2 BHK Flat for rent in Sector 168,https://housing.com/rent/16844032-830-sqft-2-bhk-apartment-on-rent-in-sector-168-noida,Paras Seasons,20000,830.0,Semi furnished,Noida,Sector 168,https://housing-images.n7net.in/01c16c28/4725d7fedeac00b4725387bdeab1b7d8/v0/large/2_bhk_apartment-for-rent-sector_168-Noida-hall.jpg,,,24.096385542168676
2 BHK Flat for rent in Sector 168,https://housing.com/rent/16844126-985-sqft-2-bhk-apartment-on-rent-in-sector-168-noida,Paras Seasons,20000,985.0,Semi furnished,Noida,Sector 168,https://housing-images.n7net.in/01c16c28/744561d2da38a3b399a3730e046896e3/v0/large/2_bhk_apartment-for-rent-sector_168-Noida-hall.jpg,,,20.304568527918782
3 BHK Flat for rent in Sector 100,https://housing.com/rent/16830209-2135-sqft-3-bhk-apartment-on-rent-in-sector-100-noida,The 3C Lotus Boulevard Espacia,60000,2135.0,Fully furnished,Noida,Sector 100,https://img.youtube.com/vi/-P6Dz_IIS-s/hqdefault.jpg,,,28.10304449648712
4 BHK Flat for rent in Sector 100,https://housing.com/rent/16830264-2765-sqft-4-bhk-apartment-on-rent-in-sector-100-noida,The 3C Lotus Boulevard Espacia,71000,2765.0,Semi furnished,Noida,Sector 100,https://img.youtube.com/vi/-P6Dz_IIS-s/hqdefault.jpg,,,25.678119349005424
3 BHK Flat for rent in Sector 168,https://housing.com/rent/16325915-1554-sqft-3-bhk-apartment-on-rent-in-sector-168-noida,Nimbus The Golden Palms,39000,1554.0,Semi furnished,Noida,Sector 168,https://housing-images.n7net.in/01c16c28/5d36ba0ea583beb03663194cfff75742/v0/large/3_bhk_apartment-for-rent-sector_168-Noida-hall.jpg,,,25.096525096525095
2 BHK Flat for rent in Sector 150,https://housing.com/rent/16385174-1100-sqft-2-bhk-apartment-on-rent-in-sector-150-noida,Tata Eureka Park,28000,1100.0,Fully furnished,Noida,Sector 150,https://housing-images.n7net.in/01c16c28/31c63f12568ca7ab3c86e3c2e908dd7d/v0/large/2_bhk_apartment-for-rent-sector_150-Noida-living_room.jpg,,,25.454545454545453
3 BHK Flat for rent in Sector 150,https://housing.com/rent/16377092-1575-sqft-3-bhk-apartment-on-rent-in-sector-150-noida,Tata Eureka Park,27000,1575.0,Semi furnished,Noida,Sector 150,https://housing-images.n7net.in/01c16c28/1eea0a97eb332345116fb7a252835007/v0/large/3_bhk_apartment-for-rent-sector_150-Noida-living_room.jpg,,,17.142857142857142
2 BHK Flat for rent in Sector 150,https://housing.com/rent/16377052-1100-sqft-2-bhk-apartment-on-rent-in-sector-150-noida,Tata Eureka Park,19000,1100.0,Semi furnished,Noida,Sector 150,https://housing-images.n7net.in/01c16c28/7579a49ccbcf96e519ab723bb7b98ace/v0/large/2_bhk_apartment-for-rent-sector_150-Noida-living_room.jpg,,,17.272727272727273
3 BHK Flat for rent in Sector 150,https://housing.com/rent/16377119-1575-sqft-3-bhk-apartment-on-rent-in-sector-150-noida,Tata Eureka Park,24000,1575.0,Semi furnished,Noida,Sector 150,https://housing-images.n7net.in/01c16c28/a14ed8258dbacc3c35f4a8c2cb3575d0/v0/large/3_bhk_apartment-for-rent-sector_150-Noida-living_room.jpg,,,15.238095238095237
3 BHK Flat for rent in Sector 150,https://housing.com/rent/16377139-1285-sqft-3-bhk-apartment-on-rent-in-sector-150-noida,Tata Eureka Park,20000,1285.0,Semi furnished,Noida,Sector 150,https://housing-images.n7net.in/01c16c28/c44b9b454974df0c975fbeb089b926c1/v0/large/3_bhk_apartment-for-rent-sector_150-Noida-living_room.jpg,,,15.56420233463035
1 BHK Flat for rent in Sector 137,https://housing.com/rent/16879351-450-sqft-1-bhk-apartment-on-rent-in-sector-137-noida,Paras Tierea,19000,450.0,Fully furnished,Noida,Sector 137,https://housing-images.n7net.in/01c16c28/e355cc4a1d112f5e36b70d22db1f002d/v0/large/1_bhk_apartment-for-rent-sector_137-Noida-hall.jpg,,,42.22222222222222
3 BHK Flat for rent in Sector 137,https://housing.com/rent/16879509-1592-sqft-3-bhk-apartment-on-rent-in-sector-137-noida,Paras Tierea,45000,1592.0,Fully furnished,Noida,Sector 137,https://housing-images.n7net.in/01c16c28/359aea4e817d3850e6a7585932dccd8a/v0/large/3_bhk_apartment-for-rent-sector_137-Noida-hall.jpg,,,28.266331658291456
3 BHK Flat for rent in Sector 137,https://housing.com/rent/16879573-1285-sqft-3-bhk-apartment-on-rent-in-sector-137-noida,Paras Tierea,42000,1285.0,Fully furnished,Noida,Sector 137,https://housing-images.n7net.in/01c16c28/286cdc6399872a98f904ed55294b4cdf/v0/large/3_bhk_apartment-for-rent-sector_137-Noida-hall.jpg,,,32.68482490272373
2.5 BHK Flat for rent in Sector 137,https://housing.com/rent/16879715-1418-sqft-2.5-bhk-apartment-on-rent-in-sector-137-noida,Logix Blossom County,32000,1418.0,Semi furnished,Noida,Sector 137,https://housing-images.n7net.in/01c16c28/2fd29b2254b47e9b9690a0656fc6c01c/v0/large/2.5_bhk_apartment-for-rent-sector_137-Noida-hall.jpg,,,22.566995768688294
2 BHK Flat for rent in Sector 70,https://housing.com/rent/16837411-884-sqft-2-bhk-apartment-on-rent-in-sector-70-noida,Amrapali Pan Oasis,35000,884.0,Fully furnished,Noida,Sector 70,https://housing-images.n7net.in/01c16c28/459a23f29ecd472b17ba054a6b3507e3/v0/large/2_bhk_apartment-for-rent-sector_70-Noida-bedroom.jpg,,,39.59276018099548
2.5 BHK Flat for rent in Sector 70,https://housing.com/rent/16837682-996-sqft-2.5-bhk-apartment-on-rent-in-sector-70-noida,Amrapali Pan Oasis,35600,996.0,Fully furnished,Noida,Sector 70,https://housing-images.n7net.in/01c16c28/4d8462841addf7c6641013ac24842a25/v0/large/2.5_bhk_apartment-for-rent-sector_70-Noida-bedroom.jpg,,,35.7429718875502
3 BHK Flat for rent in Sector 150,https://housing.com/rent/16837956-2300-sqft-3-bhk-apartment-on-rent-in-sector-150-noida,ATS Pristine,50000,2300.0,Semi furnished,Noida,Sector 150,https://housing-images.n7net.in/01c16c28/635599c6894c8227aa984639d06158ee/v0/large/3_bhk_apartment-for-rent-sector_150-Noida-balcony.jpg,,,21.73913043478261
4 BHK Flat for rent in Sector 150,https://housing.com/rent/16838146-3200-sqft-4-bhk-apartment-on-rent-in-sector-150-noida,ATS Le Grandiose,55000,3200.0,Semi furnished,Noida,Sector 150,https://housing-images.n7net.in/01c16c28/581cdb2cae39ee9676d0e80cbf734ade/v0/large/4_bhk_apartment-for-rent-sector_150-Noida-balcony.jpg,,,17.1875
4 BHK Flat for rent in Sector 150,https://housing.com/rent/16838235-3200-sqft-4-bhk-apartment-on-rent-in-sector-150-noida,ATS Pristine,65000,3200.0,Semi furnished,Noida,Sector 150,https://housing-images.n7net.in/01c16c28/46cf1db74b6fc4a7248bded75222c649/v0/large/4_bhk_apartment-for-rent-sector_150-Noida-balcony.jpg,,,20.3125
2 BHK Flat for rent in Sector 70,https://housing.com/rent/16837575-884-sqft-2-bhk-apartment-on-rent-in-sector-70-noida,Amrapali Pan Oasis,35500,884.0,Fully furnished,Noida,Sector 70,https://housing-images.n7net.in/01c16c28/459a23f29ecd472b17ba054a6b3507e3/v0/large/2_bhk_apartment-for-rent-sector_70-Noida-bedroom.jpg,,,40.158371040723985
3 BHK Flat for rent in Sector 150,https://housing.com/rent/16837862-2300-sqft-3-bhk-apartment-on-rent-in-sector-150-noida,ATS Le Grandiose,45000,2300.0,Semi furnished,Noida,Sector 150,https://housing-images.n7net.in/01c16c28/581cdb2cae39ee9676d0e80cbf734ade/v0/large/3_bhk_apartment-for-rent-sector_150-Noida-balcony.jpg,,,19.565217391304348
2 BHK Flat for rent in Sector 137,https://housing.com/rent/16879459-925-sqft-2-bhk-apartment-on-rent-in-sector-137-noida,Paras Tierea,23000,925.0,Semi furnished,Noida,Sector 137,https://housing-images.n7net.in/01c16c28/4a4a84f67e3240d37815f09d2167c160/v0/large/2_bhk_apartment-for-rent-sector_137-Noida-hall.jpg,,,24.864864864864863
3 BHK Flat for rent in Sector 137,https://housing.com/rent/16879642-1660-sqft-3-bhk-apartment-on-rent-in-sector-137-noida,Paras Tierea,30000,1660.0,Semi furnished,Noida,Sector 137,https://housing-images.n7net.in/01c16c28/d53364746dfb81ff480c50e703a57435/v1/large/3_bhk_apartment-for-rent-sector_137-Noida-hall.jpg,,,18.072289156626507
3 BHK Flat for rent in Sector 137,https://housing.com/rent/16879837-1654-sqft-3-bhk-apartment-on-rent-in-sector-137-noida,Logix Blossom County,40000,1654.0,Semi furnished,Noida,Sector 137,https://housing-images.n7net.in/01c16c28/858c02f62fb0f67e2f116a2156633d4f/v0/large/3_bhk_apartment-for-rent-sector_137-Noida-hall.jpg,,,24.183796856106408
2 BHK Flat for rent in Sector 137,https://housing.com/rent/16879919-1202-sqft-2-bhk-apartment-on-rent-in-sector-137-noida,Logix Blossom County,37000,1202.0,Fully furnished,Noida,Sector 137,https://housing-images.n7net.in/01c16c28/419ec27f3a9e27b072aa3b41282cac61/v0/large/2_bhk_apartment-for-rent-sector_137-Noida-hall.jpg,,,30.782029950083196
2 BHK Independent Builder Floor for rent in Sector 122,https://housing.com/rent/11710979-1700-sqft-2-bhk-independent-floor-on-rent-in-sector-122-noida,Not Found,22000,1700.0,Semi furnished,Noida,Sector 122,https://housing-images.n7net.in/01c16c28/08460dc53f1eaa397c85daf6b0ca8b8e/v0/large/2_bhk_independent_builder_floor-for-rent-sector_122-Noida-hall.jpg,,,12.941176470588236
2 BHK Flat for rent in Sector 137,https://housing.com/rent/15998030-825-sqft-2-bhk-apartment-on-rent-in-sector-137-noida,Paras Tierea,21000,825.0,Semi furnished,Noida,Sector 137,https://housing-images.n7net.in/01c16c28/033c79bc521bca9b42e307058028433a/v0/large/2_bhk_apartment-for-rent-sector_137-Noida-hall.jpg,,,25.454545454545453
2 BHK Flat for rent in Sector 137,https://housing.com/rent/15940823-825-sqft-2-bhk-apartment-on-rent-in-sector-137-noida,Paras Tierea,21000,825.0,Semi furnished,Noida,Sector 137,https://housing-images.n7net.in/01c16c28/4d39b63e6f29fa8806f61fc90dfd4ec9/v0/large/2_bhk_apartment-for-rent-sector_137-Noida-hall.jpg,,,25.454545454545453
3.5 BHK Flat for rent in Sector 100,https://housing.com/rent/16813555-1780-sqft-3.5-bhk-apartment-on-rent-in-sector-100-noida,The 3C Lotus Boulevard,55000,1780.0,Fully furnished,Noida,Sector 100,https://img.youtube.com/vi/sssJci-MAu0/hqdefault.jpg,,,30.89887640449438
4 BHK Flat for rent in Sector 144,https://housing.com/rent/16823310-4800-sqft-4-bhk-apartment-on-rent-in-sector-144-noida,Gulshan Dynasty,200000,4800.0,Semi furnished,Noida,Sector 144,https://housing-images.n7net.in/01c16c28/8aeae103ad3c4ce4bd16a4667e43bce8/v0/large/4_bhk_apartment-for-rent-sector_144-Noida-living_room.jpg,,,41.666666666666664
3 BHK Flat for rent in Sector 150,https://housing.com/rent/16823509-1575-sqft-3-bhk-apartment-on-rent-in-sector-150-noida,Tata Eureka Park,27000,1575.0,Semi furnished,Noida,Sector 150,https://housing-images.n7net.in/01c16c28/c0c32800ae8550d5954d4e42cceddecb/v0/large/3_bhk_apartment-for-rent-sector_150-Noida-bathroom.jpg,,,17.142857142857142
2.5 BHK Flat for rent in Sector 100,https://housing.com/rent/16805597-1398-sqft-2.5-bhk-apartment-on-rent-in-sector-100-noida,The 3C Lotus Boulevard,36000,1398.0,Semi furnished,Noida,Sector 100,https://img.youtube.com/vi/sssJci-MAu0/hqdefault.jpg,,,25.751072961373392
3.5 BHK Flat for rent in Sector 168,https://housing.com/rent/16275357-2275-sqft-3.5-bhk-apartment-on-rent-in-sector-168-noida,Sunworld Arista,40000,2275.0,Semi furnished,Noida,Sector 168,https://housing-images.n7net.in/01c16c28/394115289e3a8e273ac2cc20e55624f0/v0/large/3.5_bhk_apartment-for-rent-sector_168-Noida-hall.jpg,,,17.582417582417584
2 BHK Flat for rent in Sector 70,https://housing.com/rent/16362306-1041-sqft-2-bhk-apartment-on-rent-in-sector-70-noida,Amrapali Pan Oasis,35500,1041.0,Fully furnished,Noida,Sector 70,https://housing-images.n7net.in/01c16c28/15a56e8166e1ac19513c6df17a9b4195/v0/large/2_bhk_apartment-for-rent-sector_70-Noida-living_room.jpg,,,34.10182516810759
3 BHK Flat for rent in Sector 150,https://housing.com/rent/16811811-1285-sqft-3-bhk-apartment-on-rent-in-sector-150-noida,Tata Value Homes Phase 2,45000,1285.0,Fully furnished,Noida,Sector 150,https://housing-images.n7net.in/01c16c28/0e902f390adc0f66ad73a9d24fe0d836/v0/large/3_bhk_apartment-for-rent-sector_150-Noida-bedroom.jpg,,,35.01945525291829
3 BHK Flat for rent in Sector 128,https://housing.com/rent/16806916-2537-sqft-3-bhk-apartment-on-rent-in-sector-128-noida,Jaypee The Imperial Court,75000,2537.0,Semi furnished,Noida,Sector 128,https://housing-images.n7net.in/01c16c28/0340936a382f1fc10d256b6c681d9d3e/v0/large/3_bhk_apartment-for-rent-sector_128-Asagarpur+Jagir-hall.jpg,,,29.562475364603863
3 BHK Flat for rent in Sector 150,https://housing.com/rent/16729577-2190-sqft-3-bhk-apartment-on-rent-in-sector-150-noida,ACE Group Parkway,50000,2190.0,Semi furnished,Noida,Sector 150,https://housing-images.n7net.in/01c16c28/0c161e0cd1421f5b8811d87976555860/v0/large/3_bhk_apartment-for-rent-sector_150-Noida-hall.jpg,,,22.831050228310502
3 BHK Flat for rent in Sector 110,https://housing.com/rent/16353394-1528-sqft-3-bhk-apartment-on-rent-in-sector-110-noida,The 3C Lotus Panache,30000,1528.0,Semi furnished,Noida,Sector 110,https://housing-images.n7net.in/01c16c28/1fb1c5a305149fa0f369cb8a443b7919/v0/large/3_bhk_apartment-for-rent-sector_110-Noida-hall.jpg,,,19.63350785340314
2.5 BHK Flat for rent in Sector 110,https://housing.com/rent/16353908-1528-sqft-2.5-bhk-apartment-on-rent-in-sector-110-noida,The 3C Lotus Panache,30000,1528.0,Semi furnished,Noida,Sector 110,https://housing-images.n7net.in/01c16c28/1fb1c5a305149fa0f369cb8a443b7919/v0/large/2.5_bhk_apartment-for-rent-sector_110-Noida-hall.jpg,,,19.63350785340314
