title,link,subtitle,price,area,property_details
2 BHK Flat for rent in Vrindavan Yojana,https://housing.com/rent/15673181-1100-sqft-2-bhk-apartment-on-rent-in-vrindavan-yojna-lucknow,Surya Shyam,"₹18,000",1100 sq.ft,Semi furnished
3 BHK Flat for rent in Vrindavan Yojana,https://housing.com/rent/15679696-1450-sqft-3-bhk-apartment-on-rent-in-vrindavan-yojna-lucknow,Vihaan Heights,"₹25,000",1450 sq.ft,Fully furnished
3 BHK Flat for rent in Vrindavan Yojana,https://housing.com/rent/15679774-1450-sqft-3-bhk-apartment-on-rent-in-vrindavan-yojna-lucknow,Not Found,"₹16,000",1450 sq.ft,Semi furnished
3 BHK Flat for rent in Rahmatnagar,https://housing.com/rent/15494254-1150-sqft-3-bhk-apartment-on-rent-in--lucknow,"Redvise Shiva Greens, Vrindavan Yojana","₹18,000",1150 sq.ft,Semi furnished
3 BHK Flat for rent in Rahmatnagar,https://housing.com/rent/15502866-1250-sqft-3-bhk-apartment-on-rent-in--lucknow,Azeagaia Azea Botanica,"₹25,000",1250 sq.ft,Semi furnished
3 BHK Flat for rent in Vrindavan Yojana,https://housing.com/rent/15063386-1649-sqft-3-bhk-apartment-on-rent-in-baraulikhalilabad-lucknow,Redvise Shiva Greens,"₹18,000",1649 sq.ft,Semi furnished
2 BHK Flat for rent in Kalyanpur (East),https://housing.com/rent/17077968-930-sqft-2-bhk-apartment-on-rent-in-kalyanpur-(east)-lucknow,VJ DH 3,"₹8,500",930 sq.ft,Semi furnished
2 BHK Independent Builder Floor for rent in Ashiyana,https://housing.com/rent/17179358-2000-sqft-2-bhk-independent-floor-on-rent-in-ashiyana-lucknow,Not Found,"₹22,000",2000 sq.ft,Fully furnished
3 BHK Flat for rent in Ashiyana,https://housing.com/rent/17172793-2030-sqft-3-bhk-apartment-on-rent-in-ashiyana-lucknow,Ansal Orchid Greens Apartment,"₹20,000",2030 sq.ft,Fully furnished
2 BHK Independent Builder Floor for rent in Ashiyana,https://housing.com/rent/17159725-1935-sqft-2-bhk-independent-floor-on-rent-in-ashiyana-lucknow,Not Found,"₹17,000",1935 sq.ft,Semi furnished
3 BHK Independent House for rent in Vrindavan Yojana,https://housing.com/rent/17187189-3200-sqft-3-bhk-independent-house-on-rent-in-vrindavan-yojna-lucknow,Not Found,"₹14,000",3200 sq.ft,Un-furnished
3 BHK Independent Builder Floor for rent in Vrindavan Yojana,https://housing.com/rent/17176018-2000-sqft-3-bhk-independent-floor-on-rent-in-vrindavan-yojna-lucknow,Not Found,"₹12,000",2000 sq.ft,Semi furnished
1 RK Independent Builder Floor for rent in Gomti Nagar,https://housing.com/rent/17183363-1100-sqft-1-rk-independent-floor-on-rent-in-gomti-nagar-lucknow,Not Found,"₹9,000",1100 sq.ft,Fully furnished
2 BHK Independent House for rent in Ashiyana,https://housing.com/rent/17144038-1935-sqft-2-bhk-independent-house-on-rent-in-ashiyana-lucknow,Not Found,"₹16,000",1935 sq.ft,Semi furnished
2 BHK Independent Builder Floor for rent in Ashiyana,https://housing.com/rent/17144136-1935-sqft-2-bhk-independent-floor-on-rent-in-ashiyana-lucknow,Not Found,"₹20,000",1935 sq.ft,Fully furnished
2 BHK Duplex for rent in Vrindavan Yojana,https://housing.com/rent/17173547-1500-sqft-2-bhk-duplex-on-rent-in-vrindavan-yojna-lucknow,Not Found,"₹12,500",1500 sq.ft,Semi furnished
3.5 BHK Independent House for rent in Vrindavan Yojana,https://housing.com/rent/17173622-2000-sqft-3.5-bhk-independent-house-on-rent-in-vrindavan-yojna-lucknow,Not Found,"₹16,500",2000 sq.ft,Semi furnished
3 BHK Flat for rent in Vrindavan Yojana,https://housing.com/rent/17174011-1000-sqft-3-bhk-apartment-on-rent-in-vrindavan-yojna-lucknow,AWHO Vay Sector 8B G,"₹24,500",1000 sq.ft,Fully furnished
3 BHK Flat for rent in Vrindavan Yojana,https://housing.com/rent/17174040-1000-sqft-3-bhk-apartment-on-rent-in-vrindavan-yojna-lucknow,AWHO Vay Sector 8B G,"₹25,000",1000 sq.ft,Fully furnished
1 BHK Independent House for rent in Vrindavan Yojana,https://housing.com/rent/17167698-1200-sqft-1-bhk-independent-house-on-rent-in-vrindavan-yojna-lucknow,Not Found,"₹17,000",1200 sq.ft,Fully furnished
2 BHK Flat for rent in Vrindavan Yojana,https://housing.com/rent/17165086-980-sqft-2-bhk-apartment-on-rent-in-vrindavan-yojna-lucknow,Mangalam Neelkanth Dreamz,"₹22,000",980 sq.ft,Fully furnished
2 BHK Flat for rent in Sharda Nagar,https://housing.com/rent/17117109-875-sqft-2-bhk-apartment-on-rent-in-sharda-nagar-lucknow,LDA Ratanlok Apartment,"₹14,000",875 sq.ft,Semi furnished
2 BHK Independent Builder Floor for rent in Ashiyana,https://housing.com/rent/17118716-1500-sqft-2-bhk-independent-floor-on-rent-in-ashiyana-lucknow,Not Found,"₹11,000",1500 sq.ft,Semi furnished
2 BHK Independent House for rent in Arjunganj,https://housing.com/rent/16805481-750-sqft-2-bhk-independent-house-on-rent-in-arjunganj-lucknow,Not Found,"₹10,000",750 sq.ft,Un-furnished
2 BHK Independent Builder Floor for rent in Omaxe City,https://housing.com/rent/14899912-1500-sqft-2-bhk-independent-floor-on-rent-in-aurangabad-khalsa-lucknow,Not Found,"₹15,000",1500 sq.ft,Semi furnished
2.5 BHK Independent Builder Floor for rent in Baraulikhalilabad,https://housing.com/rent/17136045-1500-sqft-2.5-bhk-independent-floor-on-rent-in-vrindavan-yojna-lucknow,Kahlon Sehkari Awas Samiti Garden City II,"₹14,000",1500 sq.ft,Semi furnished
3 BHK Independent Builder Floor for rent in Ashiyana,https://housing.com/rent/17132675-2000-sqft-3-bhk-independent-floor-on-rent-in-ashiyana-lucknow,Not Found,"₹18,500",2000 sq.ft,Semi furnished
3 BHK Flat for rent in Vrindavan Yojana,https://housing.com/rent/17125929-1000-sqft-3-bhk-apartment-on-rent-in-vrindavan-yojna-lucknow,AWHO Vay Sector 8B G,"₹24,000",1000 sq.ft,Un-furnished
3 BHK Independent House for rent in Ashiyana,https://housing.com/rent/17090596-3000-sqft-3-bhk-independent-house-on-rent-in-ashiyana-lucknow,Not Found,"₹25,000",3000 sq.ft,Semi furnished
1 BHK Independent Builder Floor for rent in Gomti Nagar,https://housing.com/rent/17121155-800-sqft-1-bhk-independent-floor-on-rent-in-gomti-nagar-lucknow,Not Found,"₹11,000",800 sq.ft,Fully furnished
3 BHK Flat for rent in Vrindavan Yojana,https://housing.com/rent/17124055-910-sqft-3-bhk-apartment-on-rent-in-vrindavan-yojna-lucknow,Not Found,"₹24,000",910 sq.ft,Semi furnished
2 BHK Independent Builder Floor for rent in Amrai Gaon,https://housing.com/rent/17163304-600-sqft-2-bhk-independent-floor-on-rent-in-amrai-gaon-lucknow,Not Found,"₹8,500",600 sq.ft,Fully furnished
1 BHK Independent House for rent in Amausi,https://housing.com/rent/17106850-550-sqft-1-bhk-independent-house-on-rent-in-amausi-lucknow,Not Found,"₹8,500",550 sq.ft,Semi furnished
3 BHK Flat for rent in Baraulikhalilabad,https://housing.com/rent/17105452-1200-sqft-3-bhk-apartment-on-rent-in-baraulikhalilabad-lucknow,UPAVP Kailash Enclave,"₹12,000",1200 sq.ft,Semi furnished
3 BHK Flat for rent in Ahmamau,https://housing.com/rent/17105591-1500-sqft-3-bhk-apartment-on-rent-in-ahmamau-lucknow,Paarth Aadyant,"₹22,500",1500 sq.ft,Semi furnished
3 BHK Flat for rent in Vrindavan Yojana,https://housing.com/rent/17106682-1540-sqft-3-bhk-apartment-on-rent-in-vrindavan-yojna-lucknow,Eldeco Saubhagyam Phase 2,"₹45,000",1540 sq.ft,Fully furnished
2 BHK Flat for rent in Vrindavan Yojana,https://housing.com/rent/16590324-796-sqft-2-bhk-apartment-on-rent-in-vrindavan-yojna-lucknow,Tejas Greenberry Signatures,"₹16,000",796 sq.ft,Semi furnished
3 BHK Independent Builder Floor for rent in LDA Colony,https://housing.com/rent/16916483-1400-sqft-3-bhk-independent-floor-on-rent-in-lda-colony-lucknow,Not Found,"₹16,000",1400 sq.ft,Un-furnished
2 BHK Flat for rent in Jankipuram,https://housing.com/rent/17044964-1147-sqft-2-bhk-apartment-on-rent-in-jankipuram-lucknow,Not Found,"₹16,000",1147 sq.ft,Fully furnished
3 BHK Flat for rent in Jankipuram,https://housing.com/rent/17045267-1595-sqft-3-bhk-apartment-on-rent-in-jankipuram-lucknow,Not Found,"₹20,000",1595 sq.ft,Fully furnished
3 BHK Flat for rent in Vrindavan Yojana,https://housing.com/rent/17080284-1840-sqft-3-bhk-apartment-on-rent-in-vrindavan-yojna-lucknow,Gandharva Imperial Crest,"₹22,000",1840 sq.ft,Semi furnished
2 BHK Independent Builder Floor for rent in Vrindavan Yojana,https://housing.com/rent/17049448-1350-sqft-2-bhk-independent-floor-on-rent-in-vrindavan-yojna-lucknow,Not Found,"₹14,000",1350 sq.ft,Un-furnished
3 BHK Independent Builder Floor for rent in Ashiyana,https://housing.com/rent/16434645-2475-sqft-3-bhk-independent-floor-on-rent-in-ashiyana-lucknow,Not Found,"₹19,500",2475 sq.ft,Semi furnished
1 BHK Independent Builder Floor for rent in Ashiyana,https://housing.com/rent/16434779-1000-sqft-1-bhk-independent-floor-on-rent-in-ashiyana-lucknow,Not Found,"₹16,000",1000 sq.ft,Semi furnished
3 BHK Independent Builder Floor for rent in Ashiyana,https://housing.com/rent/16390909-3000-sqft-3-bhk-independent-floor-on-rent-in-ashiyana-lucknow,Not Found,"₹21,500",3000 sq.ft,Semi furnished
2 BHK Independent Builder Floor for rent in Ashiyana,https://housing.com/rent/16200892-2000-sqft-2-bhk-independent-floor-on-rent-in-ashiyana-lucknow,Not Found,"₹16,200",2000 sq.ft,Semi furnished
3 BHK Independent Builder Floor for rent in Ashiyana,https://housing.com/rent/16196510-2500-sqft-3-bhk-independent-floor-on-rent-in-ashiyana-lucknow,Not Found,"₹21,000",2500 sq.ft,Semi furnished
2 BHK Flat for rent in Vrindavan Yojana,https://housing.com/rent/17036948-1240-sqft-2-bhk-apartment-on-rent-in-vrindavan-yojna-lucknow,AWHO Vay Sector 8B G,"₹17,000",1240 sq.ft,Semi furnished
2 BHK Independent Builder Floor for rent in Ashiyana,https://housing.com/rent/16132853-2000-sqft-2-bhk-independent-floor-on-rent-in-ashiyana-lucknow,Not Found,"₹17,000",2000 sq.ft,Semi furnished
2 BHK Independent Builder Floor for rent in Ashiyana,https://housing.com/rent/16132853-2000-sqft-2-bhk-independent-floor-on-rent-in-ashiyana-lucknow,Not Found,"₹17,000",2000 sq.ft,Semi furnished
2 BHK Independent Builder Floor for rent in Vrindavan Yojana,https://housing.com/rent/17036476-2000-sqft-2-bhk-independent-floor-on-rent-in-vrindavan-yojna-lucknow,Not Found,"₹26,000",2000 sq.ft,Semi furnished
2 BHK Independent Builder Floor for rent in Vrindavan Yojana,https://housing.com/rent/17036597-2000-sqft-2-bhk-independent-floor-on-rent-in-vrindavan-yojna-lucknow,Not Found,"₹25,000",2000 sq.ft,Un-furnished
2 BHK Independent Builder Floor for rent in Ashiyana,https://housing.com/rent/16985810-2000-sqft-2-bhk-independent-floor-on-rent-in-ashiyana-lucknow,Not Found,"₹25,000",2000 sq.ft,Semi furnished
2 BHK Independent Builder Floor for rent in Ashiyana,https://housing.com/rent/16985837-1200-sqft-2-bhk-independent-floor-on-rent-in-ashiyana-lucknow,Not Found,"₹15,000",1200 sq.ft,Semi furnished
2 BHK Independent House for rent in Vrindavan Yojana,https://housing.com/rent/17023765-1200-sqft-2-bhk-independent-house-on-rent-in-vrindavan-yojna-lucknow,Not Found,"₹16,000",1200 sq.ft,Un-furnished
2 BHK Independent Builder Floor for rent in Vrindavan Yojana,https://housing.com/rent/17014071-1000-sqft-2-bhk-independent-floor-on-rent-in-vrindavan-yojna-lucknow,Not Found,"₹10,000",1000 sq.ft,Semi furnished
1 RK Independent House for rent in Bhitauli,https://housing.com/rent/17010721-2100-sqft-1-rk-independent-house-on-rent-in-bhitauli-lucknow,Not Found,"₹3,500",2100 sq.ft,Un-furnished
3 BHK Flat for rent in Vrindavan Yojana,https://housing.com/rent/17010795-1600-sqft-3-bhk-apartment-on-rent-in-vrindavan-yojna-lucknow,Azeagaia Azea Botanica,"₹25,000",1600 sq.ft,Un-furnished
2 BHK Independent Builder Floor for rent in Indira Nagar,https://housing.com/rent/9331878-900-sqft-2-bhk-independent-floor-on-rent-in-indira-nagar-lucknow,Not Found,"₹13,000",900 sq.ft,Un-furnished
2 BHK Independent Builder Floor for rent in Vrindavan Yojana,https://housing.com/rent/17003395-2000-sqft-2-bhk-independent-floor-on-rent-in-vrindavan-yojna-lucknow,Not Found,"₹25,000",2000 sq.ft,Un-furnished
2 BHK Independent House for rent in Vrindavan Yojana,https://housing.com/rent/17003559-2100-sqft-2-bhk-independent-house-on-rent-in-vrindavan-yojna-lucknow,Not Found,"₹25,000",2100 sq.ft,Un-furnished
3 BHK Independent House for rent in Vrindavan Yojana,https://housing.com/rent/17003878-2000-sqft-3-bhk-independent-house-on-rent-in-vrindavan-yojna-lucknow,Not Found,"₹18,000",2000 sq.ft,Un-furnished
2 BHK Independent Builder Floor for rent in Sharda Nagar,https://housing.com/rent/16940034-800-sqft-2-bhk-independent-floor-on-rent-in-sharda-nagar-lucknow,Not Found,"₹11,000",800 sq.ft,Semi furnished
2 BHK Independent Builder Floor for rent in Ashiyana,https://housing.com/rent/16976671-2000-sqft-2-bhk-independent-floor-on-rent-in-ashiyana-lucknow,Not Found,"₹16,000",2000 sq.ft,Semi furnished
2 BHK Independent Builder Floor for rent in Ashiyana,https://housing.com/rent/16976690-2000-sqft-2-bhk-independent-floor-on-rent-in-ashiyana-lucknow,Not Found,"₹20,000",2000 sq.ft,Fully furnished
1 BHK Independent Builder Floor for rent in Ashiyana,https://housing.com/rent/16976715-1400-sqft-1-bhk-independent-floor-on-rent-in-ashiyana-lucknow,Not Found,"₹10,500",1400 sq.ft,Fully furnished
3 BHK Independent House for rent in Vrindavan Yojana,https://housing.com/rent/16967176-4000-sqft-3-bhk-independent-house-on-rent-in-vrindavan-yojna-lucknow,Not Found,"₹27,000",4000 sq.ft,Semi furnished
2 BHK Independent House for rent in Vrindavan Yojana,https://housing.com/rent/16974232-1500-sqft-2-bhk-independent-house-on-rent-in-vrindavan-yojna-lucknow,Not Found,"₹15,000",1500 sq.ft,Un-furnished
2 BHK Independent House for rent in Roberts Lines,https://housing.com/rent/16967158-2000-sqft-2-bhk-independent-house-on-rent-in-roberts-lines-lucknow,UP Awas Evam Vikas Parishad UPAVP Vrindavan Yojna,"₹16,000",2000 sq.ft,Un-furnished
2 BHK Flat for rent in Vrindavan Yojana,https://housing.com/rent/16974203-1000-sqft-2-bhk-apartment-on-rent-in-vrindavan-yojna-lucknow,AWHO Vay Sector 8B G,"₹14,500",1000 sq.ft,Semi furnished
2 BHK Independent House for rent in Vrindavan Yojana,https://housing.com/rent/16974509-1500-sqft-2-bhk-independent-house-on-rent-in-vrindavan-yojna-lucknow,Not Found,"₹14,500",1500 sq.ft,Un-furnished
1 BHK Independent Builder Floor for rent in Ashiyana,https://housing.com/rent/16899212-1500-sqft-1-bhk-independent-floor-on-rent-in-ashiyana-lucknow,Not Found,"₹16,000",1500 sq.ft,Fully furnished
2 BHK Independent Builder Floor for rent in Alambagh,https://housing.com/rent/9536544-800-sqft-2-bhk-independent-floor-on-rent-in-alambagh-lucknow-2,Not Found,"₹7,500",800 sq.ft,Un-furnished
3 BHK Flat for rent in Vrindavan Yojana,https://housing.com/rent/16941442-1200-sqft-3-bhk-apartment-on-rent-in-vrindavan-yojna-lucknow,Tejas Greenberry Signatures,"₹25,000",1200 sq.ft,Semi furnished
3.5 BHK Flat for rent in Vrindavan Yojana,https://housing.com/rent/16941464-1917-sqft-3.5-bhk-apartment-on-rent-in-vrindavan-yojna-lucknow,Ratan Galaxy,"₹18,000",1917 sq.ft,Semi furnished
3.5 BHK Flat for rent in Vrindavan Yojana,https://housing.com/rent/16941454-1786-sqft-3.5-bhk-apartment-on-rent-in-vrindavan-yojna-lucknow,Ratan Galaxy,"₹18,000",1786 sq.ft,Semi furnished
4 BHK Flat for rent in Vrindavan Yojana,https://housing.com/rent/16941479-2450-sqft-4-bhk-apartment-on-rent-in-vrindavan-yojna-lucknow,Ratan Galaxy,"₹20,000",2450 sq.ft,Semi furnished
2 BHK Independent Builder Floor for rent in Omaxe City,https://housing.com/rent/14227491-1100-sqft-2-bhk-independent-floor-on-rent-in-omaxe-city-lucknow,Not Found,"₹10,500",1100 sq.ft,Semi furnished
3 BHK Flat for rent in Baraulikhalilabad,https://housing.com/rent/16935650-1485-sqft-3-bhk-apartment-on-rent-in-baraulikhalilabad-lucknow,Euphoria,"₹18,000",1485 sq.ft,Semi furnished
1 BHK Independent Builder Floor for rent in Ashiyana,https://housing.com/rent/16869456-900-sqft-1-bhk-independent-floor-on-rent-in-ashiyana-lucknow,Not Found,"₹9,000",900 sq.ft,Semi furnished
3 BHK Independent House for rent in Ashiyana,https://housing.com/rent/16869540-1800-sqft-3-bhk-independent-house-on-rent-in-ashiyana-lucknow,Not Found,"₹20,000",1800 sq.ft,Semi furnished
2 BHK Independent Builder Floor for rent in Ashiyana,https://housing.com/rent/16872543-1800-sqft-2-bhk-independent-floor-on-rent-in-ashiyana-lucknow,Not Found,"₹25,000",1800 sq.ft,Fully furnished
2 BHK Independent Builder Floor for rent in Ashiyana,https://housing.com/rent/16869482-1700-sqft-2-bhk-independent-floor-on-rent-in-ashiyana-lucknow,Not Found,"₹16,000",1700 sq.ft,Semi furnished
2 BHK Independent Builder Floor for rent in Ashiyana,https://housing.com/rent/16875869-1000-sqft-2-bhk-independent-floor-on-rent-in-ashiyana-lucknow,Not Found,"₹9,000",1000 sq.ft,Semi furnished
2 BHK Flat for rent in Vrindavan Yojana,https://housing.com/rent/16928141-1150-sqft-2-bhk-apartment-on-rent-in-vrindavan-yojna-lucknow,Gold Star Homes Phase II,"₹15,000",1150 sq.ft,Semi furnished
3 BHK Flat for rent in Vrindavan Yojana,https://housing.com/rent/16928245-1650-sqft-3-bhk-apartment-on-rent-in-vrindavan-yojna-lucknow,Gold Star Homes Phase II,"₹22,000",1650 sq.ft,Semi furnished
2 BHK Independent House for rent in Ashiyana,https://housing.com/rent/16860595-2100-sqft-2-bhk-independent-house-on-rent-in-ashiyana-lucknow,Not Found,"₹20,000",2100 sq.ft,Semi furnished
2 BHK Independent Builder Floor for rent in Sharda Nagar,https://housing.com/rent/16860698-1500-sqft-2-bhk-independent-floor-on-rent-in-sharda-nagar-lucknow,Not Found,"₹15,000",1500 sq.ft,Semi furnished
1 BHK Independent Builder Floor for rent in Ashiyana,https://housing.com/rent/16860831-1000-sqft-1-bhk-independent-floor-on-rent-in-ashiyana-lucknow,Not Found,"₹90,000",1000 sq.ft,Semi furnished
2 BHK Independent Builder Floor for rent in Ashiyana,https://housing.com/rent/16860888-1000-sqft-2-bhk-independent-floor-on-rent-in-ashiyana-lucknow,Not Found,"₹11,000",1000 sq.ft,Semi furnished
2 BHK Flat for rent in Baraulikhalilabad,https://housing.com/rent/16906224-1176-sqft-2-bhk-apartment-on-rent-in-baraulikhalilabad-lucknow,Euphoria,"₹20,000",1176 sq.ft,Semi furnished
2 BHK Flat for rent in Vrindavan Yojana,https://housing.com/rent/16906285-800-sqft-2-bhk-apartment-on-rent-in-vrindavan-yojna-lucknow,Tejas Greenberry Signatures,"₹15,000",800 sq.ft,Semi furnished
2 BHK Flat for rent in Vrindavan Yojana,https://housing.com/rent/16906338-1200-sqft-2-bhk-apartment-on-rent-in-vrindavan-yojna-lucknow,Ratan Galaxy,"₹15,000",1200 sq.ft,Un-furnished
2 BHK Independent House for rent in Vrindavan Yojana,https://housing.com/rent/16906789-1700-sqft-2-bhk-independent-house-on-rent-in-vrindavan-yojna-lucknow,AWHO Vay Sector 8B G,"₹40,000",1700 sq.ft,Semi furnished
2 BHK Independent Builder Floor for rent in Sharda Nagar,https://housing.com/rent/16840413-1900-sqft-2-bhk-independent-floor-on-rent-in-sharda-nagar-lucknow,Not Found,"₹13,000",1900 sq.ft,Semi furnished
2 BHK Flat for rent in Vrindavan Yojana,https://housing.com/rent/16892913-900-sqft-2-bhk-apartment-on-rent-in-vrindavan-yojna-lucknow,Not Found,"₹14,000",900 sq.ft,Semi furnished
2 BHK Independent Builder Floor for rent in Ashiyana,https://housing.com/rent/16827001-1500-sqft-2-bhk-independent-floor-on-rent-in-ashiyana-lucknow,Not Found,"₹13,000",1500 sq.ft,Semi furnished
3 BHK Independent Builder Floor for rent in Ashiyana,https://housing.com/rent/16813733-2000-sqft-3-bhk-independent-floor-on-rent-in-ashiyana-lucknow,Not Found,"₹18,000",2000 sq.ft,Semi furnished
2 BHK Independent Builder Floor for rent in Ashiyana,https://housing.com/rent/16790761-1500-sqft-2-bhk-independent-floor-on-rent-in-ashiyana-lucknow,Not Found,"₹12,000",1500 sq.ft,Semi furnished
