title,link,subtitle,price,area,property_details,city,location,first_image_url
4 BHK Flat for rent in Sector 144,https://housing.com/rent/16942212-4700-sqft-4-bhk-apartment-on-rent-in-sector-144-noida,Gulshan Dynasty,195000,4700 sq.ft,Semi furnished,Noida,Sector 144,https://housing-images.n7net.in/01c16c28/8ba560d5863c034a3d6c42cecb52efc8/v0/large/4_bhk_apartment-for-rent-sector_144-Noida-hall.jpg
4 BHK Flat for rent in Sector 107,https://housing.com/rent/16933107-4482-sqft-4-bhk-apartment-on-rent-in-sector-107-noida,County 107,290000,4482 sq.ft,Semi furnished,Noida,Sector 107,https://housing-images.n7net.in/01c16c28/52b71f523236ad4d722e3f4cbdd2c4b5/v0/large/4_bhk_apartment-for-rent-sector_107_noida-Noida-hall.jpg
5 BHK Flat for rent in Sector 107,https://housing.com/rent/16933262-6570-sqft-5-bhk-apartment-on-rent-in-sector-107-noida,County 107,370000,6570 sq.ft,Semi furnished,Noida,Sector 107,https://housing-images.n7net.in/01c16c28/fa07d682e9daf6aba70f7271d56f450e/v0/large/5_bhk_apartment-for-rent-sector_107_noida-Noida-hall.jpg
3.5 BHK Flat for rent in Sector 94,https://housing.com/rent/16806995-3390-sqft-3.5-bhk-apartment-on-rent-in-sector-94-noida,Supertech Supernova,135000,3390 sq.ft,Semi furnished,Noida,Sector 94,https://housing-images.n7net.in/01c16c28/28aa10af635123383553eb4282738a26/v0/large/3.5_bhk_apartment-for-rent-sector_94_1-Noida-hall.jpg
3 BHK Independent Builder Floor for rent in Sector 116,https://housing.com/rent/16420336-1800-sqft-3-bhk-independent-floor-on-rent-in-sector-116-noida,Not Found,33000,1800 sq.ft,Semi furnished,Noida,Sector 116,https://housing-images.n7net.in/01c16c28/759954a82518eb39fc5a8b9081603cb3/v0/large/3_bhk_independent_builder_floor-for-rent-sector_116-Noida-hall.jpg
2 BHK Flat for rent in Sector 143,https://housing.com/rent/15512978-1250-sqft-2-bhk-apartment-on-rent-in-sector-143-noida,Logix Blossom Greens,35000,1250 sq.ft,Fully furnished,Noida,Sector 143,https://housing-images.n7net.in/01c16c28/6ef58480c3b009b6f791e1ef47411c5e/v0/large/2_bhk_apartment-for-rent-sector_143-Noida-hall.jpg
3 BHK Flat for rent in Sector 119,https://housing.com/rent/15366516-1430-sqft-3-bhk-apartment-on-rent-in-sector-119-noida,Gaursons Grandeur,27000,1430 sq.ft,Semi furnished,Noida,Sector 119,https://housing-images.n7net.in/01c16c28/6a3fa2c61636670db8734f38a5f91afc/v0/large/3_bhk_apartment-for-rent-sector_119-Noida-hall.jpg
1 RK Flat for rent in Sector 168,https://housing.com/rent/15339734-506-sqft-1-rk-apartment-on-rent-in-sector-168-noida,Nimbus The Golden Palms,28000,506 sq.ft,Fully furnished,Noida,Sector 168,https://housing-images.n7net.in/01c16c28/1726148447355_e818414629552c33297aaf9f180d067e/v0/large/1_rk_apartment-for-rent-sector_168-Noida-bedroom.jpg
2 BHK Flat for rent in Sector 137,https://housing.com/rent/15270598-1202-sqft-2-bhk-apartment-on-rent-in-sector-137-noida,Logix Blossom County,30000,1202 sq.ft,Semi furnished,Noida,Sector 137,https://housing-images.n7net.in/01c16c28/7e18e34fad7439a93b7ecbaef3be338f/v0/large/2_bhk_apartment-for-rent-sector_137-Noida-living_room.jpg
4 BHK Flat for rent in Sector 43,https://housing.com/rent/16110943-2258-sqft-4-bhk-apartment-on-rent-in-sector-43-noida,Godrej Woods,80000,2258 sq.ft,Semi furnished,Noida,Sector 43,https://housing-images.n7net.in/01c16c28/1a5411abebee2289535c128a3dec2a32/v0/large/4_bhk_apartment-for-rent-sector_43_noida-Noida-kitchen.jpg
2 BHK Flat for rent in Sector 144,https://housing.com/rent/16496824-1025-sqft-2-bhk-apartment-on-rent-in-sector-144-noida,Gulshan Botnia,32000,1025 sq.ft,Semi furnished,Noida,Sector 144,https://housing-images.n7net.in/01c16c28/064010e06c4b26e159270134c7aee05f/v0/large/2_bhk_apartment-for-rent-sector_144-Noida-living_room.jpg
2 BHK Flat for rent in Sector 137,https://housing.com/rent/15122424-1082-sqft-2-bhk-apartment-on-rent-in-sector-137-noida,Supertech Ecociti,37000,1082 sq.ft,Fully furnished,Noida,Sector 137,https://housing-images.n7net.in/01c16c28/67363e8b0b330f5377280a7ea8a5d7d1/v0/large/2_bhk_apartment-for-rent-sector_137-Noida-hall.jpg
2 BHK Flat for rent in Sector 137,https://housing.com/rent/16487558-925-sqft-2-bhk-apartment-on-rent-in-sector-137-noida,Paras Tierea,21000,925 sq.ft,Semi furnished,Noida,Sector 137,https://housing-images.n7net.in/01c16c28/ab7f861ed4c2809b8d9e08e09e4a1884/v0/large/2_bhk_apartment-for-rent-sector_137-Noida-hall.jpg
3 BHK Flat for rent in Sector 94,https://housing.com/rent/16777329-2105-sqft-3-bhk-apartment-on-rent-in-sector-94-noida,Supertech Supernova,85000,2105 sq.ft,Fully furnished,Noida,Sector 94,https://housing-images.n7net.in/01c16c28/14dd50c876ba4dd513ad5b8b28fc2524/v0/large/3_bhk_apartment-for-rent-sector_94_1-Noida-hall.jpg
3 BHK Flat for rent in Sector 150,https://housing.com/rent/16842873-1285-sqft-3-bhk-apartment-on-rent-in-sector-150-noida,Tata Eureka Park,25000,1285 sq.ft,Semi furnished,Noida,Sector 150,https://housing-images.n7net.in/01c16c28/4688947bb3fe9f42ab3b0030f4bb15e5/v0/large/3_bhk_apartment-for-rent-sector_150-Noida-hall.jpg
2.5 BHK Flat for rent in Sector 107,https://housing.com/rent/16139039-1295-sqft-2.5-bhk-apartment-on-rent-in-sector-107-noida,Great Value Sharanam,36000,1295 sq.ft,Semi furnished,Noida,Sector 107,https://housing-images.n7net.in/01c16c28/53a0e1852dcafde6223b3a134b97b042/v1/large/2.5_bhk_apartment-for-rent-sector_107_noida-Noida-hall.jpg
3.5 BHK Flat for rent in Sector 78,https://housing.com/rent/16124932-2500-sqft-3.5-bhk-apartment-on-rent-in-sector-78-noida,Mahagun Mezzaria,85000,2500 sq.ft,Semi furnished,Noida,Sector 78,https://housing-images.n7net.in/01c16c28/21827401c47783ade7a0138d06a3bbc3/v0/large/3.5_bhk_apartment-for-rent-sector_78_noida-Noida-hall.jpg
5 BHK Villa for rent in Sector 128,https://housing.com/rent/16883307-5200-sqft-5-bhk-villa-on-rent-in-sector-128-noida,Jaypee Kingswood Oriental,250000,5200 sq.ft,Fully furnished,Noida,Sector 128,https://housing-images.n7net.in/01c16c28/7198c97931804389b901e262bb2da9b0/v0/large/5_bhk_villa-for-rent-sector_128-Noida-living_room.jpg
3 BHK Flat for rent in Sector 137,https://housing.com/rent/14923646-1750-sqft-3-bhk-apartment-on-rent-in-sector-137-noida,Supertech Ecociti,45000,1750 sq.ft,Semi furnished,Noida,Sector 137,https://housing-images.n7net.in/01c16c28/a67c533e150ae129cb3a90204c43c161/v0/large/3_bhk_apartment-for-rent-sector_137-Noida-living_room.jpg
4 BHK Flat for rent in Sector 129,https://housing.com/rent/16819069-2450-sqft-4-bhk-apartment-on-rent-in-sector-129-noida,Jaypee Klassic,47000,2450 sq.ft,Fully furnished,Noida,Sector 129,https://housing-images.n7net.in/01c16c28/09b78324efa14d645c19b6ae5db45ed8/v0/large/4_bhk_apartment-for-rent-sector_129-Noida-hall.jpg
3 BHK Flat for rent in Sector 133,https://housing.com/rent/16266738-1572-sqft-3-bhk-apartment-on-rent-in-sector-133-noida,Jaypee Wish Town Klassic,40000,1572 sq.ft,Fully furnished,Noida,Sector 133,https://housing-images.n7net.in/01c16c28/0cc071b4b05b503b94dbe8d16506933c/v0/large/3_bhk_apartment-for-rent-sector_133-Noida-hall.jpg
2 BHK Flat for rent in Sector 137,https://housing.com/rent/14628290-1082-sqft-2-bhk-apartment-on-rent-in-sector-137-noida,Supertech Ecociti,37000,1082 sq.ft,Fully furnished,Noida,Sector 137,https://housing-images.n7net.in/01c16c28/62b09539ee1f0703a2c40126aa0a48d6/v0/large/2_bhk_apartment-for-rent-sector_137-Noida-hall.jpg
3 BHK Flat for rent in Sector 70,https://housing.com/rent/16424663-1446-sqft-3-bhk-apartment-on-rent-in-sector-70-noida,Amrapali Pan Oasis,48500,1446 sq.ft,Fully furnished,Noida,Sector 70,https://housing-images.n7net.in/01c16c28/498765e4b8a76c7eae64d7721ef74951/v0/large/3_bhk_apartment-for-rent-sector_70-Noida-hall.jpg
4 BHK Flat for rent in Sector 129,https://housing.com/rent/16806957-2425-sqft-4-bhk-apartment-on-rent-in-sector-129-noida,Jaypee Klassic,48000,2425 sq.ft,Semi furnished,Noida,Sector 129,https://housing-images.n7net.in/01c16c28/1235b268c4cb1a2dd47f867c916ad800/v0/large/4_bhk_apartment-for-rent-sector_129-Noida-hall.jpg
1 RK Flat for rent in Sector 137,https://housing.com/rent/14288784-440-sqft-1-rk-apartment-on-rent-in-sector-137-noida-2,Supertech Ecociti,21000,440 sq.ft,Fully furnished,Noida,Sector 137,https://housing-images.n7net.in/01c16c28/421022a1df35006b53246b25a79a3d28/v0/large/1_rk_apartment-for-rent-sector_137-Noida-hall.jpg
4.5 BHK Flat for rent in Sector 150,https://housing.com/rent/16316523-3260-sqft-4.5-bhk-apartment-on-rent-in-sector-150-noida,ACE Group Golfshire,200000,3260 sq.ft,Fully furnished,Noida,Sector 150,https://housing-images.n7net.in/01c16c28/168e2583275c6dd88fa8c2e665199625/v0/large/4.5_bhk_apartment-for-rent-sector_150-Noida-hall.jpg
2 BHK Flat for rent in Sector 137,https://housing.com/rent/16378260-1040-sqft-2-bhk-apartment-on-rent-in-sector-137-noida,Logix Blossom County,26000,1040 sq.ft,Semi furnished,Noida,Sector 137,https://housing-images.n7net.in/01c16c28/06d49dc42a97643b41d3fb7be8277422/v0/large/2_bhk_apartment-for-rent-sector_137-Noida-living_room.jpg
2 BHK Flat for rent in Sector 137,https://housing.com/rent/16378449-945-sqft-2-bhk-apartment-on-rent-in-sector-137-noida,Logix Blossom County,26000,945 sq.ft,Semi furnished,Noida,Sector 137,https://housing-images.n7net.in/01c16c28/5cabd40cf66b58d049dda50e042aae2f/v0/large/2_bhk_apartment-for-rent-sector_137-Noida-hall.jpg
3.5 BHK Flat for rent in Sector 100,https://housing.com/rent/16873847-2012-sqft-3.5-bhk-apartment-on-rent-in-sector-100-noida,The 3C Lotus Boulevard,50000,2012 sq.ft,Semi furnished,Noida,Sector 100,https://img.youtube.com/vi/sssJci-MAu0/hqdefault.jpg
2 BHK Flat for rent in Sector 150,https://housing.com/rent/16811782-1100-sqft-2-bhk-apartment-on-rent-in-sector-150-noida,Tata Eureka Park,25000,1100 sq.ft,Semi furnished,Noida,Sector 150,https://housing-images.n7net.in/01c16c28/1ca9f976fa9d05a096d42dcdfb1abc5c/v0/large/2_bhk_apartment-for-rent-sector_150-Noida-hall.jpg
3.5 BHK Flat for rent in Sector 110,https://housing.com/rent/16881949-2538-sqft-3.5-bhk-apartment-on-rent-in-sector-110-noida,The 3C Lotus Panache,49000,2538 sq.ft,Semi furnished,Noida,Sector 110,https://housing-images.n7net.in/01c16c28/15112f2a3a1137415b5d6777d9b9daa7/v0/large/3.5_bhk_apartment-for-rent-sector_110-Noida-hall.jpg
2 BHK Flat for rent in Sector 110,https://housing.com/rent/16882123-1220-sqft-2-bhk-apartment-on-rent-in-sector-110-noida,The 3C Lotus Panache,23500,1220 sq.ft,Semi furnished,Noida,Sector 110,https://housing-images.n7net.in/01c16c28/5d21632949b7d1ee354fd521ed39b957/v0/large/2_bhk_apartment-for-rent-sector_110-Noida-hall.jpg
4 BHK Flat for rent in Sector 107,https://housing.com/rent/15283366-2650-sqft-4-bhk-apartment-on-rent-in-sector-107-noida,Sunworld Vanalika,65000,2650 sq.ft,Semi furnished,Noida,Sector 107,https://housing-images.n7net.in/01c16c28/9449c5e0e3fe24306bf31a33e23b088e/v0/large/4_bhk_apartment-for-rent-sector_107_noida-Noida-hall.jpg
3 BHK Flat for rent in Sector 74,https://housing.com/rent/16875437-1440-sqft-3-bhk-apartment-on-rent-in-sector-74-noida,Ajnara Grand Heritage,31000,1440 sq.ft,Semi furnished,Noida,Sector 74,https://housing-images.n7net.in/01c16c28/36915a38fd8d15577a70b4cecff2369d/v0/large/3_bhk_apartment-for-rent-sector_74_noida-Noida-hall.jpg
4 BHK Flat for rent in Sector 168,https://housing.com/rent/11683367-2700-sqft-4-bhk-apartment-on-rent-in-sector-168-noida-2,Sunworld Arista,60000,2700 sq.ft,Semi furnished,Noida,Sector 168,https://housing-images.n7net.in/01c16c28/799fbc54fd6764b7ec495a52928f6478/v0/large/4_bhk_apartment-for-rent-sector_168-Noida-hall.jpg
2 BHK Flat for rent in Sector 137,https://housing.com/rent/16873604-1131-sqft-2-bhk-apartment-on-rent-in-sector-137-noida,Logix Blossom County,24000,1131 sq.ft,Un-furnished,Noida,Sector 137,https://housing-images.n7net.in/01c16c28/7bb133db8ef981b12ea1d48c8651a6cc/v0/large/2_bhk_apartment-for-rent-sector_137-Noida-hall.jpg
3 BHK Flat for rent in Sector 79,https://housing.com/rent/16730351-1495-sqft-3-bhk-apartment-on-rent-in-sector-79-noida,Civitech Stadia,41000,1495 sq.ft,Semi furnished,Noida,Sector 79,https://housing-images.n7net.in/01c16c28/540b4ec76bdc17cd3a49aaa2c3fae1a8/v0/large/3_bhk_apartment-for-rent-sector_79_noida-Noida-hall.jpg
3.5 BHK Flat for rent in Sector 121,https://housing.com/rent/16730423-2070-sqft-3.5-bhk-apartment-on-rent-in-sector-121-noida,ABA Cleo County Phase 1,70000,2070 sq.ft,Semi furnished,Noida,Sector 121,https://housing-images.n7net.in/01c16c28/56bce8ed8e0023e88c81e2badf6650b0/v0/large/3.5_bhk_apartment-for-rent-sector_121-Noida-balcony.jpg
3 BHK Flat for rent in Sector 121,https://housing.com/rent/16727394-1620-sqft-3-bhk-apartment-on-rent-in-sector-121-noida,ABA Cleo County Phase 1,55000,1620 sq.ft,Semi furnished,Noida,Sector 121,https://housing-images.n7net.in/01c16c28/2efb3d3ae14f816af07374eb398f3cd2/v0/large/3_bhk_apartment-for-rent-sector_121-Noida-hall.jpg
3 BHK Flat for rent in Sector 150,https://housing.com/rent/16790973-1575-sqft-3-bhk-apartment-on-rent-in-sector-150-noida,Tata Eureka Park,30000,1575 sq.ft,Semi furnished,Noida,Sector 150,https://housing-images.n7net.in/01c16c28/1d7ec0f109d9eac03e99231bbde2e997/v0/large/3_bhk_apartment-for-rent-sector_150-Noida-hall.jpg
3 BHK Flat for rent in Sector 150,https://housing.com/rent/16792873-2300-sqft-3-bhk-apartment-on-rent-in-sector-150-noida,ATS Le Grandiose,43000,2300 sq.ft,Semi furnished,Noida,Sector 150,https://housing-images.n7net.in/01c16c28/5311500bb7d8df264d5ea8634daaa1a1/v0/large/3_bhk_apartment-for-rent-sector_150-Noida-hall.jpg
3 BHK Flat for rent in Sector 150,https://housing.com/rent/16793255-1700-sqft-3-bhk-apartment-on-rent-in-sector-150-noida,ATS Le Grandiose,32000,1700 sq.ft,Semi furnished,Noida,Sector 150,https://housing-images.n7net.in/01c16c28/21bcca5c41cc518a69f2e721fd20df78/v0/large/3_bhk_apartment-for-rent-sector_150-Noida-hall.jpg
2 BHK Flat for rent in Sector 150,https://housing.com/rent/16791699-1100-sqft-2-bhk-apartment-on-rent-in-sector-150-noida,Tata Eureka Park,25000,1100 sq.ft,Semi furnished,Noida,Sector 150,https://housing-images.n7net.in/01c16c28/1ca9f976fa9d05a096d42dcdfb1abc5c/v0/large/2_bhk_apartment-for-rent-sector_150-Noida-hall.jpg
3 BHK Flat for rent in Sector 135,https://housing.com/rent/16261882-1665-sqft-3-bhk-apartment-on-rent-in-sector-135-noida,Today Ridge Residency,40000,1665 sq.ft,Fully furnished,Noida,Sector 135,https://housing-images.n7net.in/01c16c28/802f648b9b8f18f8a1aef82832d7e913/v0/large/3_bhk_apartment-for-rent-sector_135-Bajidpur-hall.jpg
3.5 BHK Flat for rent in Sector 150,https://housing.com/rent/16236689-2190-sqft-3.5-bhk-apartment-on-rent-in-sector-150-noida,ACE Group Parkway,45000,2190 sq.ft,Semi furnished,Noida,Sector 150,https://housing-images.n7net.in/01c16c28/163e6da9d45a60016ce0e7a9a90e3a65/v0/large/3.5_bhk_apartment-for-rent-sector_150-Noida-bedroom.jpg
3 BHK Flat for rent in Sector 78,https://housing.com/rent/16866235-2500-sqft-3-bhk-apartment-on-rent-in-sector-78-noida,Mahagun Mezzaria,80000,2500 sq.ft,Semi furnished,Noida,Sector 78,https://housing-images.n7net.in/01c16c28/2a4807ceec967aa7b23bc3c95e9e0b3c/v0/large/3_bhk_apartment-for-rent-sector_78_noida-Noida-hall.jpg
3 BHK Flat for rent in Sector 137,https://housing.com/rent/16451952-1410-sqft-3-bhk-apartment-on-rent-in-sector-137-noida,Paras Tierea,25000,1410 sq.ft,Semi furnished,Noida,Sector 137,https://housing-images.n7net.in/01c16c28/b5605119c81f3b06499dcd0d08ef896b/v0/large/3_bhk_apartment-for-rent-sector_137-Noida-living_room.jpg
3 BHK Flat for rent in Sector 137,https://housing.com/rent/16429893-1725-sqft-3-bhk-apartment-on-rent-in-sector-137-noida,Paras Tierea,35000,1725 sq.ft,Semi furnished,Noida,Sector 137,https://housing-images.n7net.in/01c16c28/1c2d06d3fafdfdbb951beca0e8b44876/v1/large/3_bhk_apartment-for-rent-sector_137-Noida-hall.jpg
5 BHK Villa for rent in Sector 128,https://housing.com/rent/16857618-5200-sqft-5-bhk-villa-on-rent-in-sector-128-noida,Jaypee Kingswood Oriental,200000,5200 sq.ft,Semi furnished,Noida,Sector 128,https://housing-images.n7net.in/01c16c28/181a19def9e208b01f4b11af10b7f640/v0/large/5_bhk_villa-for-rent-sector_128-Noida-hall.jpg
4.5 BHK Villa for rent in Sector 128,https://housing.com/rent/16857226-4250-sqft-4.5-bhk-villa-on-rent-in-sector-128-noida,Jaypee Kingswood Oriental,150000,4250 sq.ft,Semi furnished,Noida,Sector 128,https://housing-images.n7net.in/01c16c28/5a1ad854682ffe7626f6a89cfc94c878/v0/large/4.5_bhk_villa-for-rent-sector_128-Noida-hall.jpg
2 BHK Flat for rent in Sector 137,https://housing.com/rent/16853425-960-sqft-2-bhk-apartment-on-rent-in-sector-137-noida,Paras Tierea,22000,960 sq.ft,Semi furnished,Noida,Sector 137,https://housing-images.n7net.in/01c16c28/72a08ed5c5b0df2c8a38f6c3730b03b6/v0/large/2_bhk_apartment-for-rent-sector_137-Noida-hall.jpg
2 BHK Flat for rent in Sector 137,https://housing.com/rent/16853883-1040-sqft-2-bhk-apartment-on-rent-in-sector-137-noida,Logix Blossom County,40000,1040 sq.ft,Fully furnished,Noida,Sector 137,https://housing-images.n7net.in/01c16c28/8ed38c5844f969a67b3db6db4e3ebbf9/v0/large/2_bhk_apartment-for-rent-sector_137-Noida-hall.jpg
2.5 BHK Flat for rent in Sector 74,https://housing.com/rent/16790843-1230-sqft-2.5-bhk-apartment-on-rent-in-sector-74-noida,Ajnara Grand Heritage,28000,1230 sq.ft,Semi furnished,Noida,Sector 74,https://housing-images.n7net.in/01c16c28/c21a292ed2858bc0ed7fceace021ba42/v0/large/2.5_bhk_apartment-for-rent-sector_74_noida-Noida-bedroom.jpg
3 BHK Flat for rent in Sector 131,https://housing.com/rent/16380695-2300-sqft-3-bhk-apartment-on-rent-in-sector-131-noida,Jaypee Knights Court,60000,2300 sq.ft,Semi furnished,Noida,Sector 131,https://housing-images.n7net.in/01c16c28/fee697ce88c649c2385893a4865d2415/v0/large/3_bhk_apartment-for-rent-sector_131-Noida-hall.jpg
3 BHK Flat for rent in Sector 168,https://housing.com/rent/16844499-1130-sqft-3-bhk-apartment-on-rent-in-sector-168-noida,Paras Seasons,38000,1130 sq.ft,Fully furnished,Noida,Sector 168,https://housing-images.n7net.in/01c16c28/ed0e0bf01645bedf3a12951cf440daca/v0/large/3_bhk_apartment-for-rent-sector_168-Noida-hall.jpg
3 BHK Flat for rent in Sector 168,https://housing.com/rent/16844586-985-sqft-3-bhk-apartment-on-rent-in-sector-168-noida,Paras Seasons,30000,985 sq.ft,Fully furnished,Noida,Sector 168,https://housing-images.n7net.in/01c16c28/04dc073b77ffcddb8652627f66a84a21/v0/large/3_bhk_apartment-for-rent-sector_168-Noida-hall.jpg
2 BHK Flat for rent in Sector 43,https://housing.com/rent/16843024-1053-sqft-2-bhk-apartment-on-rent-in-sector-43-noida,Godrej Woods,50000,1053 sq.ft,Semi furnished,Noida,Sector 43,https://img.youtube.com/vi/g4LDnKTIjWQ/hqdefault.jpg
2 BHK Flat for rent in Sector 168,https://housing.com/rent/16844180-795-sqft-2-bhk-apartment-on-rent-in-sector-168-noida,Paras Seasons,20000,795 sq.ft,Semi furnished,Noida,Sector 168,https://housing-images.n7net.in/01c16c28/51e5248242ad991bf100deb4732c82e0/v0/large/2_bhk_apartment-for-rent-sector_168-Noida-bedroom.jpg
2 BHK Flat for rent in Sector 168,https://housing.com/rent/16844240-830-sqft-2-bhk-apartment-on-rent-in-sector-168-noida,Paras Seasons,30000,830 sq.ft,Fully furnished,Noida,Sector 168,https://housing-images.n7net.in/01c16c28/6df04530d40bffab11e9a9124d4f5a2a/v0/large/2_bhk_apartment-for-rent-sector_168-Noida-hall.jpg
3 BHK Flat for rent in Sector 168,https://housing.com/rent/16844385-1165-sqft-3-bhk-apartment-on-rent-in-sector-168-noida,Paras Seasons,30000,1165 sq.ft,Semi furnished,Noida,Sector 168,https://housing-images.n7net.in/01c16c28/6ecf2ee91f09c2f4f82557b3bf76d50b/v0/large/3_bhk_apartment-for-rent-sector_168-Noida-hall.jpg
3 BHK Flat for rent in Sector 143,https://housing.com/rent/16846402-1495-sqft-3-bhk-apartment-on-rent-in-sector-143-noida,Gulshan Ikebana,35000,1495 sq.ft,Semi furnished,Noida,Sector 143,https://housing-images.n7net.in/01c16c28/4c8e6a508c5d8b77e1c8ad670226771e/v0/large/3_bhk_apartment-for-rent-sector_143-Noida-hall.jpg
2 BHK Flat for rent in Sector 43,https://housing.com/rent/16843074-1111-sqft-2-bhk-apartment-on-rent-in-sector-43-noida,Godrej Woods,48000,1111 sq.ft,Semi furnished,Noida,Sector 43,https://housing-images.n7net.in/01c16c28/16eee69f6b4f4d96df39edfae4dfbaa5/v0/large/2_bhk_apartment-for-rent-sector_43_noida-Noida-bedroom.jpg
3 BHK Flat for rent in Sector 43,https://housing.com/rent/16843124-1525-sqft-3-bhk-apartment-on-rent-in-sector-43-noida,Godrej Woods,70000,1525 sq.ft,Semi furnished,Noida,Sector 43,https://housing-images.n7net.in/01c16c28/265f87a8ccad508d8886220744155d22/v0/large/3_bhk_apartment-for-rent-sector_43_noida-Noida-hall.jpg
4 BHK Flat for rent in Sector 43,https://housing.com/rent/16843181-2259-sqft-4-bhk-apartment-on-rent-in-sector-43-noida,Godrej Woods,90000,2259 sq.ft,Semi furnished,Noida,Sector 43,https://housing-images.n7net.in/01c16c28/265f87a8ccad508d8886220744155d22/v0/large/4_bhk_apartment-for-rent-sector_43_noida-Noida-hall.jpg
5 BHK Flat for rent in Sector 107,https://housing.com/rent/16843677-6570-sqft-5-bhk-apartment-on-rent-in-sector-107-noida,County 107,350000,6570 sq.ft,Semi furnished,Noida,Sector 107,https://housing-images.n7net.in/01c16c28/995141e47b8c369730ea04207ffe1f3a/v0/large/5_bhk_apartment-for-rent-sector_107_noida-Noida-hall.jpg
4 BHK Flat for rent in Sector 107,https://housing.com/rent/16843786-4482-sqft-4-bhk-apartment-on-rent-in-sector-107-noida,County 107,300000,4482 sq.ft,Semi furnished,Noida,Sector 107,https://housing-images.n7net.in/01c16c28/995141e47b8c369730ea04207ffe1f3a/v0/large/4_bhk_apartment-for-rent-sector_107_noida-Noida-hall.jpg
2 BHK Flat for rent in Sector 168,https://housing.com/rent/16844032-830-sqft-2-bhk-apartment-on-rent-in-sector-168-noida,Paras Seasons,20000,830 sq.ft,Semi furnished,Noida,Sector 168,https://housing-images.n7net.in/01c16c28/4725d7fedeac00b4725387bdeab1b7d8/v0/large/2_bhk_apartment-for-rent-sector_168-Noida-hall.jpg
2 BHK Flat for rent in Sector 168,https://housing.com/rent/16844126-985-sqft-2-bhk-apartment-on-rent-in-sector-168-noida,Paras Seasons,20000,985 sq.ft,Semi furnished,Noida,Sector 168,https://housing-images.n7net.in/01c16c28/744561d2da38a3b399a3730e046896e3/v0/large/2_bhk_apartment-for-rent-sector_168-Noida-hall.jpg
3 BHK Flat for rent in Sector 100,https://housing.com/rent/16830209-2135-sqft-3-bhk-apartment-on-rent-in-sector-100-noida,The 3C Lotus Boulevard Espacia,60000,2135 sq.ft,Fully furnished,Noida,Sector 100,https://img.youtube.com/vi/-P6Dz_IIS-s/hqdefault.jpg
4 BHK Flat for rent in Sector 100,https://housing.com/rent/16830264-2765-sqft-4-bhk-apartment-on-rent-in-sector-100-noida,The 3C Lotus Boulevard Espacia,71000,2765 sq.ft,Semi furnished,Noida,Sector 100,https://img.youtube.com/vi/-P6Dz_IIS-s/hqdefault.jpg
3 BHK Flat for rent in Sector 168,https://housing.com/rent/16325915-1554-sqft-3-bhk-apartment-on-rent-in-sector-168-noida,Nimbus The Golden Palms,39000,1554 sq.ft,Semi furnished,Noida,Sector 168,https://housing-images.n7net.in/01c16c28/5d36ba0ea583beb03663194cfff75742/v0/large/3_bhk_apartment-for-rent-sector_168-Noida-hall.jpg
2 BHK Flat for rent in Sector 150,https://housing.com/rent/16385174-1100-sqft-2-bhk-apartment-on-rent-in-sector-150-noida,Tata Eureka Park,28000,1100 sq.ft,Fully furnished,Noida,Sector 150,https://housing-images.n7net.in/01c16c28/31c63f12568ca7ab3c86e3c2e908dd7d/v0/large/2_bhk_apartment-for-rent-sector_150-Noida-living_room.jpg
3 BHK Flat for rent in Sector 150,https://housing.com/rent/16377092-1575-sqft-3-bhk-apartment-on-rent-in-sector-150-noida,Tata Eureka Park,27000,1575 sq.ft,Semi furnished,Noida,Sector 150,https://housing-images.n7net.in/01c16c28/1eea0a97eb332345116fb7a252835007/v0/large/3_bhk_apartment-for-rent-sector_150-Noida-living_room.jpg
2 BHK Flat for rent in Sector 150,https://housing.com/rent/16377052-1100-sqft-2-bhk-apartment-on-rent-in-sector-150-noida,Tata Eureka Park,19000,1100 sq.ft,Semi furnished,Noida,Sector 150,https://housing-images.n7net.in/01c16c28/7579a49ccbcf96e519ab723bb7b98ace/v0/large/2_bhk_apartment-for-rent-sector_150-Noida-living_room.jpg
3 BHK Flat for rent in Sector 150,https://housing.com/rent/16377119-1575-sqft-3-bhk-apartment-on-rent-in-sector-150-noida,Tata Eureka Park,24000,1575 sq.ft,Semi furnished,Noida,Sector 150,https://housing-images.n7net.in/01c16c28/a14ed8258dbacc3c35f4a8c2cb3575d0/v0/large/3_bhk_apartment-for-rent-sector_150-Noida-living_room.jpg
3 BHK Flat for rent in Sector 150,https://housing.com/rent/16377139-1285-sqft-3-bhk-apartment-on-rent-in-sector-150-noida,Tata Eureka Park,20000,1285 sq.ft,Semi furnished,Noida,Sector 150,https://housing-images.n7net.in/01c16c28/c44b9b454974df0c975fbeb089b926c1/v0/large/3_bhk_apartment-for-rent-sector_150-Noida-living_room.jpg
1 BHK Flat for rent in Sector 137,https://housing.com/rent/16879351-450-sqft-1-bhk-apartment-on-rent-in-sector-137-noida,Paras Tierea,19000,450 sq.ft,Fully furnished,Noida,Sector 137,https://housing-images.n7net.in/01c16c28/e355cc4a1d112f5e36b70d22db1f002d/v0/large/1_bhk_apartment-for-rent-sector_137-Noida-hall.jpg
