title,link,subtitle,price,area,property_details,city,location,first_image_url
2 BHK Flat for rent in Sector 74,https://housing.com/rent/16491841-930-sqft-2-bhk-apartment-on-rent-in-sector-74-noida,Supertech Cape Town,22000,930 sq.ft,Semi furnished,Noida,Sector 74,https://housing-images.n7net.in/01c16c28/b168ff47ecac40deab039104e95b78a1/v0/large/2_bhk_apartment-for-rent-sector_74_noida-Noida-living_room.jpg
1 BHK Flat for rent in Sector 168,https://housing.com/rent/16968609-506-sqft-1-bhk-apartment-on-rent-in-sector-168-noida,Nimbus The Golden Palms,30000,506 sq.ft,Fully furnished,Noida,Sector 168,https://housing-images.n7net.in/01c16c28/03178ff5512ae2d04524038eccbc8fff/v0/large/1_bhk_apartment-for-rent-sector_168-Noida-hall.jpg
3 BHK Flat for rent in Sector 74,https://housing.com/rent/16496228-1505-sqft-3-bhk-apartment-on-rent-in-sector-74-noida,Supertech Cape Town,34500,1505 sq.ft,Semi furnished,Noida,Sector 74,https://housing-images.n7net.in/01c16c28/390cf618aba848c0a0341a395f4f9745/v0/large/3_bhk_apartment-for-rent-sector_74_noida-Noida-living_room.jpg
4 BHK Independent Builder Floor for rent in Sector 23,https://housing.com/rent/16014270-3000-sqft-4-bhk-independent-floor-on-rent-in-sector-23-noida,Not Found,60000,3000 sq.ft,Semi furnished,Noida,Sector 23,https://housing-images.n7net.in/01c16c28/30d028ec9199cade8e8789d57d5d9ff0/v0/large/4_bhk_independent_builder_floor-for-rent-sector_23_noida-Noida-hall.jpg
3 BHK Flat for rent in Sector 150,https://housing.com/rent/16978210-1750-sqft-3-bhk-apartment-on-rent-in-sector-150-noida,ACE Group Parkway,45000,1750 sq.ft,Semi furnished,Noida,Sector 150,https://housing-images.n7net.in/01c16c28/b8d34146ebd6a98c06228a94dddbd742/v0/large/3_bhk_apartment-for-rent-sector_150-Noida-hall.jpg
3 BHK Flat for rent in Sector 168,https://housing.com/rent/16944418-2275-sqft-3-bhk-apartment-on-rent-in-sector-168-noida,Sunworld Arista,41000,2275 sq.ft,Semi furnished,Noida,Sector 168,https://img.youtube.com/vi/sB5C5CZIuQQ/hqdefault.jpg
2 BHK Flat for rent in Sector 74,https://housing.com/rent/17075046-930-sqft-2-bhk-apartment-on-rent-in-sector-74-noida,Supertech Cape Town,26000,930 sq.ft,Semi furnished,Noida,Sector 74,https://housing-images.n7net.in/01c16c28/291edc2e83b4b55a1f05015f56d5710e/v0/large/2_bhk_apartment-for-rent-sector_74_noida-Noida-hall.jpg
2 BHK Flat for rent in Sector 74,https://housing.com/rent/17075058-1082-sqft-2-bhk-apartment-on-rent-in-sector-74-noida,Supertech Cape Town,31000,1082 sq.ft,Semi furnished,Noida,Sector 74,https://housing-images.n7net.in/01c16c28/17c0787f5463ca391ff5c2eadadc146b/v0/large/2_bhk_apartment-for-rent-sector_74_noida-Noida-hall.jpg
3 BHK Flat for rent in Sector 128,https://housing.com/rent/17065265-2600-sqft-3-bhk-apartment-on-rent-in-sector-128-noida,Jaypee The Kalypso Court,75000,2600 sq.ft,Semi furnished,Noida,Sector 128,https://housing-images.n7net.in/01c16c28/5dfa79fb04cc5f1f7528bf7f2480638e/v0/large/3_bhk_apartment-for-rent-sector_128-Asagarpur+Jagir-hall.jpg
3 BHK Independent Builder Floor for rent in Sector 105,https://housing.com/rent/17063759-1500-sqft-3-bhk-independent-floor-on-rent-in-sector-105-noida,Not Found,36000,1500 sq.ft,Fully furnished,Noida,Sector 105,https://housing-images.n7net.in/01c16c28/f9e3da1cc5100a1618701b684a2e4ed8/v0/large/3_bhk_independent_builder_floor-for-rent-sector_105_noida-Noida-hall.jpg
2.5 BHK Flat for rent in Sector 77,https://housing.com/rent/17081380-1295-sqft-2.5-bhk-apartment-on-rent-in-sector-77-noida,Golfgreen Elite Homz,32300,1295 sq.ft,Semi furnished,Noida,Sector 77,https://housing-images.n7net.in/01c16c28/0c608dc5765d54bdc8cd63c650635dc5/v0/large/2.5_bhk_apartment-for-rent-sector_77_noida_1-Noida-hall.jpg
2.5 BHK Flat for rent in Sector 74,https://housing.com/rent/17081429-1230-sqft-2.5-bhk-apartment-on-rent-in-sector-74-noida,Ajnara Grand Heritage,29300,1230 sq.ft,Semi furnished,Noida,Sector 74,https://housing-images.n7net.in/01c16c28/33e7d8fd9c905b4db8d74130aa0ee658/v0/large/2.5_bhk_apartment-for-rent-sector_74_noida-Noida-hall.jpg
2.5 BHK Flat for rent in Sector 76,https://housing.com/rent/17081453-1147-sqft-2.5-bhk-apartment-on-rent-in-sector-76-noida,JM Orchid,30000,1147 sq.ft,Semi furnished,Noida,Sector 76,https://housing-images.n7net.in/01c16c28/0c608dc5765d54bdc8cd63c650635dc5/v0/large/2.5_bhk_apartment-for-rent-sector_76-Noida-hall.jpg
3 BHK Flat for rent in Sector 74,https://housing.com/rent/17081333-1295-sqft-3-bhk-apartment-on-rent-in-sector-74-noida,Ajnara Klock Tower,50000,1295 sq.ft,Fully furnished,Noida,Sector 74,https://housing-images.n7net.in/01c16c28/501264b56ef399b3aa534afc961bb81d/v0/large/3_bhk_apartment-for-rent-sector_74_noida-Noida-hall.jpg
2 BHK Flat for rent in Sector 77,https://housing.com/rent/17081410-1135-sqft-2-bhk-apartment-on-rent-in-sector-77-noida,Civitech Sampriti,31000,1135 sq.ft,Semi furnished,Noida,Sector 77,https://housing-images.n7net.in/01c16c28/3dc6bb0bc6210de638939ca9b46fc71e/v0/large/2_bhk_apartment-for-rent-sector_77_noida_1-Noida-hall.jpg
3 BHK Flat for rent in Sector 137,https://housing.com/rent/17059290-1315-sqft-3-bhk-apartment-on-rent-in-sector-137-noida,Purvanchal Royal Park,30000,1315 sq.ft,Semi furnished,Noida,Sector 137,https://housing-images.n7net.in/01c16c28/0910805581ce9640ad919df270cc8d1a/v0/large/3_bhk_apartment-for-rent-sector_137-Kulesara-hall.jpg
2 BHK Flat for rent in Sector 75,https://housing.com/rent/17062483-950-sqft-2-bhk-apartment-on-rent-in-sector-75-noida,Gardenia Golf City,26000,950 sq.ft,Semi furnished,Noida,Sector 75,https://housing-images.n7net.in/01c16c28/bf202187b7031877319a6ce8aff96ea6/v0/large/2_bhk_apartment-for-rent-sector_75_noida-Noida-hall.jpg
2 BHK Flat for rent in Sector 150,https://housing.com/rent/17064991-1195-sqft-2-bhk-apartment-on-rent-in-sector-150-noida,ACE Group Golfshire,27000,1195 sq.ft,Semi furnished,Noida,Sector 150,https://housing-images.n7net.in/01c16c28/17a9acbabf9e6de9723cf9d50aed757b/v0/large/2_bhk_apartment-for-rent-sector_150-Noida-living_room.jpg
4 BHK Flat for rent in Sector 75,https://housing.com/rent/17065454-3030-sqft-4-bhk-apartment-on-rent-in-sector-75-noida,Dasnac The Jewel of Noida,100000,3030 sq.ft,Semi furnished,Noida,Sector 75,https://housing-images.n7net.in/01c16c28/33902f6fcb9681784372dee9078e281b/v0/large/4_bhk_apartment-for-rent-sector_75_noida-Noida-hall.jpg
4 BHK Independent Builder Floor for rent in Sector 31,https://housing.com/rent/15718343-3500-sqft-4-bhk-independent-floor-on-rent-in-sector-31-noida,Not Found,90000,3500 sq.ft,Semi furnished,Noida,Sector 31,https://housing-images.n7net.in/01c16c28/112101335c68a07428f59bf384739fbc/v0/large/4_bhk_independent_builder_floor-for-rent-sector_31_noida-Noida-hall.jpg
3 BHK Flat for rent in Sector 78,https://housing.com/rent/16930889-1850-sqft-3-bhk-apartment-on-rent-in-sector-78-noida,The Antriksh Golf View,60000,1850 sq.ft,Semi furnished,Noida,Sector 78,https://housing-images.n7net.in/01c16c28/f1be258b78f88f28ec5b47351b274546/v0/large/3_bhk_apartment-for-rent-sector_78_noida-Noida-hall.jpg
2 BHK Flat for rent in Sector 137,https://housing.com/rent/17020594-900-sqft-2-bhk-apartment-on-rent-in-sector-137-noida,Logix Blossom County,35000,900 sq.ft,Fully furnished,Noida,Sector 137,https://housing-images.n7net.in/01c16c28/3b5e6c2fe4a870625e4a58612ac113d2/v0/large/2_bhk_apartment-for-rent-sector_137-Noida-hall.jpg
3 BHK Flat for rent in Sector 134,https://housing.com/rent/16857720-1370-sqft-3-bhk-apartment-on-rent-in-sector-134-noida,Jaypee Kosmos,38003,1370 sq.ft,Fully furnished,Noida,Sector 134,https://housing-images.n7net.in/01c16c28/f77f042d5c67a58626ad984adfb97ec1/v0/large/3_bhk_apartment-for-rent-sector_134-Noida-hall.jpg
4 BHK Flat for rent in Sector 133,https://housing.com/rent/16857900-2400-sqft-4-bhk-apartment-on-rent-in-sector-133-noida,Jaypee Klassic Heights,42003,2400 sq.ft,Semi furnished,Noida,Sector 133,https://housing-images.n7net.in/01c16c28/61721f1d7d25e4e6235f2e566ddfe888/v0/large/4_bhk_apartment-for-rent-sector_133-Noida-hall.jpg
4 BHK Independent Builder Floor for rent in Sector 50,https://housing.com/rent/15611133-4500-sqft-4-bhk-independent-floor-on-rent-in-sector-50-noida,Not Found,100000,4500 sq.ft,Semi furnished,Noida,Sector 50,https://housing-images.n7net.in/01c16c28/23a9a8fbcd6f5837f837fe43c8886e2f/v0/large/4_bhk_independent_builder_floor-for-rent-sector_50_noida-Noida-bedroom.jpg
3 BHK Flat for rent in Sector 150,https://housing.com/rent/16563220-1675-sqft-3-bhk-apartment-on-rent-in-sector-150-noida,ACE Group Golfshire,35000,1675 sq.ft,Semi furnished,Noida,Sector 150,https://housing-images.n7net.in/01c16c28/2eb46938cd3e09d51a898c0f7ce37bbf/v0/large/3_bhk_apartment-for-rent-sector_150-Noida-hall.jpg
3 BHK Flat for rent in Sector 150,https://housing.com/rent/16566894-1285-sqft-3-bhk-apartment-on-rent-in-sector-150-noida,Eureka Park By Tata Value Homes,25000,1285 sq.ft,Semi furnished,Noida,Sector 150,https://housing-images.n7net.in/01c16c28/8ca5b05e6d848c8955d0b722ea67cced/v0/large/3_bhk_apartment-for-rent-sector_150-Noida-hall.jpg
3 BHK Flat for rent in Sector 150,https://housing.com/rent/16567027-1575-sqft-3-bhk-apartment-on-rent-in-sector-150-noida,Eureka Park By Tata Value Homes,29000,1575 sq.ft,Semi furnished,Noida,Sector 150,https://housing-images.n7net.in/01c16c28/f2a5926b145dc3d5dc6600774c002fe9/v0/large/3_bhk_apartment-for-rent-sector_150-Noida-hall.jpg
3 BHK Flat for rent in Sector 75,https://housing.com/rent/16567379-1656-sqft-3-bhk-apartment-on-rent-in-sector-75-noida,IVY County,58000,1656 sq.ft,Semi furnished,Noida,Sector 75,https://housing-images.n7net.in/01c16c28/7c2c19776427993b2243fa171802042e/v0/large/3_bhk_apartment-for-rent-sector_75_noida-Noida-bedroom.jpg
4 BHK Independent House for rent in Sector 71,https://housing.com/rent/16926057-4000-sqft-4-bhk-independent-house-on-rent-in-sector-71-noida,Not Found,100000,4000 sq.ft,Semi furnished,Noida,Sector 71,https://housing-images.n7net.in/01c16c28/00a82815493d750c2878feb52aad7d60/v0/large/4_bhk_independent_house-for-rent-sector_71_noida-Noida-hall.jpg
3 BHK Flat for rent in Sector 94,https://housing.com/rent/16557519-1950-sqft-3-bhk-apartment-on-rent-in-sector-94-noida,Supertech Supernova,70000,1950 sq.ft,Fully furnished,Noida,Sector 94,https://housing-images.n7net.in/01c16c28/013bd355a4e1e6fe3a7a4eca4611d840/v0/large/3_bhk_apartment-for-rent-sector_94_1-Noida-hall.jpg
2 BHK Flat for rent in Sector 128,https://housing.com/rent/17055711-1811-sqft-2-bhk-apartment-on-rent-in-sector-128-noida,Jaypee The Kalypso Court,55000,1811 sq.ft,Semi furnished,Noida,Sector 128,https://housing-images.n7net.in/01c16c28/36715317bf17665fcb55a4d910d11466/v0/large/2_bhk_apartment-for-rent-sector_128-Asagarpur+Jagir-hall.jpg
3 BHK Flat for rent in Sector 75,https://housing.com/rent/17100466-1747-sqft-3-bhk-apartment-on-rent-in-sector-75-noida,Indosam 75,37000,1747 sq.ft,Semi furnished,Noida,Sector 75,https://housing-images.n7net.in/01c16c28/28d67faf223cbc154fb4c04ba3c92ba5/v0/large/3_bhk_apartment-for-rent-sector_75_noida-Noida-hall.jpg
3.5 BHK Independent Builder Floor for rent in Sector 92,https://housing.com/rent/16893006-2500-sqft-3.5-bhk-independent-floor-on-rent-in-omaxe-forest-sector-92-noida,Not Found,60000,2500 sq.ft,Semi furnished,Noida,Sector 92,https://housing-images.n7net.in/01c16c28/0e5f74331805d2c143ca0ba46e9dda38/v0/large/3.5_bhk_independent_builder_floor-for-rent-omaxe_forest_sector_92-Noida-hall.jpg
2 BHK Flat for rent in Sector 77,https://housing.com/rent/13568715-1150-sqft-2-bhk-apartment-on-rent-in-sector-77-noida,Express Zenith Phase 2 Tower B And C,31000,1150 sq.ft,Semi furnished,Noida,Sector 77,https://housing-images.n7net.in/01c16c28/3a47a59e9dfba0a59827c7d36f549da2/v0/large/2_bhk_apartment-for-rent-sector_77_noida_1-Noida-hall.jpg
3.5 BHK Flat for rent in Sector 79,https://housing.com/rent/16611619-2280-sqft-3.5-bhk-apartment-on-rent-in-sector-79-noida,Gaursons Sports Wood,55000,2280 sq.ft,Semi furnished,Noida,Sector 79,https://housing-images.n7net.in/01c16c28/672a69222bc1e90ef0e7bb4a5b9b7adf/v0/large/3.5_bhk_apartment-for-rent-sector_79_noida-Noida-hall.jpg
1 BHK Flat for rent in Sector 168,https://housing.com/rent/17055994-500-sqft-1-bhk-apartment-on-rent-in-sector-168-noida,Urbtech Xaviers,23000,500 sq.ft,Fully furnished,Noida,Sector 168,https://housing-images.n7net.in/01c16c28/428e62f5f017639426cd1e8f91582c79/v0/large/1_bhk_apartment-for-rent-sector_168-Noida-hall.jpg
3 BHK Flat for rent in Sector 137,https://housing.com/rent/17050264-1715-sqft-3-bhk-apartment-on-rent-in-sector-137-noida,Paramount Floraville,50000,1715 sq.ft,Fully furnished,Noida,Sector 137,https://housing-images.n7net.in/01c16c28/3dba8f6bc67da8902703b99d29868096/v0/large/3_bhk_apartment-for-rent-sector_137-Kulesara-hall.jpg
3.5 BHK Flat for rent in Sector 74,https://housing.com/rent/17074314-2195-sqft-3.5-bhk-apartment-on-rent-in-sector-74-noida,Ajnara Grand Heritage,63000,2195 sq.ft,Semi furnished,Noida,Sector 74,https://housing-images.n7net.in/01c16c28/414d04cc57db155c9a1849c157c1d355/v0/large/3.5_bhk_apartment-for-rent-sector_74_noida-Noida-hall.jpg
3 BHK Flat for rent in Sector 121,https://housing.com/rent/17074327-2070-sqft-3-bhk-apartment-on-rent-in-sector-121-noida,County,60000,2070 sq.ft,Semi furnished,Noida,Sector 121,https://housing-images.n7net.in/01c16c28/3c9327000def400862b18c1bdb394ca0/v0/large/3_bhk_apartment-for-rent-sector_121-Noida-hall.jpg
3.5 BHK Flat for rent in Sector 77,https://housing.com/rent/17074370-1735-sqft-3.5-bhk-apartment-on-rent-in-sector-77-noida,The Antriksh Forest,30000,1735 sq.ft,Semi furnished,Noida,Sector 77,https://housing-images.n7net.in/01c16c28/2b47232816ba9b2bb023f2cea0c78ab9/v0/large/3.5_bhk_apartment-for-rent-sector_77_noida_1-Noida-hall.jpg
3 BHK Flat for rent in Sector 137,https://housing.com/rent/17013823-1750-sqft-3-bhk-apartment-on-rent-in-sector-137-noida,Supertech Ecociti,39000,1750 sq.ft,Semi furnished,Noida,Sector 137,https://housing-images.n7net.in/01c16c28/134d54f2f47c21a3cdf2c2df6186df31/v0/large/3_bhk_apartment-for-rent-sector_137-Noida-hall.jpg
4 BHK Flat for rent in Sector 75,https://housing.com/rent/17055996-3300-sqft-4-bhk-apartment-on-rent-in-sector-75-noida,Dasnac The Jewel of Noida,100000,3300 sq.ft,Semi furnished,Noida,Sector 75,https://housing-images.n7net.in/01c16c28/4e946f09eb521751e4ed23fb1c6482fb/v0/large/4_bhk_apartment-for-rent-sector_75_noida-Noida-hall.jpg
3 BHK Flat for rent in Sector 94,https://housing.com/rent/17119798-3500-sqft-3-bhk-apartment-on-rent-in-sector-94-noida,Supertech Supernova,100000,3500 sq.ft,Semi furnished,Noida,Sector 94,https://housing-images.n7net.in/01c16c28/a004f2a579df8f6ae95dade3171c7e1f/v0/large/3_bhk_apartment-for-rent-sector_94_1-Noida-hall.jpg
2 BHK Flat for rent in Sector 49,https://housing.com/rent/17123922-1200-sqft-2-bhk-apartment-on-rent-in-sector-49-noida,Not Found,25000,1200 sq.ft,Semi furnished,Noida,Sector 49,https://housing-images.n7net.in/01c16c28/1e96f8e90160329575925d998327f44b/v0/large/2_bhk_apartment-for-rent-sector_49-Noida-hall.jpg
3 BHK Flat for rent in Sector 128,https://housing.com/rent/16555207-2600-sqft-3-bhk-apartment-on-rent-in-sector-128-noida,Jaypee The Kalypso Court,70000,2600 sq.ft,Semi furnished,Noida,Sector 128,https://housing-images.n7net.in/01c16c28/3732773f3fbce9f72411394fba412215/v0/large/3_bhk_apartment-for-rent-sector_128-Asagarpur+Jagir-hall.jpg
3 BHK Flat for rent in Sector 133,https://housing.com/rent/16553198-1450-sqft-3-bhk-apartment-on-rent-in-sector-133-noida,Jaypee Wish Town Klassic,28000,1450 sq.ft,Semi furnished,Noida,Sector 133,https://housing-images.n7net.in/01c16c28/54eda0c9b56dbcb149e0cd40ef2be1dc/v0/large/3_bhk_apartment-for-rent-sector_133-Noida-hall.jpg
3 BHK Flat for rent in Sector 150,https://housing.com/rent/16951321-1395-sqft-3-bhk-apartment-on-rent-in-sector-150-noida,ACE Group Parkway,35000,1395 sq.ft,Semi furnished,Noida,Sector 150,https://housing-images.n7net.in/01c16c28/06b03c8d1c3d892df2205fa85ce00658/v0/large/3_bhk_apartment-for-rent-sector_150-Noida-hall.jpg
3 BHK Independent House for rent in Sector 71,https://housing.com/rent/16429845-2000-sqft-3-bhk-independent-house-on-rent-in-sector-71-noida,Not Found,55000,2000 sq.ft,Semi furnished,Noida,Sector 71,https://housing-images.n7net.in/01c16c28/47218c02d75eb0e8c54ed8408f4c15bc/v0/large/3_bhk_independent_house-for-rent-sector_71_noida-Noida-hall.jpg
3 BHK Independent Builder Floor for rent in Sector 27,https://housing.com/rent/15063014-1600-sqft-3-bhk-independent-floor-on-rent-in-sector-27-noida-2,Not Found,50000,1600 sq.ft,Semi furnished,Noida,Sector 27,https://housing-images.n7net.in/01c16c28/52065e7443c2b7001e857db15d3aeec3/v0/large/3_bhk_independent_builder_floor-for-rent-sector_27-Noida-hall.jpg
3 BHK Flat for rent in Sector 50,https://housing.com/rent/17091746-2280-sqft-3-bhk-apartment-on-rent-in-sector-50-noida,Omaxe Twin Towers,75000,2280 sq.ft,Fully furnished,Noida,Sector 50,https://housing-images.n7net.in/01c16c28/48306c313251e672c013dfb206b77c73/v0/large/3_bhk_apartment-for-rent-sector_50_noida-Noida-hall.jpg
2 BHK Independent Builder Floor for rent in Sector 49,https://housing.com/rent/16996177-2200-sqft-2-bhk-independent-floor-on-rent-in-sector-49-noida,Not Found,33000,2200 sq.ft,Semi furnished,Noida,Sector 49,https://housing-images.n7net.in/01c16c28/644ddb6b48fea516cce06cb625377794/v0/large/2_bhk_independent_builder_floor-for-rent-sector_49-Noida-hall.jpg
3 BHK Flat for rent in Sector 110,https://housing.com/rent/17038763-1530-sqft-3-bhk-apartment-on-rent-in-sector-110-noida,The 3C Lotus Panache,32000,1530 sq.ft,Semi furnished,Noida,Sector 110,https://housing-images.n7net.in/01c16c28/af939064f688833a62a91861b17f8a0a/v0/large/3_bhk_apartment-for-rent-sector_110-Noida-bedroom.jpg
2 BHK Flat for rent in Sector 75,https://housing.com/rent/17041470-1040-sqft-2-bhk-apartment-on-rent-in-sector-75-noida,Maxblis White House,25000,1040 sq.ft,Semi furnished,Noida,Sector 75,https://housing-images.n7net.in/01c16c28/cdb486aaa4421bae3e6159492920bd11/v0/large/2_bhk_apartment-for-rent-sector_75_noida-Noida-hall.jpg
3 BHK Flat for rent in Sector 75,https://housing.com/rent/17044132-1495-sqft-3-bhk-apartment-on-rent-in-sector-75-noida,Panchsheel Pratishtha,38000,1495 sq.ft,Semi furnished,Noida,Sector 75,https://housing-images.n7net.in/01c16c28/106b6c1493af79c5118c4c5b6ff644da/v0/large/3_bhk_apartment-for-rent-sector_75_noida-Noida-hall.jpg
2 BHK Flat for rent in Sector 134,https://housing.com/rent/17043068-950-sqft-2-bhk-apartment-on-rent-in-sector-134-noida,Jaypee Kosmos,21099,950 sq.ft,Semi furnished,Noida,Sector 134,https://housing-images.n7net.in/01c16c28/c08c979869abc467fdceafbd9097601e/v0/large/2_bhk_apartment-for-rent-sector_134-Noida-hall.jpg
2.5 BHK Flat for rent in Sector 75,https://housing.com/rent/17046007-1150-sqft-2.5-bhk-apartment-on-rent-in-sector-75-noida,Gardenia Golf City,28000,1150 sq.ft,Semi furnished,Noida,Sector 75,https://housing-images.n7net.in/01c16c28/32cabbe81dbf8744f4b035b5f98fad43/v0/large/2.5_bhk_apartment-for-rent-sector_75_noida-Noida-hall.jpg
3 BHK Flat for rent in Sector 104,https://housing.com/rent/17038720-1759-sqft-3-bhk-apartment-on-rent-in-sector-104-noida,ATS One Hamlet,72000,1759 sq.ft,Semi furnished,Noida,Sector 104,https://housing-images.n7net.in/01c16c28/7419e61a834c4f0ff722b363a4cd3502/v0/large/3_bhk_apartment-for-rent-sector_104_noida-Noida-hall.jpg
2.5 BHK Flat for rent in Sector 75,https://housing.com/rent/17044277-1100-sqft-2.5-bhk-apartment-on-rent-in-sector-75-noida,Aims Golf Avenue,28000,1100 sq.ft,Semi furnished,Noida,Sector 75,https://housing-images.n7net.in/01c16c28/15548784402fcc8c604e7a6fef16ec19/v0/large/2.5_bhk_apartment-for-rent-sector_75_noida-Noida-hall.jpg
4 BHK Flat for rent in Sector 75,https://housing.com/rent/17046329-2700-sqft-4-bhk-apartment-on-rent-in-sector-75-noida,Dasnac The Jewel of Noida,65000,2700 sq.ft,Semi furnished,Noida,Sector 75,https://housing-images.n7net.in/01c16c28/314bb6371202abcc52cdb938de52d31e/v0/large/4_bhk_apartment-for-rent-sector_75_noida-Noida-hall.jpg
2 BHK Independent Builder Floor for rent in Sector 108,https://housing.com/rent/17067646-2200-sqft-2-bhk-independent-floor-on-rent-in-sector-108-noida,Not Found,35000,2200 sq.ft,Semi furnished,Noida,Sector 108,https://housing-images.n7net.in/01c16c28/766c04afe1505ae26b736d02e68be439/v0/large/2_bhk_independent_builder_floor-for-rent-sector_108_noida-Noida-hall.jpg
3 BHK Independent Builder Floor for rent in Sector 104,https://housing.com/rent/17067659-3520-sqft-3-bhk-independent-floor-on-rent-in-sector-104-noida,Not Found,50000,3520 sq.ft,Fully furnished,Noida,Sector 104,https://housing-images.n7net.in/01c16c28/36744d1eb89e54a09417ea363526b3c7/v0/large/3_bhk_independent_builder_floor-for-rent-sector_104_noida-Noida-hall.jpg
2.5 BHK Independent Builder Floor for rent in Sector 108,https://housing.com/rent/17067676-2450-sqft-2.5-bhk-independent-floor-on-rent-in-sector-108-noida,Not Found,40000,2450 sq.ft,Fully furnished,Noida,Sector 108,https://housing-images.n7net.in/01c16c28/38216b47107b99001c43f85ada2108cb/v0/large/2.5_bhk_independent_builder_floor-for-rent-sector_108_noida-Noida-hall.jpg
3 BHK Independent Builder Floor for rent in Sector 108,https://housing.com/rent/16408097-3000-sqft-3-bhk-independent-floor-on-rent-in-sector-108-noida,Not Found,55000,3000 sq.ft,Semi furnished,Noida,Sector 108,https://housing-images.n7net.in/01c16c28/6ac869c50ca72f8ff24d8713cf2ff23b/v0/large/3_bhk_independent_builder_floor-for-rent-sector_108_noida-Noida-hall.jpg
3 BHK Flat for rent in Sector 110,https://housing.com/rent/15769504-2158-sqft-3-bhk-apartment-on-rent-in-sector-110-noida,The 3C Lotus Panache,41200,2158 sq.ft,Semi furnished,Noida,Sector 110,https://housing-images.n7net.in/01c16c28/1731244958191_8910a8c80a725555fb0730d741cda4e0/v0/large/3_bhk_apartment-for-rent-sector_110-Noida-living_room.jpg
2.5 BHK Flat for rent in Sector 79,https://housing.com/rent/16947439-1380-sqft-2.5-bhk-apartment-on-rent-in-sector-79-noida,Mahagun Mirabella,42000,1380 sq.ft,Semi furnished,Noida,Sector 79,https://housing-images.n7net.in/01c16c28/33957da0bb96bc55dd95d8a1299215df/v0/large/2.5_bhk_apartment-for-rent-sector_79_noida-Noida-hall.jpg
3 BHK Flat for rent in Sector 77,https://housing.com/rent/16947785-1564-sqft-3-bhk-apartment-on-rent-in-sector-77-noida,Golfgreen Elite Homz,42000,1564 sq.ft,Semi furnished,Noida,Sector 77,https://housing-images.n7net.in/01c16c28/430d9edfb7d705d72efc98981dbfc0fc/v0/large/3_bhk_apartment-for-rent-sector_77_noida_1-Noida-hall.jpg
3 BHK Flat for rent in Sector 78,https://housing.com/rent/17134876-1320-sqft-3-bhk-apartment-on-rent-in-sector-78-noida,Nimbus Hyde Park,30000,1320 sq.ft,Semi furnished,Noida,Sector 78,https://housing-images.n7net.in/01c16c28/b335b04512454f3297b11e9aea58c014/v0/large/3_bhk_apartment-for-rent-sector_78_noida-Noida-living_room.jpg
3 BHK Independent Builder Floor for rent in Sector 15A,https://housing.com/rent/16549086-1800-sqft-3-bhk-independent-floor-on-rent-in-sector-15a-noida,Not Found,62000,1800 sq.ft,Semi furnished,Noida,Sector 15A,https://housing-images.n7net.in/01c16c28/a1e761e1b751d981a0ffce1d771a82f2/v0/large/3_bhk_independent_builder_floor-for-rent-sector_15a_1-Noida-hall.jpg
4 BHK Flat for rent in Sector 144,https://housing.com/rent/15302478-4700-sqft-4-bhk-apartment-on-rent-in-sector-144-noida,Gulshan Dynasty,235000,4700 sq.ft,Semi furnished,Noida,Sector 144,https://housing-images.n7net.in/01c16c28/18fa3611e7a40a49bb21508e88c96e85/v0/large/4_bhk_apartment-for-rent-sector_144-Noida-hall.jpg
3 BHK Flat for rent in Sector 137,https://housing.com/rent/16985387-1750-sqft-3-bhk-apartment-on-rent-in-sector-137-noida,Supertech Ecociti,40000,1750 sq.ft,Fully furnished,Noida,Sector 137,https://housing-images.n7net.in/01c16c28/c50f3547d51baf9d2ff043009fd2108f/v0/large/3_bhk_apartment-for-rent-sector_137-Noida-hall.jpg
3 BHK Flat for rent in Sector 134,https://housing.com/rent/17031647-1465-sqft-3-bhk-apartment-on-rent-in-sector-134-noida,Jaypee Kosmos,27000,1465 sq.ft,Semi furnished,Noida,Sector 134,https://housing-images.n7net.in/01c16c28/5098b6579f7b3a7327e34f123cfd340f/v0/large/3_bhk_apartment-for-rent-sector_134-Noida-hall.jpg
1 RK Flat for rent in Sector 99,https://housing.com/rent/15330312-435-sqft-1-rk-apartment-on-rent-in-sector-99-noida-2,Sunshine Apartment,15000,435 sq.ft,Fully furnished,Noida,Sector 99,https://housing-images.n7net.in/01c16c28/04428ac370b8e35e46235f254c45f956/v0/large/1_rk_apartment-for-rent-sector_99-Noida-bedroom.jpg
3 BHK Flat for rent in Sector 78,https://housing.com/rent/17086297-1320-sqft-3-bhk-apartment-on-rent-in-sector-78-noida,Nimbus Hyde Park,29000,1320 sq.ft,Semi furnished,Noida,Sector 78,https://housing-images.n7net.in/01c16c28/2ccb4b573d2430e2b791037c9d24314b/v0/large/3_bhk_apartment-for-rent-sector_78_noida-Noida-hall.jpg
4 BHK Flat for rent in Sector 144,https://housing.com/rent/15195664-4700-sqft-4-bhk-apartment-on-rent-in-sector-144-noida,Gulshan Dynasty,200000,4700 sq.ft,Semi furnished,Noida,Sector 144,https://housing-images.n7net.in/01c16c28/2ec4ff61f4a2dd655261a3e6c9746fa4/v0/large/4_bhk_apartment-for-rent-sector_144-Noida-hall.jpg
